kx,ky,fu
-0.010101010101010055,-1.0,0.06147324014885909
0.010101010101010166,-1.0,0.06202299032980771
0.030303030303030498,-1.0,0.062483509126196636
0.05050505050505061,-1.0,0.06285343688786255
0.07070707070707072,-1.0,0.06313180010890519
0.09090909090909105,-1.0,0.06331801254564297
0.11111111111111116,-1.0,0.06341187375898608
0.1313131313131315,-1.0,0.06341356517519621
0.1515151515151516,-1.0,0.06332364377701333
0.1717171717171717,-1.0,0.06314303355230891
0.19191919191919204,-1.0,0.06287301483982911
0.21212121212121215,-1.0,0.0625152117213557
0.2323232323232325,-1.0,0.062071577616914744
0.2525252525252526,-1.0,0.061544379244743555
0.27272727272727293,-1.0,0.060936179110833454
0.29292929292929304,-1.0,0.06024981669427429
0.31313131313131315,-1.0,0.059488388494606456
0.3333333333333335,-1.0,0.058655227106195446
0.3535353535353536,-1.0,0.0577538794825173
0.3737373737373739,-1.0,0.056788084550392415
0.39393939393939403,-1.0,0.05576175033080325
0.41414141414141437,-1.0,0.054678930719112645
0.4343434343434345,-1.0,0.05354380207337022
0.4545454545454546,-1.0,0.05236063975501577
0.4747474747474749,-1.0,0.05113379476169798
0.49494949494949503,-1.0,0.049867670587123936
0.5151515151515154,-1.0,0.04856670043782994
0.5353535353535355,-1.0,0.04723532493147866
0.5555555555555556,-1.0,0.045877970395694447
0.5757575757575759,-1.0,0.04449902788050423
0.595959595959596,-1.0,0.043102832991099044
0.6161616161616164,-1.0,0.0416936466408279
0.6363636363636365,-1.0,0.04027563681704729
0.6565656565656568,-1.0,0.03885286144464722
0.6767676767676769,-1.0,0.037429252423756096
0.696969696969697,-1.0,0.03600860090929159
0.7171717171717173,-1.0,0.03459454389070818
0.7373737373737375,-1.0,0.033190552120524214
0.7575757575757578,-1.0,0.03179991943006563
0.7777777777777779,-1.0,0.0304257534604011
0.7979797979797982,-1.0,0.029070967825764044
0.8181818181818183,-1.0,0.027738275715954823
0.8383838383838385,-1.0,0.026430184933400113
0.8585858585858588,-1.0,0.02514899434983782
0.8787878787878789,-1.0,0.023896791757104446
0.8989898989898992,-1.0,0.022675453076355694
0.9191919191919193,-1.0,0.021486642880361017
0.9393939393939394,-1.0,0.020331816174393707
0.9595959595959598,-1.0,0.01921222137279424
0.9797979797979799,-1.0,0.018128904400609613
1.0,-1.0,0.017082713842888682
-1.0,-0.9797979797979798,0.0050643101490603325
-0.9797979797979798,-0.9797979797979798,0.0056279574555333145
-0.9595959595959596,-0.9797979797979798,0.006235028620704942
-0.9393939393939394,-0.9797979797979798,0.006887093737267896
-0.9191919191919192,-0.9797979797979798,0.007585610016610032
-0.898989898989899,-0.9797979797979798,0.008331902916595916
-0.8787878787878788,-0.9797979797979798,0.009127147040074144
-0.8585858585858586,-0.9797979797979798,0.009972346988124768
-0.8383838383838383,-0.9797979797979798,0.010868318365303765
-0.8181818181818181,-0.9797979797979798,0.011815669145503877
-0.797979797979798,-0.9797979797979798,0.012814781616214615
-0.7777777777777778,-0.9797979797979798,0.013865795125641107
-0.7575757575757576,-0.9797979797979798,0.01496858986105511
-0.7373737373737373,-0.9797979797979798,0.01612277188766747
-0.7171717171717171,-0.9797979797979798,0.017327659675026058
-0.696969696969697,-0.9797979797979798,0.01858227233230141
-0.6767676767676767,-0.9797979797979798,0.019885319764717895
-0.6565656565656566,-0.9797979797979798,0.02123519495077421
-0.6363636363636364,-0.9797979797979798,0.022629968523783614
-0.6161616161616161,-0.9797979797979798,0.02406738582173032
-0.5959595959595959,-0.9797979797979798,0.025544866546627736
-0.5757575757575757,-0.9797979797979798,0.027059507148692506
-0.5555555555555556,-0.9797979797979798,0.0286080860219941
-0.5353535353535352,-0.9797979797979798,0.03018707156715615
-0.5151515151515151,-0.9797979797979798,0.031792633143583285
-0.4949494949494949,-0.9797979797979798,0.033420654899038164
-0.4747474747474747,-0.9797979797979798,0.03506675242872092
-0.4545454545454545,-0.9797979797979798,0.036726292179874345
-0.43434343434343425,-0.9797979797979798,0.03839441348195126
-0.41414141414141414,-0.9797979797979798,0.040066053047161446
-0.3939393939393939,-0.9797979797979798,0.0417359717523897
-0.3737373737373737,-0.9797979797979798,0.04339878348167385
-0.3535353535353535,-0.9797979797979798,0.04504898577925682
-0.33333333333333326,-0.9797979797979798,0.04668099203724944
-0.31313131313131304,-0.9797979797979798,0.04828916491968291
-0.2929292929292928,-0.9797979797979798,0.049867850706646906
-0.2727272727272727,-0.9797979797979798,0.0514114142286787
-0.2525252525252525,-0.9797979797979798,0.05291427405287297
-0.23232323232323226,-0.9797979797979798,0.05437093757851436
-0.21212121212121204,-0.9797979797979798,0.05577603570145993
-0.19191919191919182,-0.9797979797979798,0.05712435671298971
-0.1717171717171716,-0.9797979797979798,0.05841087911024233
-0.1515151515151515,-0.9797979797979798,0.05963080301139877
-0.13131313131313127,-0.9797979797979798,0.060779579889097
-0.11111111111111105,-0.9797979797979798,0.06185294035969441
-0.09090909090909083,-0.9797979797979798,0.06284691979338844
-0.07070707070707061,-0.9797979797979798,0.06375788154025192
-0.050505050505050386,-0.9797979797979798,0.06458253759927393
-0.030303030303030276,-0.9797979797979798,0.06531796659083589
-0.010101010101010055,-0.9797979797979798,0.06596162892700932
0.010101010101010166,-0.9797979797979798,0.06651137910795793
0.030303030303030498,-0.9797979797979798,0.06696547510593928
0.05050505050505061,-0.9797979797979798,0.06732258483034267
0.07070707070707072,-0.9797979797979798,0.0675817896973752
0.09090909090909105,-0.9797979797979798,0.0677425853559921
0.11111111111111116,-0.9797979797979798,0.06780487964713239
0.1313131313131315,-0.9797979797979798,0.06776898789604058
0.1515151515151516,-0.9797979797979798,0.06763562565728436
0.1717171717171717,-0.9797979797979798,0.06740589904898298
0.19191919191919204,-0.9797979797979798,0.06708129282676789
0.21212121212121215,-0.9797979797979798,0.06666365635922715
0.2323232323232325,-0.9797979797979798,0.06615518767519848
0.2525252525252526,-0.9797979797979798,0.06555841575949328
0.27272727272727293,-0.9797979797979798,0.06487618127769851
0.29292929292929304,-0.9797979797979798,0.064111615912871
0.31313131313131315,-0.9797979797979798,0.06326812049748472
0.3333333333333335,-0.9797979797979798,0.06234934212315309
0.3535353535353536,-0.9797979797979798,0.061359150408680264
0.3737373737373739,-0.9797979797979798,0.060301613104091586
0.39393939393939403,-0.9797979797979798,0.05918097120464355
0.41414141414141437,-0.9797979797979798,0.05800161374455694
0.4343434343434345,-0.9797979797979798,0.056768052435467405
0.4545454545454546,-0.9797979797979798,0.05548489630942276
0.4747474747474749,-0.9797979797979798,0.054156826520721485
0.49494949494949503,-0.9797979797979798,0.05278857145500777
0.5151515151515154,-0.9797979797979798,0.05138488228781214
0.5353535353535355,-0.9797979797979798,0.04995050912814111
0.5555555555555556,-0.9797979797979798,0.04849017787574298
0.5757575757575759,-0.9797979797979798,0.04700856791329072
0.595959595959596,-0.9797979797979798,0.04551029074688362
0.6161616161616164,-0.9797979797979798,0.04399986969996162
0.6363636363636365,-0.9797979797979798,0.042481720756930505
0.6565656565656568,-0.9797979797979798,0.04096013464350626
0.6767676767676769,-0.9797979797979798,0.03943926022101357
0.696969696969697,-0.9797979797979798,0.03792308926164052
0.7171717171717173,-0.9797979797979798,0.03641544266100207
0.7373737373737375,-0.9797979797979798,0.03491995813334762
0.7575757575757578,-0.9797979797979798,0.03344007942344627
0.7777777777777779,-0.9797979797979798,0.03197904705766981
0.7979797979797982,-0.9797979797979798,0.03053989064517368
0.8181818181818183,-0.9797979797979798,0.02912542272845251
0.8383838383838385,-0.9797979797979798,0.0277382341710337
0.8585858585858588,-0.9797979797979798,0.02638069105878826
0.8787878787878789,-0.9797979797979798,0.025054933080400073
0.8989898989898992,-0.9797979797979798,0.02376287334206438
0.9191919191919193,-0.9797979797979798,0.022506199561593714
0.9393939393939394,-0.9797979797979798,0.021286376577904675
0.9595959595959598,-0.9797979797979798,0.0201046501034405
0.9797979797979799,-0.9797979797979798,0.018962051639538464
1.0,-0.9797979797979798,0.017859404468153758
-1.0,-0.9595959595959596,0.005879863471879755
-0.9797979797979798,-0.9595959595959596,0.0065027922700701445
-0.9595959595959596,-0.9595959595959596,0.007172111151358228
-0.9393939393939394,-0.9595959595959596,0.00788941677760269
-0.9191919191919192,-0.9595959595959596,0.008656181505609671
-0.898989898989899,-0.9595959595959596,0.009473733630333762
-0.8787878787878788,-0.9595959595959596,0.010343237428941509
-0.8585858585858586,-0.9595959595959596,0.01126567319937838
-0.8383838383838383,-0.9595959595959596,0.012241817500560387
-0.8181818181818181,-0.9595959595959596,0.013272223812808421
-0.797979797979798,-0.9595959595959596,0.0143572038463348
-0.7777777777777778,-0.9595959595959596,0.01549680973217676
-0.7575757575757576,-0.9595959595959596,0.01669081733367401
-0.7373737373737373,-0.9595959595959596,0.01793871091716287
-0.7171717171717171,-0.9595959595959596,0.019239669417803917
-0.696969696969697,-0.9595959595959596,0.020592554530215686
-0.6767676767676767,-0.9595959595959596,0.021995900843750266
-0.6565656565656566,-0.9595959595959596,0.023447908228768605
-0.6363636363636364,-0.9595959595959596,0.024946436663174802
-0.6161616161616161,-0.9595959595959596,0.026489003667828824
-0.5959595959595959,-0.9595959595959596,0.02807278449543453
-0.5757575757575757,-0.9595959595959596,0.029694615190313182
-0.5555555555555556,-0.9595959595959596,0.03135099860642275
-0.5353535353535352,-0.9595959595959596,0.033038113438427844
-0.5151515151515151,-0.9595959595959596,0.0347518262859983
-0.4949494949494949,-0.9595959595959596,0.036487706735302834
-0.4747474747474747,-0.9595959595959596,0.0382410454044072
-0.4545454545454545,-0.9595959595959596,0.04000687486157909
-0.43434343434343425,-0.9595959595959596,0.04177999328795537
-0.41414141414141414,-0.9595959595959596,0.043554990719290504
-0.3939393939393939,-0.9595959595959596,0.045326277666230694
-0.3737373737373737,-0.9595959595959596,0.047088115879386785
-0.3535353535353535,-0.9595959595959596,0.048834650995047225
-0.33333333333333326,-0.9595959595959596,0.05055994677026008
-0.31313131313131304,-0.9595959595959596,0.05225802059276672
-0.2929292929292928,-0.9595959595959596,0.053922879932361036
-0.2727272727272727,-0.9595959595959596,0.05554855938606474
-0.2525252525252525,-0.9595959595959596,0.05712915796035603
-0.23232323232323226,-0.9595959595959596,0.058658876229757316
-0.21212121212121204,-0.9595959595959596,0.06013205301246309
-0.19191919191919182,-0.9595959595959596,0.0615432012103395
-0.1717171717171716,-0.9595959595959596,0.06288704247240254
-0.1515151515151515,-0.9595959595959596,0.06415854035751649
-0.13131313131313127,-0.9595959595959596,0.06535293169317682
-0.11111111111111105,-0.9595959595959596,0.06646575585237574
-0.09090909090909083,-0.9595959595959596,0.06749288169914103
-0.07070707070707061,-0.9595959595959596,0.06843053198475806
-0.050505050505050386,-0.9595959595959596,0.06927530501025865
-0.030303030303030276,-0.9595959595959596,0.07002419340578592
-0.010101010101010055,-0.9595959595959596,0.07067459991320682
0.010101010101010166,-0.9595959595959596,0.07122435009415543
0.030303030303030498,-0.9595959595959596,0.0716717019208893
0.05050505050505061,-0.9595959595959596,0.07201535224132741
0.07070707070707072,-0.9595959595959596,0.07225444014188134
0.09090909090909105,-0.9595959595959596,0.0723885472617447
0.11111111111111116,-0.9595959595959596,0.0724176951398137
0.1313131313131315,-0.9595959595959596,0.0723423397001204
0.1515151515151516,-0.9595959595959596,0.0721633630034021
0.1717171717171717,-0.9595959595959596,0.07188206241114317
0.19191919191919204,-0.9595959595959596,0.0715001373241177
0.21212121212121215,-0.9595959595959596,0.07101967367023031
0.2323232323232325,-0.9595959595959596,0.07044312632644141
0.2525252525252526,-0.9595959595959596,0.0697732996669764
0.27272727272727293,-0.9595959595959596,0.06901332643508454
0.29292929292929304,-0.9595959595959596,0.06816664513858513
0.31313131313131315,-0.9595959595959596,0.06723697617056858
0.3333333333333335,-0.9595959595959596,0.06622829685616373
0.3535353535353536,-0.9595959595959596,0.06514481562447066
0.3737373737373739,-0.9595959595959596,0.0639909455018045
0.39393939393939403,-0.9595959595959596,0.06277127711848458
0.41414141414141437,-0.9595959595959596,0.06149055141668598
0.4343434343434345,-0.9595959595959596,0.06015363224147148
0.4545454545454546,-0.9595959595959596,0.05876547899112751
0.4747474747474749,-0.9595959595959596,0.057331119496407734
0.49494949494949503,-0.9595959595959596,0.05585562329127244
0.5151515151515154,-0.9595959595959596,0.05434407543022712
0.5353535353535355,-0.9595959595959596,0.05280155099941276
0.5555555555555556,-0.9595959595959596,0.05123309046017163
0.5757575757575759,-0.9595959595959596,0.04964367595491141
0.595959595959596,-0.9595959595959596,0.04803820869569045
0.6161616161616164,-0.9595959595959596,0.0464214875460601
0.6363636363636365,-0.9595959595959596,0.04479818889632168
0.6565656565656568,-0.9595959595959596,0.0431728479215007
0.6767676767676769,-0.9595959595959596,0.04154984130004592
0.696969696969697,-0.9595959595959596,0.039933371459554806
0.7171717171717173,-0.9595959595959596,0.03832745240377992
0.7373737373737375,-0.9595959595959596,0.03673589716284304
0.7575757575757578,-0.9595959595959596,0.03516230689606517
0.7777777777777779,-0.9595959595959596,0.03361006166420548
0.7979797979797982,-0.9595959595959596,0.032082312875293846
0.8181818181818183,-0.9595959595959596,0.03058197739575704
0.8383838383838385,-0.9595959595959596,0.029111733306290296
0.8585858585858588,-0.9595959595959596,0.027674017270041873
0.8787878787878789,-0.9595959595959596,0.02627102346926744
0.8989898989898992,-0.9595959595959596,0.02490470405580223
0.9191919191919193,-0.9595959595959596,0.02357677105059333
0.9393939393939394,-0.9595959595959596,0.02228869961823947
0.9595959595959598,-0.9595959595959596,0.021041732634093785
0.9797979797979799,-0.9595959595959596,0.019836886454075296
1.0,-0.9595959595959596,0.018674957790973182
-1.0,-0.9393939393939394,0.006734627594528605
-0.9797979797979798,-0.9393939393939394,0.007419688065583698
-0.9595959595959596,-0.9393939393939394,0.00815424745655329
-0.9393939393939394,-0.9393939393939394,0.00893993027587484
-0.9191919191919192,-0.9393939393939394,0.00977822475394581
-0.898989898989899,-0.9393939393939394,0.010670462159214696
-0.8787878787878788,-0.9393939393939394,0.011617795946719862
-0.8585858585858586,-0.9393939393939394,0.012621180942807389
-0.8383838383838383,-0.9393939393939394,0.013681352783486936
-0.8181818181818181,-0.9393939393939394,0.014798807835523883
-0.797979797979798,-0.9393939393939394,0.015973783838584665
-0.7777777777777778,-0.9393939393939394,0.017206241513244517
-0.7575757575757576,-0.9393939393939394,0.01849584738314486
-0.7373737373737373,-0.9393939393939394,0.01984195805980756
-0.7171717171717171,-0.9393939393939394,0.021243606235364282
-0.696969696969697,-0.9393939393939394,0.022699488621583802
-0.6767676767676767,-0.9393939393939394,0.02420795606297448
-0.6565656565656566,-0.9393939393939394,0.025767006037358063
-0.6363636363636364,-0.9393939393939394,0.027374277739176528
-0.6161616161616161,-0.9393939393939394,0.029027049918998946
-0.5959595959595959,-0.9393939393939394,0.03072224162739761
-0.5757575757575757,-0.9393939393939394,0.03245641598280363
-0.5555555555555556,-0.9393939393939394,0.034225787051433865
-0.5353535353535352,-0.9393939393939394,0.03602622989328806
-0.5151515151515151,-0.9393939393939394,0.03785329379198614
-0.4949494949494949,-0.9393939393939394,0.039702218648368495
-0.4747474747474747,-0.9393939393939394,0.04156795447886587
-0.4545454545454545,-0.9393939393939394,0.043445183920280885
-0.43434343434343425,-0.9393939393939394,0.04532834760344319
-0.41414141414141414,-0.9393939393939394,0.04721167221987495
-0.3939393939393939,-0.9393939393939394,0.049089201068805974
-0.3737373737373737,-0.9393939393939394,0.05095482683727871
-0.3535353535353535,-0.9393939393939394,0.05280232633432586
-0.33333333333333326,-0.9393939393939394,0.0546253968719092
-0.31313131313131304,-0.9393939393939394,0.056417693961021295
-0.2929292929292928,-0.9393939393939394,0.058172869971578195
-0.2727272727272727,-0.9393939393939394,0.05988461338986529
-0.2525252525252525,-0.9393939393939394,0.06154668829766326
-0.23232323232323226,-0.9393939393939394,0.06315297369297532
-0.21212121212121204,-0.9393939393939394,0.06469750227359893
-0.19191919191919182,-0.9393939393939394,0.06617449831160242
-0.1717171717171716,-0.9393939393939394,0.06757841425893743
-0.1515151515151515,-0.9393939393939394,0.06890396574167093
-0.13131313131313127,-0.9393939393939394,0.07014616462228151
-0.11111111111111105,-0.9393939393939394,0.07130034983565078
-0.09090909090909083,-0.9393939393939394,0.07236221573422527
-0.07070707070707061,-0.9393939393939394,0.07332783771068595
-0.050505050505050386,-0.9393939393939394,0.07419369490164976
-0.030303030303030276,-0.9393939393939394,0.07495668981271666
-0.010101010101010055,-0.9393939393939394,0.07561416474283672
0.010101010101010166,-0.9393939393939394,0.07616391492378533
0.030303030303030498,-0.9393939393939394,0.07660419832782006
0.05050505050505061,-0.9393939393939394,0.0769337421327185
0.07070707070707072,-0.9393939393939394,0.07715174586780923
0.09090909090909105,-0.9393939393939394,0.07725788129682894
0.11111111111111116,-0.9393939393939394,0.07725228912308878
0.1313131313131315,-0.9393939393939394,0.0771355726292251
0.1515151515151516,-0.9393939393939394,0.07690878838755655
0.1717171717171717,-0.9393939393939394,0.07657343419767806
0.19191919191919204,-0.9393939393939394,0.07613143442538059
0.21212121212121215,-0.9393939393939394,0.07558512293136613
0.2323232323232325,-0.9393939393939394,0.07493722378965943
0.2525252525252526,-0.9393939393939394,0.07419083000428364
0.27272727272727293,-0.9393939393939394,0.0733493804388851
0.29292929292929304,-0.9393939393939394,0.07241663517780228
0.31313131313131315,-0.9393939393939394,0.07139664953882315
0.3333333333333335,-0.9393939393939394,0.07029374695781285
0.3535353535353536,-0.9393939393939394,0.0691124909637493
0.3737373737373739,-0.9393939393939394,0.06785765645969644
0.39393939393939403,-0.9393939393939394,0.06653420052105985
0.41414141414141437,-0.9393939393939394,0.06514723291727037
0.4343434343434345,-0.9393939393939394,0.06370198655695933
0.4545454545454546,-0.9393939393939394,0.0622037880498293
0.4747474747474749,-0.9393939393939394,0.0606580285708664
0.49494949494949503,-0.9393939393939394,0.0590701352043381
0.5151515151515154,-0.9393939393939394,0.05744554293621497
0.5353535353535355,-0.9393939393939394,0.05578966745427303
0.5555555555555556,-0.9393939393939394,0.054107878905182746
0.5757575757575759,-0.9393939393939394,0.05240547674740183
0.595959595959596,-0.9393939393939394,0.05068766582765351
0.6161616161616164,-0.9393939393939394,0.04895953379723025
0.6363636363636365,-0.9393939393939394,0.04722602997232342
0.6565656565656568,-0.9393939393939394,0.04549194573009016
0.6767676767676769,-0.9393939393939394,0.04376189651927015
0.696969696969697,-0.9393939393939394,0.04204030555092292
0.7171717171717173,-0.9393939393939394,0.04033138922134031
0.7373737373737375,-0.9393939393939394,0.03863914430548773
0.7575757575757578,-0.9393939393939394,0.03696733694553598
0.7777777777777779,-0.9393939393939394,0.03531949344527321
0.7979797979797982,-0.9393939393939394,0.033698892867543725
0.8181818181818183,-0.9393939393939394,0.032108561418472514
0.8383838383838385,-0.9393939393939394,0.030551268589216873
0.8585858585858588,-0.9393939393939394,0.029029525013470878
0.8787878787878789,-0.9393939393939394,0.027545581987045768
0.8989898989898992,-0.9393939393939394,0.026101432584683157
0.9191919191919193,-0.9393939393939394,0.024698814298929492
0.9393939393939394,-0.9393939393939394,0.023339213116511617
0.9595959595959598,-0.9393939393939394,0.022023868939288864
0.9797979797979799,-0.9393939393939394,0.02075378224958887
1.0,-0.9393939393939394,0.019529721913622032
-1.0,-0.9191919191919192,0.00762880094832248
-0.9797979797979798,-0.9191919191919192,0.008378857697099288
-0.9595959595959596,-0.9191919191919192,0.009181665536733725
-0.9393939393939394,-0.9191919191919192,0.010038878106119265
-0.9191919191919192,-0.9191919191919192,0.010952000241102825
-0.898989898989899,-0.9191919191919192,0.011922366320720856
-0.8787878787878788,-0.9191919191919192,0.012951118478925137
-0.8585858585858586,-0.9191919191919192,0.014039184896084413
-0.8383838383838383,-0.9191919191919192,0.01518725839853562
-0.8181818181818181,-0.9191919191919192,0.01639577560624584
-0.797979797979798,-0.9191919191919192,0.017664896877894985
-0.7777777777777778,-0.9191919191919192,0.01899448730908158
-0.7575757575757576,-0.9191919191919192,0.020384099042599566
-0.7373737373737373,-0.9191919191919192,0.021832955149581702
-0.7171717171717171,-0.9191919191919192,0.023339935336539136
-0.696969696969697,-0.9191919191919192,0.024903563725792652
-0.6767676767676767,-0.9191919191919192,0.026521998945379804
-0.6565656565656566,-0.9191919191919192,0.028193026749196437
-0.6363636363636364,-0.9191919191919192,0.02991405536891549
-0.6161616161616161,-0.9191919191919192,0.031682113776218296
-0.5959595959595959,-0.9191919191919192,0.03349385300724696
-0.5757575757575757,-0.9191919191919192,0.035345550671188504
-0.5555555555555556,-0.9191919191919192,0.03723311873184818
-0.5353535353535352,-0.9191919191919192,0.039152114615366704
-0.5151515151515151,-0.9191919191919192,0.04109775565933471
-0.4949494949494949,-0.9191919191919192,0.04306493687899444
-0.4747474747474747,-0.9191919191919192,0.04504825198557118
-0.4545454545454545,-0.9191919191919192,0.047042017550676773
-0.43434343434343425,-0.9191919191919192,0.049040300169838125
-0.41414141414141414,-0.9191919191919192,0.051036946438218295
-0.3939393939393939,-0.9191919191919192,0.05302561551320646
-0.3737373737373737,-0.9191919191919192,0.05499981400245732
-0.3535353535353535,-0.9191919191919192,0.05695293288282449
-0.33333333333333326,-0.9191919191919192,0.05887828612609072
-0.31313131313131304,-0.9191919191919192,0.06076915068203205
-0.2929292929292928,-0.9191919191919192,0.06261880744866916
-0.2727272727272727,-0.9191919191919192,0.0644205828439816
-0.2525252525252525,-0.9191919191919192,0.06616789058321929
-0.23232323232323226,-0.9191919191919192,0.0678542732614564
-0.21212121212121204,-0.9191919191919192,0.06947344334229377
-0.19191919191919182,-0.9191919191919192,0.07101932316061318
-0.1717171717171716,-0.9191919191919192,0.07248608355986705
-0.1515151515151515,-0.9191919191919192,0.07386818080228726
-0.13131313131313127,-0.9191919191919192,0.07516039141323622
-0.11111111111111105,-0.9191919191919192,0.07635784464820816
-0.09090909090909083,-0.9191919191919192,0.0774560523021442
-0.07070707070707061,-0.9191919191919192,0.07845093561509556
-0.050505050505050386,-0.9191919191919192,0.07933884906514262
-0.030303030303030276,-0.9191919191919192,0.0801166008781152
-0.010101010101010055,-0.9191919191919192,0.08078147012330235
0.010101010101010166,-0.9191919191919192,0.08133122030425097
0.030303030303030498,-0.9191919191919192,0.0817641093932186
0.05050505050505061,-0.9191919191919192,0.08207889629621137
0.07070707070707072,-0.9191919191919192,0.08227484377221884
0.09090909090909105,-0.9191919191919192,0.08235171786474786
0.11111111111111116,-0.9191919191919192,0.08230978393564616
0.1313131313131315,-0.9191919191919192,0.08214979942017979
0.1515151515151516,-0.9191919191919192,0.08187300344817285
0.1717171717171717,-0.9191919191919192,0.08148110349860771
0.19191919191919204,-0.9191919191919192,0.08097625927439137
0.21212121212121215,-0.9191919191919192,0.08036106400006097
0.2323232323232325,-0.9191919191919192,0.07963852335814052
0.2525252525252526,-0.9191919191919192,0.07881203228983968
0.27272727272727293,-0.9191919191919192,0.07788534989300139
0.29292929292929304,-0.9191919191919192,0.07686257265489324
0.31313131313131315,-0.9191919191919192,0.0757481062598339
0.3333333333333335,-0.9191919191919192,0.07454663621199432
0.3535353535353536,-0.9191919191919192,0.07326309751224794
0.3737373737373739,-0.9191919191919192,0.07190264362487506
0.39393939393939403,-0.9191919191919192,0.0704706149654603
0.41414141414141437,-0.9191919191919192,0.06897250713561379
0.4343434343434345,-0.9191919191919192,0.06741393912335424
0.4545454545454546,-0.9191919191919192,0.06580062168022519
0.4747474747474749,-0.9191919191919192,0.06413832607757175
0.49494949494949503,-0.9191919191919192,0.06243285343496404
0.5151515151515154,-0.9191919191919192,0.06069000480356357
0.5353535353535355,-0.9191919191919192,0.05891555217635168
0.5555555555555556,-0.9191919191919192,0.057115210585597063
0.5757575757575759,-0.9191919191919192,0.055294611435786734
0.595959595959596,-0.9191919191919192,0.053459277207502875
0.6161616161616164,-0.9191919191919192,0.0516145976544496
0.6363636363636365,-0.9191919191919192,0.04976580760206238
0.6565656565656568,-0.9191919191919192,0.047917966441928486
0.6767676767676769,-0.9191919191919192,0.04607593940167544
0.696969696969697,-0.9191919191919192,0.04424438065513177
0.7171717171717173,-0.9191919191919192,0.04242771832251518
0.7373737373737375,-0.9191919191919192,0.04063014139526186
0.7575757575757578,-0.9191919191919192,0.03885558860499072
0.7777777777777779,-0.9191919191919192,0.03710773924111028
0.7979797979797982,-0.9191919191919192,0.035390005906854066
0.8181818181818183,-0.9191919191919192,0.03370552918919447
0.8383838383838385,-0.9191919191919192,0.03205717420426556
0.8585858585858588,-0.9191919191919192,0.030447528966747923
0.8787878787878789,-0.9191919191919192,0.02887890451925105
0.8989898989898992,-0.9191919191919192,0.02735333674618934
0.9191919191919193,-0.9191919191919192,0.025872589786086506
0.9393939393939394,-0.9191919191919192,0.024438160946756042
0.9595959595959598,-0.9191919191919192,0.023051287019469277
0.9797979797979799,-0.9191919191919192,0.021712951881104458
1.0,-0.9191919191919192,0.020423895267415906
-1.0,-0.898989898989899,0.008562420704074739
-0.9797979797979798,-0.898989898989899,0.009380341037327568
-0.9595959595959596,-0.898989898989899,0.010254408101700214
-0.9393939393939394,-0.898989898989899,0.011186305951630547
-0.9191919191919192,-0.898989898989899,0.012177556760963253
-0.898989898989899,-0.898989898989899,0.013229498156546154
-0.8787878787878788,-0.898989898989899,0.014343260451815387
-0.8585858585858586,-0.898989898989899,0.01551974400567679
-0.8383838383838383,-0.898989898989899,0.01675959694624841
-0.8181818181818181,-0.898989898989899,0.018063193510972825
-0.797979797979798,-0.898989898989899,0.01943061326388603
