,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
209,pi-,2.05,0.0257,0.27,0.358,0.49,-0.002087584322398559,0.0054,x
210,pi-,2.72,0.0398,0.23,0.365,0.48,-0.005335863731658204,0.0057,x
211,pi-,4.22,0.0627,0.23,0.359,0.48,-0.00355215640480234,0.0068,x
212,pi-,6.66,0.1007,0.22,0.353,0.48,0.003338137735693504,0.0083,x
213,pi-,10.54,0.1619,0.22,0.349,0.48,-0.009198230124915675,0.0109,x
214,pi-,20.85,0.2873,0.24,0.345,0.51,0.03826367752420678,0.0147,x
215,pi-,2.454,0.106,0.462,0.337,0.11,0.014937581570543503,0.009709789,phT
216,pi-,2.445,0.102,0.493,0.346,0.211,-0.00538096605111024,0.009708244,phT
217,pi-,2.393,0.096,0.525,0.35,0.29,0.009637857675335208,0.009176056,phT
218,pi-,2.314,0.089,0.556,0.348,0.369,0.0072571879812012964,0.008998889,phT
219,pi-,2.269,0.083,0.586,0.349,0.488,0.01609647786793537,0.006760178,phT
220,pi-,2.265,0.079,0.619,0.371,0.67,0.009081226809175582,0.008683317,phT
221,pi-,2.224,0.072,0.658,0.433,0.951,0.026478580807504176,0.014616429,phT
222,pi-,2.48,0.107,0.462,0.337,0.11,0.004949559417166198,0.008570298,phT
223,pi-,2.47,0.103,0.492,0.345,0.211,0.0189767263036956,0.009304837,phT
224,pi-,2.43,0.098,0.52,0.35,0.28,0.022621294948002413,0.010742439,phT
225,pi-,2.36,0.092,0.546,0.349,0.345,-0.013143008801594446,0.009613532,phT
226,pi-,2.36,0.092,0.546,0.349,0.345,0.01450382158863179,0.009613532,phT
227,pi-,2.3,0.086,0.576,0.347,0.446,0.0008201958099653293,0.006935416,phT
228,pi-,2.28,0.081,0.606,0.359,0.594,-0.001138004073838233,0.009228218,phT
229,pi-,2.26,0.076,0.643,0.409,0.846,0.00643296828086872,0.0109252,phT
230,pi-,3.05,0.041,0.29,0.35,0.1545,-0.007429983480205729,0.0112,phT
231,pi-,3.0,0.04,0.3,0.35,0.252,-0.022112233688589524,0.0092,phT
232,pi-,3.01,0.039,0.31,0.35,0.3497,-0.013380902286323158,0.0089,phT
233,pi-,3.08,0.039,0.32,0.35,0.4483,-0.009942070537816696,0.0095,phT
234,pi-,3.15,0.038,0.33,0.35,0.5475,0.004674948230033326,0.0109,phT
235,pi-,3.23,0.038,0.34,0.36,0.668,-0.0051070148424763595,0.0109,phT
236,pi-,3.29,0.037,0.35,0.38,0.8168,0.014643555445520082,0.0149,phT
237,pi-,3.42,0.036,0.38,0.4,1.042,-0.026246488634365177,0.0159,phT
238,pi-,3.83,0.035,0.43,0.42,1.554,-0.0032997229524466265,0.0349,phT
239,pi-,3.38,0.0487,0.28,0.346,0.15,-0.018667227779696743,0.0075,phT
240,pi-,3.32,0.0477,0.29,0.344,0.25,-0.0011226866698131367,0.0062,phT
241,pi-,3.29,0.0464,0.29,0.342,0.35,-0.016689360141727935,0.0058,phT
242,pi-,3.36,0.0464,0.3,0.34,0.45,0.0030837555986411662,0.0062,phT
243,pi-,3.46,0.0464,0.31,0.342,0.55,-0.015768123632363816,0.0069,phT
244,pi-,3.53,0.0461,0.32,0.351,0.67,0.010123769336254033,0.0069,phT
245,pi-,3.65,0.0458,0.33,0.366,0.82,-0.026883667761161648,0.0092,phT
246,pi-,3.83,0.0452,0.34,0.386,1.04,-0.006603706065564773,0.0096,phT
247,pi-,4.34,0.0442,0.4,0.4,1.56,-0.0041381794583072624,0.0197,phT
248,k+,2.429,0.083,0.606,0.236,0.354,0.013914892090302148,0.017661823,z
249,k+,2.474,0.092,0.568,0.305,0.385,0.02684555200650229,0.017803651,z
250,k+,2.528,0.097,0.545,0.374,0.415,0.07201205228114645,0.018788294,z
251,k+,2.521,0.099,0.531,0.448,0.443,0.09034382509634938,0.020465825,z
252,k+,2.511,0.102,0.515,0.524,0.47,0.13753135807786732,0.024382371,z
253,k+,2.552,0.103,0.515,0.593,0.497,0.07995971797179821,0.028487541,z
254,k+,2.562,0.106,0.495,0.663,0.512,0.13952144675168093,0.032743854,z
255,k+,2.46,0.085,0.603,0.228,0.351,0.034340420928181965,0.017110523,z
256,k+,2.49,0.092,0.569,0.287,0.378,0.032469492462337025,0.017637744,z
257,k+,2.53,0.097,0.548,0.347,0.403,0.0641344450066887,0.020341583,z
258,k+,2.56,0.101,0.532,0.412,0.425,0.12827407467204116,0.020392401,z
259,k+,2.55,0.102,0.522,0.482,0.458,0.11501767460330033,0.02009602,z
260,k+,2.55,0.102,0.522,0.482,0.458,0.13178092659447393,0.02009602,z
261,k+,2.54,0.104,0.515,0.556,0.484,0.11385960155627996,0.021414948,z
262,k+,2.61,0.108,0.5,0.645,0.506,0.10236572591389348,0.023525518,z
263,k+,2.63,0.112,0.474,0.727,0.506,0.09053213028511582,0.035631587,z
264,k+,2.62,0.116,0.448,0.796,0.501,0.1594930122306064,0.03672397,z
265,k+,2.47,0.119,0.411,0.903,0.469,0.18560233940399135,0.041538055,z
266,k+,3.97,0.028,0.5,0.2249,0.52,0.022013416000545863,0.0203,z
267,k+,4.0,0.032,0.46,0.2747,0.52,-0.017717025253331062,0.021,z
268,k+,3.92,0.035,0.42,0.3245,0.54,-0.03922881774808535,0.022,z
269,k+,3.87,0.038,0.38,0.3742,0.55,0.0806428292689383,0.0241,z
270,k+,3.74,0.042,0.33,0.4463,0.56,0.005439315034496987,0.0196,z
271,k+,3.44,0.046,0.27,0.5659,0.58,-0.0027748653921966532,0.0216,z
272,k+,3.25,0.051,0.23,0.7142,0.62,-0.038627463301513926,0.032,z
273,k+,2.93,0.052,0.2,0.8732,0.61,0.12381598300544511,0.05,z
274,k+,4.51,0.0324,0.5,0.225,0.55,-0.016323702896471434,0.0155,z
275,k+,4.49,0.0372,0.45,0.275,0.56,0.0017428924284920502,0.0156,z
276,k+,4.46,0.0417,0.4,0.324,0.57,0.03598841259625444,0.0164,z
277,k+,4.36,0.0454,0.36,0.374,0.57,0.0042320319544652965,0.0175,z
278,k+,4.18,0.0499,0.31,0.447,0.58,0.049276178827394726,0.0139,z
279,k+,3.89,0.0558,0.26,0.567,0.6,0.02623824546869115,0.0143,z
280,k+,3.77,0.0616,0.22,0.715,0.64,0.041918004845923285,0.0209,z
281,k+,3.55,0.063,0.2,0.874,0.63,0.1106835278438294,0.0317,z
282,k+,1.285,0.036,0.709,0.364,0.53,0.08213951863171565,0.028715501,x
283,k+,1.646,0.056,0.574,0.386,0.439,0.08699464843314522,0.024443609,x
284,k+,2.061,0.076,0.524,0.398,0.399,0.06406305509416152,0.025741018,x
285,k+,2.523,0.099,0.495,0.406,0.375,0.10413919697672176,0.023620542,x
286,k+,3.3,0.134,0.477,0.412,0.363,0.07343388788687932,0.022129844,x
287,k+,4.461,0.186,0.464,0.413,0.355,0.13040240198164385,0.025210315,x
288,k+,6.374,0.274,0.45,0.416,0.355,0.09096157322738864,0.029977492,x
289,k+,1.29,0.036,0.704,0.363,0.527,-0.0002564892436653851,0.02832137,x
290,k+,1.65,0.056,0.571,0.384,0.436,-0.0014400278360127,0.024942534,x
291,k+,2.01,0.074,0.524,0.392,0.398,0.04918997374799105,0.02804015,x
292,k+,2.39,0.093,0.498,0.401,0.378,0.08977280623048142,0.022138202,x
293,k+,2.39,0.093,0.498,0.401,0.378,0.024309188235981362,0.022138202,x
294,k+,2.93,0.118,0.479,0.404,0.366,0.07916329861600557,0.021600231,x
295,k+,3.79,0.157,0.468,0.408,0.358,0.08493703900229398,0.019670282,x
296,k+,5.86,0.252,0.451,0.41,0.357,0.07441806594061515,0.021060864,x
297,k+,1.24,0.006452,0.65,0.3,0.57,-0.09544111503822532,0.03,x
298,k+,1.49,0.01054,0.48,0.35,0.56,-0.03429038195233082,0.0199,x
299,k+,1.82,0.01628,0.38,0.39,0.56,0.021113447405322703,0.0184,x
300,k+,2.39,0.02533,0.32,0.44,0.55,0.033918996874819224,0.0186,x
301,k+,3.61,0.0398,0.3,0.46,0.54,0.02232788113083705,0.0221,x
302,k+,5.74,0.06279,0.3,0.45,0.54,0.0018511026498398177,0.0258,x
303,k+,9.1,0.1008,0.3,0.45,0.53,-0.005666845953347526,0.0325,x
304,k+,14.5,0.1608,0.3,0.45,0.54,-0.011655279218486643,0.0465,x
305,k+,28.7,0.2847,0.33,0.44,0.56,-0.011441733110123045,0.0762,x
306,k+,1.23,0.0065,0.64,0.299,0.64,-0.0637948081723875,0.0271,x
307,k+,1.47,0.0106,0.47,0.35,0.6,-0.00944553398770219,0.0161,x
308,k+,1.83,0.0163,0.38,0.391,0.58,0.044820305082720654,0.0141,x
309,k+,2.45,0.0255,0.33,0.433,0.57,-0.000571477332668038,0.0133,x
310,k+,3.56,0.0399,0.3,0.458,0.57,0.04446928375560644,0.0151,x
311,k+,5.48,0.0629,0.29,0.463,0.57,0.07404245396849389,0.0172,x
312,k+,8.54,0.1009,0.29,0.468,0.57,0.08479445880646355,0.0203,x
313,k+,13.6,0.1623,0.28,0.473,0.57,0.05905256898142226,0.0261,x
314,k+,26.24,0.2959,0.29,0.468,0.61,0.054945705226142054,0.0319,x
315,k+,2.655,0.111,0.47,0.367,0.111,-0.06519212147860409,0.037161808,phT
316,k+,2.619,0.107,0.496,0.376,0.211,0.06814616634265913,0.033420054,phT
317,k+,2.597,0.103,0.525,0.38,0.29,0.02169567337402816,0.030143988,phT
318,k+,2.52,0.096,0.55,0.387,0.369,0.0757234293112248,0.027170756,phT
319,k+,2.44,0.089,0.576,0.393,0.489,0.107308833436216,0.018999474,phT
320,k+,2.339,0.081,0.611,0.418,0.673,0.08730954915919624,0.018133395,phT
