,m1,Nu,au,bu,Nub,aub,bub,Nd,ad,bd,Ndb,adb,bdb,Ns,aS,bS,Nsb,asb,bsb
10,10.888956151431467,0.8859039919720499,2.510948576848373,23.200084193655254,-0.11565230032813653,0.1856028638600937,58.359659922248674,-2.613788476584906,2.488300218309393,23.749592473711417,-0.40339311232564146,1.7000203468448616,1.7000203468448616,-24.1377982981568,6.452531247059512,4.158101713365056,24.527480872140643,10.223685723040425,21.020639562531745
11,9.42921276745435,0.9200847006342173,2.5102201210135235,20.560066637106353,-0.10423385178260747,0.2594634590441685,16.56981536627198,-2.660776900902039,2.079504266469727,19.924929861094874,-0.19855593282119155,1.8674927452966004,1.8674927452966004,-0.8403460042131208,5.752096532238478,1.6361546852907638,15.861241418446394,8.73497080858104,7.8783361684507
12,10.119671384732404,0.869569803948834,2.435575061676592,22.925348755354204,-0.037539807317825205,0.5111348002170687,17.39343178551298,-2.377474927192952,2.707303369226813,19.53848327722769,-1.052988357631415,1.0146852196644676,1.0146852196644676,-16.135072738890493,8.872520241792795,0.38310481364260074,14.513840707072898,10.500140817833586,38.65851798227732
13,8.230969087109013,0.9484955052479548,2.439450824817144,19.741057836211038,-0.09108393368370798,0.08586744335779162,3.232354328390489,-2.0355302775758854,1.744159307881993,14.968105580482124,-0.3484414796635676,1.747196620434118,1.747196620434118,-52.334148768157526,7.449291332126088,1.9549368367866125,20.165085069808228,9.378840764994285,26.744194204825405
14,7.992685932016429,0.9495793902072053,2.4411019838720756,16.125529032803843,-0.045064876657448044,0.7808406766322793,36.23164508024746,-2.4282930001941416,1.8599910883961126,12.001861784114524,-0.8033389510909992,1.3595896848816584,1.3595896848816584,-19.89815441620065,4.476036554082207,0.46723357331494864,24.88079531269807,10.39970804269182,38.492950786092486
15,6.748222884123088,0.9101835244199916,2.574859499608921,17.241153245682852,-0.18332958737977853,0.6808084975626216,39.755532487223554,-1.6306970366701674,2.9877822717491784,23.263420319789244,-0.44336184790667993,2.055616375158082,2.055616375158082,-25.76734386020795,6.514878389640954,4.586072408392871,16.913494723602625,9.149125119513137,3.570613109571209
16,6.97509663267873,0.9107387154931754,2.605463397260842,19.18368373872567,-0.21460887211055343,0.761772412692243,30.407450002227414,-2.543519354696023,2.8394104453895723,16.352877787897473,-0.41826996215705614,1.5690684674180793,1.5690684674180793,3.3405855047039203,10.942362980873849,6.978305419809477,22.96754027633772,9.034486673625912,3.988640054867176
17,7.795130015334226,0.805588526692303,2.473666914961552,20.90102240219195,-0.21149471865914338,1.3187906130706493,12.703487406121972,-2.052409401434862,2.5956267720009816,19.324381828711378,-0.3523543687959044,1.7923705157626133,1.7923705157626133,-12.087709664524155,5.231012288824428,0.7706037444559704,26.9229387251827,6.382531852271852,21.06696791395458
18,9.146814303815368,0.851563133210911,2.617930383368504,21.551386943587755,-0.1432814973970655,0.3962512579987932,3.25580388315138,-1.886500842990488,3.0567346985259425,18.878325173374183,-1.4432202729141914,0.30486102910856605,0.30486102910856605,5.502623744901651,2.9645006128388807,2.542297370883993,26.825104981021873,10.321266219605082,34.37009200216097
19,7.102822070183215,0.8985098613272516,2.5021297322798963,18.585517585293513,-0.22653409667420654,0.8192037958134618,38.07722725917522,-2.592101001593551,2.392684675715244,17.130614740958165,-0.6611328629846268,0.9707097397598774,0.9707097397598774,-29.666331281387926,12.615663003126674,6.259519087539612,23.28703682596928,6.91839574748749,6.333535401995462
20,9.350007517097392,0.955564820189637,2.426835212169361,16.14813184477243,-0.1364411309230176,0.05659447279802393,43.86257623091669,-2.661825266847754,3.0409025109389605,23.41225769179738,-0.6139721882088145,1.9081762496824568,1.9081762496824568,1.8808142365082432,3.2915446092945753,4.330837977160316,13.693156509332345,10.441627297050761,24.271732336645254
21,6.6938882436985905,0.880990049304501,2.4994132155503745,20.069878210286873,-0.12201376066227979,0.8411807541309484,10.485767102849941,-2.7792346182635614,2.7917593281102593,20.98058115055653,-0.5807179141730328,2.326288177692771,2.326288177692771,21.33690317112371,5.61879747035193,2.4940659777625944,19.983720601618977,9.606445037323066,7.641094806126874
22,11.021807194946332,0.9758486622405038,2.5637695523337505,21.422446396322027,-0.13663575087184482,0.2965584567732696,12.46868820611434,-2.4828214513382583,2.641662753134363,15.954609858248059,-1.2944198024042608,1.261727161759116,1.261727161759116,-92.30016324002693,8.331623832573587,0.9654437305292158,14.911080597192166,8.624873464651158,16.49105923916539
23,10.375728321468104,0.9784411882570989,2.5267739660054387,20.20671594637457,-0.14051668595327046,0.5793306648014604,31.46923675882713,-2.250656970351854,2.016603417286277,15.452016650107533,-0.3120671156913816,1.6559627359703892,1.6559627359703892,-43.54590853835253,4.71888441952528,2.276376617627654,15.936257254344557,9.384224876987975,45.51589345035889
24,10.557330355181143,0.9806586272905509,2.4700957956708387,18.531323421474752,-0.04636405408901523,0.22884688787394353,9.2490013430166,-2.2079844151858135,2.6284167548852513,17.272515036795717,0.17095422956977835,2.290201953369091,2.290201953369091,-26.552129328907537,6.142337024979634,3.7520279084274346,15.316807606265954,8.069599318216305,30.405143032057172
25,9.884071485056886,0.858042969594544,2.469613765837537,21.196142768523327,-0.15870785326860645,0.8298783722197194,8.812739388921031,-1.8431120153876555,2.850969838669977,19.37847032866335,-1.1458829861146171,1.991335055358784,1.991335055358784,-102.15284414650799,7.5370546448182445,0.4253501996357085,28.291843638266556,10.786202812954269,15.934625065675672
26,7.346494160514289,0.7829529843567231,2.51815387354728,17.660141810398834,-0.0735211905588834,0.345746593794236,14.08527129498243,-2.3709771927905683,2.808725080813216,12.305879940088923,-0.8504988709778372,1.560844251130672,1.560844251130672,7.797307052868039,5.192201239565368,2.372216911692272,21.527712679728914,9.573532946426917,13.926724023875773
27,6.9085362365275955,0.809711242670831,2.3761283646362874,20.37995156183983,-0.07366634002524577,0.2878542366710719,17.186729803566514,-2.750381550202241,2.9615463617396376,18.50972076986779,-1.333862000422874,0.7580177769248713,0.7580177769248713,-1.1312409956694545,6.94940038756683,4.671318092858439,28.56230023226525,8.554811026936722,18.030024171537956
28,10.139924672331885,0.9626911668477233,2.4748352896262067,21.148529189727412,-0.22241562893444883,0.4667136299368377,39.38575792376257,-2.6092396856285367,2.0919684839966552,20.53503328477055,-0.12839826575817537,2.1283241918023874,2.1283241918023874,-1.652877743654134,5.135332198672621,5.695163551277328,6.953199619775409,9.631185133327287,1.7035482116912668
29,8.375778560207188,0.907248095542526,2.3533784899544594,17.08144802555531,-0.24530732552173207,1.2911015344871726,9.149080410966775,-2.6234895226769126,3.001938405360718,18.54247188278516,-0.9774502980716397,1.501761144455076,1.501761144455076,-44.00602880339821,7.6497929287778685,1.1158921222804956,26.206948629137138,11.004680250805759,7.072929444117765
30,8.802036443282445,0.8431640994966305,2.4652490641820455,19.427588531275344,-0.17479466019279133,0.036945890679762006,25.75656268222914,-1.7653401596918399,2.6923334288822565,18.09804799492098,-1.0175047278613019,0.7657177647340752,0.7657177647340752,-5.140362658087268,9.510871185582893,5.59487308117164,13.283153336784963,9.67692678334001,9.054282845008846
