,m1,Nu,au,bu,Nub,aub,bub,Nd,ad,bd,Ndb,adb,bdb,Ns,aS,bS,Nsb,asb,bsb
0,9.388232838599222,0.9540363295806783,2.565642252384444,21.19869198359959,-0.18946618396127946,0.4475325087175088,21.902337536558,-2.737829192618504,2.881678986867368,18.125631590808943,-0.8941325095069768,0.9533429486180154,0.9533429486180154,-4.343098184581448,3.8536412830657496,4.2959188961548165,17.339075874215272,10.713010558618187,27.043743186833098
1,8.12679311547867,0.9126889116162452,2.5845587267047927,17.081118989313126,-0.08527235112632009,0.08584566712763936,7.812877699070457,-2.3872702749670234,3.15054889388693,19.269812935057534,-1.0087623046236858,0.6032506730948509,0.6032506730948509,-0.13403018754624796,5.325753908893184,1.2997455268561264,10.94478897437847,8.71954265718262,16.672323205450184
2,8.357229100106142,0.9079684394142739,2.583056990931989,18.444045579720843,-0.19100409406719898,0.005685299725934567,4.395893338542747,-2.411766637775761,2.708753272356358,16.95911200348936,-1.2818165149435758,1.1076620092589082,1.1076620092589082,-70.18715877860336,6.278807668684971,2.471584135290622,23.18770791554569,8.064464057054925,24.83132785591161
3,8.988859954339597,0.893551986749501,2.4995331413935684,16.51348591897635,-0.09434945817197724,0.646833507564116,6.06525191931472,-2.6004355371273675,3.4088562585549256,13.933505379056356,-1.134598351155743,1.3969264258950418,1.3969264258950418,-55.282034879184856,6.136883224775634,1.1579823088442291,22.991960227079346,7.4935285697896274,18.291792768105392
4,7.226471674506035,0.863473697923729,2.45805905438022,19.670090088439853,-0.21602744312596536,0.16730517550785565,41.524917622769564,-2.3818457404806974,2.6284751113085933,16.872904736041257,-0.9469432954639707,1.662888542798778,1.662888542798778,-48.79083238279097,5.578946473852901,1.8683303952855899,24.628972485462157,11.036520884762057,20.507941380415936
5,10.055340563450788,0.9597941876163778,2.5866771508117457,18.753401398655658,-0.174698763804727,0.8007120427550753,5.872011993895818,-2.5911884926042283,3.509858203423191,21.10330673335039,-0.7296184441381645,2.1642901269418378,2.1642901269418378,-25.792272487629855,3.9053480761226638,0.49509115126500114,19.75425630037746,9.11020946052733,31.530318341140905
6,7.854918171410265,0.9621510122189851,2.563596135775421,20.700801222447083,-0.07926919197349439,0.7105818105360887,7.74576710700333,-2.4419125356411766,2.382129189532091,18.709460621406535,-0.9219945395525658,1.5937096884671695,1.5937096884671695,-32.680318194727676,7.070820277925794,4.7364042208433865,22.091266911755138,10.97370394689854,26.996150796368916
7,9.74069384839978,0.9688909207971511,2.6263966358848396,19.48722255929526,-0.1061165490452211,0.814344471095903,26.650238512820362,-2.6377187825086432,2.867371321958717,22.374705729443864,-1.3048575580601844,1.2575124680030214,1.2575124680030214,-38.0719170195846,5.519454733246108,0.527972186377103,22.505786820226227,10.404591173031658,7.553917797516679
8,8.953517081125785,0.9250360275908918,2.403466917614522,19.032857596283215,-0.1927099349248796,0.20930919359635275,2.654252583942867,-2.297483321123073,2.946436413485476,23.675738187057718,-0.4667999786185075,1.7393781435409086,1.7393781435409086,-1.2247300527278355,4.080594327526618,0.9960758650005326,15.93423741185618,10.64088900356138,14.863090897034049
9,8.280782357991773,0.938700012519929,2.2084669533170986,19.494405990226237,-0.12082814681860594,0.3728648535844432,6.765944910132863,-2.1306035846115727,2.2712482049909046,15.167366078030955,-1.213775658210087,0.9787110575890762,0.9787110575890762,-71.8211404681395,6.388981488573259,2.7157147774227517,22.725033711012806,11.15107307148481,22.31198146729813
