,hadron,Q2,x,z,phT,Siv,tot_err,1D_dependence
0,pi+,5.738888888888889,0.0065,0.349,0.5,-0.022495095,0.014806553,x
1,pi+,5.738888888888889,0.0093444444444444,0.349,0.5,-0.019037355,0.0117219165,x
2,pi+,5.738888888888889,0.0121888888888888,0.349,0.5,-0.015863772,0.009590729,x
3,pi+,5.738888888888889,0.0150333333333333,0.349,0.5,-0.012992433,0.008250015,x
4,pi+,5.738888888888889,0.0178777777777777,0.349,0.5,-0.010526562,0.007638323,x
5,pi+,5.738888888888889,0.0207222222222222,0.349,0.5,-0.008445332,0.0077453367,x
6,pi+,5.738888888888889,0.0235666666666666,0.349,0.5,-0.006652039,0.008319798,x
7,pi+,5.738888888888889,0.0264111111111111,0.349,0.5,-0.005694439,0.008481171,x
8,pi+,5.738888888888889,0.0292555555555555,0.349,0.5,-0.0054405285,0.007763493,x
9,pi+,5.738888888888889,0.0321,0.349,0.5,-0.0053702043,0.006593374,x
10,pi+,5.738888888888889,0.0349444444444444,0.349,0.5,-0.005880208,0.0054673497,x
11,pi+,5.738888888888889,0.0377888888888888,0.349,0.5,-0.0061132642,0.004378259,x
12,pi+,5.738888888888889,0.0406333333333333,0.349,0.5,-0.0060869395,0.003951017,x
13,pi+,5.738888888888889,0.0434777777777777,0.349,0.5,-0.0054723886,0.0045021013,x
14,pi+,5.738888888888889,0.0463222222222222,0.349,0.5,-0.0044126185,0.005627305,x
15,pi+,5.738888888888889,0.0491666666666666,0.349,0.5,-0.0035732612,0.006969036,x
16,pi+,5.738888888888889,0.0520111111111111,0.349,0.5,-0.002916369,0.008336749,x
17,pi+,5.738888888888889,0.0548555555555555,0.349,0.5,-0.0026900268,0.008742756,x
18,pi+,5.738888888888889,0.0577,0.349,0.5,-0.0026393803,0.00924149,x
19,pi+,5.738888888888889,0.0605444444444444,0.349,0.5,-0.0027119992,0.009889821,x
20,pi+,5.738888888888889,0.0633888888888889,0.349,0.5,-0.0029492679,0.010577535,x
21,pi+,5.738888888888889,0.0662333333333333,0.349,0.5,-0.0035877104,0.010919362,x
22,pi+,5.738888888888889,0.0690777777777778,0.349,0.5,-0.0044340584,0.011168102,x
23,pi+,5.738888888888889,0.0719222222222222,0.349,0.5,-0.005399236,0.011412772,x
24,pi+,5.738888888888889,0.0747666666666666,0.349,0.5,-0.006455003,0.0116538005,x
25,pi+,5.738888888888889,0.0776111111111111,0.349,0.5,-0.0075928327,0.01191121,x
26,pi+,5.738888888888889,0.0804555555555555,0.349,0.5,-0.008788281,0.012190452,x
27,pi+,5.738888888888889,0.0833,0.349,0.5,-0.010033413,0.012526983,x
28,pi+,5.738888888888889,0.0861444444444444,0.349,0.5,-0.011290536,0.012899256,x
29,pi+,5.738888888888889,0.0889888888888889,0.349,0.5,-0.012554469,0.013321258,x
30,pi+,5.738888888888889,0.0918333333333333,0.349,0.5,-0.013804865,0.013820583,x
31,pi+,5.738888888888889,0.0946777777777777,0.349,0.5,-0.015026345,0.01439869,x
32,pi+,5.738888888888889,0.0975222222222222,0.349,0.5,-0.016188007,0.015012424,x
33,pi+,5.738888888888889,0.1003666666666666,0.349,0.5,-0.017265156,0.0155886775,x
34,pi+,5.738888888888889,0.1032111111111111,0.349,0.5,-0.017844182,0.015805874,x
35,pi+,5.738888888888889,0.1060555555555555,0.349,0.5,-0.018096332,0.015811326,x
36,pi+,5.738888888888889,0.1089,0.349,0.5,-0.018244488,0.01577754,x
37,pi+,5.738888888888889,0.1117444444444444,0.349,0.5,-0.018314408,0.015751015,x
38,pi+,5.738888888888889,0.1145888888888889,0.349,0.5,-0.01833796,0.015749475,x
39,pi+,5.738888888888889,0.1174333333333333,0.349,0.5,-0.018315036,0.015809285,x
40,pi+,5.738888888888889,0.1202777777777777,0.349,0.5,-0.018263325,0.01595246,x
41,pi+,5.738888888888889,0.1231222222222222,0.349,0.5,-0.018188238,0.016185282,x
42,pi+,5.738888888888889,0.1259666666666666,0.349,0.5,-0.018087234,0.016509214,x
43,pi+,5.738888888888889,0.1288111111111111,0.349,0.5,-0.017956942,0.0169149,x
44,pi+,5.738888888888889,0.1316555555555555,0.349,0.5,-0.017803857,0.017401733,x
45,pi+,5.738888888888889,0.1345,0.349,0.5,-0.017635534,0.017969951,x
46,pi+,5.738888888888889,0.1373444444444444,0.349,0.5,-0.01745588,0.018588645,x
47,pi+,5.738888888888889,0.1401888888888889,0.349,0.5,-0.017263025,0.01924759,x
48,pi+,5.738888888888889,0.1430333333333333,0.349,0.5,-0.017065428,0.019942008,x
49,pi+,5.738888888888889,0.1458777777777778,0.349,0.5,-0.016859347,0.020656694,x
50,pi+,5.738888888888889,0.1487222222222222,0.349,0.5,-0.016659308,0.021390451,x
51,pi+,5.738888888888889,0.1515666666666666,0.349,0.5,-0.016474843,0.022120023,x
52,pi+,5.738888888888889,0.1544111111111111,0.349,0.5,-0.016302368,0.022834899,x
53,pi+,5.738888888888889,0.1572555555555555,0.349,0.5,-0.016147533,0.023508573,x
54,pi+,5.738888888888889,0.1601,0.349,0.5,-0.016103022,0.024009982,x
55,pi+,5.738888888888889,0.1629444444444444,0.349,0.5,-0.016435763,0.02419151,x
56,pi+,5.738888888888889,0.1657888888888889,0.349,0.5,-0.016807878,0.024520349,x
57,pi+,5.738888888888889,0.1686333333333333,0.349,0.5,-0.017184207,0.02500349,x
58,pi+,5.738888888888889,0.1714777777777777,0.349,0.5,-0.01755174,0.025613213,x
59,pi+,5.738888888888889,0.1743222222222222,0.349,0.5,-0.01790591,0.026342414,x
60,pi+,5.738888888888889,0.1771666666666667,0.349,0.5,-0.018235086,0.027169352,x
61,pi+,5.738888888888889,0.1800111111111111,0.349,0.5,-0.018539371,0.028094746,x
62,pi+,5.738888888888889,0.1828555555555555,0.349,0.5,-0.01881988,0.029095408,x
