,x1,x2,qT,QM,A,dA,A_rel_uncert
0,0.346576325,0.155726781,0.1,4.5,6.29,0.32,0.05087440381558029
1,0.346576325,0.155726781,0.3,4.5,5.88,0.24,0.04081632653061224
2,0.346576325,0.155726781,0.5,4.5,4.75,0.23,0.04842105263157895
3,0.346576325,0.155726781,0.7,4.5,3.69,0.22,0.05962059620596206
4,0.346576325,0.155726781,0.9,4.5,2.93,0.22,0.0750853242320819
5,0.346576325,0.155726781,1.1,4.5,1.68,0.16,0.09523809523809525
6,0.346576325,0.155726781,1.3,4.5,1.26,0.14,0.11111111111111112
7,0.346576325,0.155726781,1.5,4.5,0.678,0.124,0.18289085545722714
8,0.346576325,0.155726781,1.7,4.5,0.598,0.102,0.1705685618729097
9,0.346576325,0.155726781,1.9,4.5,0.059,0.067,1.1355932203389831
10,0.346576325,0.155726781,2.1,4.5,0.176,0.062,0.3522727272727273
11,0.346576325,0.155726781,2.3,4.5,-0.033,0.055,1.6666666666666665
12,0.346576325,0.155726781,2.5,4.5,0.105,0.056,0.5333333333333333
13,0.346576325,0.155726781,2.7,4.5,-0.073,0.075,1.0273972602739727
14,0.423593286,0.190332732,0.1,5.5,1.63,0.11,0.06748466257668712
15,0.423593286,0.190332732,0.3,5.5,1.44,0.08,0.05555555555555556
16,0.423593286,0.190332732,0.5,5.5,1.19,0.07,0.05882352941176471
17,0.423593286,0.190332732,0.7,5.5,1.04,0.07,0.06730769230769232
18,0.423593286,0.190332732,0.9,5.5,0.601,0.051,0.08485856905158069
19,0.423593286,0.190332732,1.1,5.5,0.441,0.043,0.09750566893424036
20,0.423593286,0.190332732,1.3,5.5,0.248,0.03,0.12096774193548386
21,0.423593286,0.190332732,1.5,5.5,0.255,0.036,0.1411764705882353
22,0.423593286,0.190332732,1.7,5.5,0.159,0.028,0.1761006289308176
23,0.423593286,0.190332732,1.9,5.5,0.063,0.015,0.23809523809523808
24,0.423593286,0.190332732,2.1,5.5,0.044,0.016,0.36363636363636365
25,0.423593286,0.190332732,2.3,5.5,0.05,0.016,0.32
26,0.423593286,0.190332732,2.5,5.5,0.0081,0.0083,1.0246913580246915
