,x1,x2,qT,QM,A,dA,A_rel_uncert
27,0.423593286,0.190332732,2.7,5.5,0.0118,0.0087,0.7372881355932203
28,0.423593286,0.190332732,2.9,5.5,0.0042,0.0042,1.0
29,0.423593286,0.190332732,3.3,5.5,-0.005,0.0051,1.02
30,0.500610247,0.224938684,0.1,6.5,0.399,0.043,0.10776942355889722
31,0.500610247,0.224938684,0.3,6.5,0.342,0.025,0.07309941520467836
32,0.500610247,0.224938684,0.5,6.5,0.333,0.022,0.06606606606606606
33,0.500610247,0.224938684,0.7,6.5,0.255,0.02,0.0784313725490196
34,0.500610247,0.224938684,0.9,6.5,0.181,0.017,0.09392265193370167
35,0.500610247,0.224938684,1.1,6.5,0.13,0.014,0.10769230769230768
36,0.500610247,0.224938684,1.3,6.5,0.073,0.011,0.1506849315068493
37,0.500610247,0.224938684,1.5,6.5,0.045,0.008,0.17777777777777778
38,0.500610247,0.224938684,1.7,6.5,0.035,0.007,0.19999999999999998
39,0.500610247,0.224938684,1.9,6.5,0.02,0.006,0.3
40,0.500610247,0.224938684,2.1,6.5,0.0083,0.0037,0.4457831325301205
41,0.500610247,0.224938684,2.3,6.5,0.0094,0.0043,0.4574468085106383
42,0.500610247,0.224938684,2.5,6.5,0.0053,0.0031,0.5849056603773585
43,0.500610247,0.224938684,2.7,6.5,0.0018,0.0018,1.0
44,0.577627208,0.259544635,0.1,7.5,0.0945,0.0188,0.19894179894179895
45,0.577627208,0.259544635,0.3,7.5,0.0901,0.0111,0.12319644839067703
46,0.577627208,0.259544635,0.5,7.5,0.0702,0.0084,0.11965811965811965
47,0.577627208,0.259544635,0.7,7.5,0.0522,0.0069,0.132183908045977
48,0.577627208,0.259544635,0.9,7.5,0.0411,0.0061,0.14841849148418493
49,0.577627208,0.259544635,1.1,7.5,0.0297,0.0054,0.18181818181818182
50,0.577627208,0.259544635,1.3,7.5,0.0164,0.0038,0.23170731707317072
51,0.577627208,0.259544635,1.5,7.5,0.0095,0.0029,0.30526315789473685
52,0.577627208,0.259544635,1.7,7.5,0.0069,0.0025,0.36231884057971014
53,0.577627208,0.259544635,1.9,7.5,0.0037,0.0017,0.45945945945945943
54,0.577627208,0.259544635,2.1,7.5,0.0032,0.0019,0.59375
55,0.577627208,0.259544635,2.3,7.5,0.0016,0.0012,0.7499999999999999
56,0.577627208,0.259544635,3.1,7.5,0.0011,0.0012,1.0909090909090908
57,0.654644169,0.294150586,0.1,8.5,0.0222,0.0075,0.33783783783783783
58,0.654644169,0.294150586,0.3,8.5,0.0165,0.0038,0.2303030303030303
59,0.654644169,0.294150586,0.5,8.5,0.0134,0.0029,0.21641791044776118
60,0.654644169,0.294150586,0.7,8.5,0.01,0.0023,0.22999999999999998
61,0.654644169,0.294150586,0.9,8.5,0.0061,0.0017,0.2786885245901639
62,0.654644169,0.294150586,1.1,8.5,0.0052,0.0016,0.3076923076923077
63,0.654644169,0.294150586,1.3,8.5,0.006,0.0018,0.3
64,0.654644169,0.294150586,1.5,8.5,0.0017,0.001,0.5882352941176471
65,0.654644169,0.294150586,1.7,8.5,0.00105,0.00075,0.7142857142857143
66,0.654644169,0.294150586,1.9,8.5,0.00105,0.00075,0.7142857142857143
67,0.654644169,0.294150586,2.1,8.5,0.00058,0.00058,1.0
68,0.654644169,0.294150586,2.9,8.5,0.00053,0.00053,1.0
69,0.73166113,0.328756537,0.1,9.5,0.0158,0.0061,0.3860759493670886
70,0.73166113,0.328756537,0.3,9.5,0.00186,0.00108,0.5806451612903225
71,0.73166113,0.328756537,0.5,9.5,0.00428,0.00145,0.3387850467289719
72,0.73166113,0.328756537,0.7,9.5,0.00227,0.00094,0.41409691629955947
73,0.73166113,0.328756537,0.9,9.5,0.00437,0.00135,0.3089244851258582
74,0.73166113,0.328756537,1.1,9.5,0.00122,0.00062,0.5081967213114754
75,0.73166113,0.328756537,1.3,9.5,0.0022,0.00092,0.41818181818181815
76,0.73166113,0.328756537,1.5,9.5,0.00035,0.00035,1.0
77,0.73166113,0.328756537,1.9,9.5,0.00037,0.00037,1.0
78,0.73166113,0.328756537,2.1,9.5,0.00042,0.00043,1.0238095238095237
79,0.73166113,0.328756537,2.3,9.5,0.00038,0.00039,1.026315789473684
80,0.808678091,0.363362489,0.1,10.5,0.00209,0.00212,1.014354066985646
81,0.808678091,0.363362489,0.3,10.5,0.00123,0.00088,0.7154471544715447
82,0.808678091,0.363362489,0.5,10.5,0.00042,0.00042,1.0
83,0.808678091,0.363362489,0.7,10.5,0.00032,0.00033,1.03125
84,0.808678091,0.363362489,0.9,10.5,0.00026,0.00027,1.0384615384615385
85,0.808678091,0.363362489,1.1,10.5,0.00071,0.00042,0.5915492957746479
86,0.808678091,0.363362489,1.3,10.5,0.00031,0.00031,1.0
87,0.808678091,0.363362489,1.5,10.5,0.00036,0.00036,1.0
88,0.808678091,0.363362489,1.9,10.5,0.00061,0.00046,0.7540983606557378
