,x1,x2,qT,QM,A,dA,A_rel_uncert
0,0.206892673,0.194844182,0.1,5.5,2.88,0.12,0.041666666666666664
1,0.206892673,0.194844182,0.3,5.5,2.76,0.08,0.028985507246376815
2,0.206892673,0.194844182,0.5,5.5,2.3,0.07,0.030434782608695657
3,0.206892673,0.194844182,0.7,5.5,2.08,0.07,0.03365384615384616
4,0.206892673,0.194844182,0.9,5.5,1.48,0.06,0.04054054054054054
5,0.206892673,0.194844182,1.1,5.5,1.18,0.06,0.05084745762711865
6,0.206892673,0.194844182,1.3,5.5,0.817,0.048,0.0587515299877601
7,0.206892673,0.194844182,1.5,5.5,0.59,0.043,0.07288135593220339
8,0.206892673,0.194844182,1.7,5.5,0.458,0.037,0.08078602620087336
9,0.206892673,0.194844182,1.9,5.5,0.319,0.032,0.10031347962382445
10,0.206892673,0.194844182,2.1,5.5,0.167,0.024,0.1437125748502994
11,0.206892673,0.194844182,2.3,5.5,0.111,0.021,0.1891891891891892
12,0.206892673,0.194844182,2.5,5.5,0.071,0.019,0.26760563380281693
13,0.206892673,0.194844182,2.7,5.5,0.049,0.015,0.3061224489795918
14,0.206892673,0.194844182,2.9,5.5,0.053,0.014,0.2641509433962264
15,0.206892673,0.194844182,3.1,5.5,0.008,0.013,1.625
16,0.206892673,0.194844182,3.5,5.5,0.026,0.013,0.5
17,0.206892673,0.194844182,3.7,5.5,0.01,0.01,1.0
18,0.206892673,0.194844182,4.5,5.5,0.027,0.028,1.037037037037037
19,0.244509523,0.230270397,0.1,6.5,1.04,0.03,0.028846153846153844
20,0.244509523,0.230270397,0.3,6.5,0.966,0.018,0.018633540372670808
21,0.244509523,0.230270397,0.5,6.5,0.894,0.016,0.017897091722595078
22,0.244509523,0.230270397,0.7,6.5,0.707,0.014,0.019801980198019802
23,0.244509523,0.230270397,0.9,6.5,0.594,0.014,0.02356902356902357
24,0.244509523,0.230270397,1.1,6.5,0.44,0.012,0.027272727272727275
25,0.244509523,0.230270397,1.3,6.5,0.33,0.011,0.03333333333333333
26,0.244509523,0.230270397,1.5,6.5,0.217,0.009,0.04147465437788018
27,0.244509523,0.230270397,1.7,6.5,0.153,0.007,0.04575163398692811
28,0.244509523,0.230270397,1.9,6.5,0.088,0.006,0.06818181818181819
29,0.244509523,0.230270397,2.1,6.5,0.061,0.005,0.0819672131147541
30,0.244509523,0.230270397,2.3,6.5,0.05,0.004,0.08
31,0.244509523,0.230270397,2.5,6.5,0.025,0.003,0.12
32,0.244509523,0.230270397,2.7,6.5,0.02,0.003,0.15
33,0.244509523,0.230270397,2.9,6.5,0.014,0.003,0.21428571428571427
34,0.244509523,0.230270397,3.1,6.5,0.0059,0.0021,0.3559322033898305
35,0.244509523,0.230270397,3.3,6.5,0.0064,0.0019,0.296875
36,0.244509523,0.230270397,3.5,6.5,0.0038,0.0012,0.3157894736842105
37,0.244509523,0.230270397,3.7,6.5,0.0031,0.0015,0.4838709677419355
38,0.244509523,0.230270397,3.9,6.5,0.0005,0.0009,1.7999999999999998
