,x1,x2,qT,QM,A,dA,A_rel_uncert
39,0.244509523,0.230270397,4.1,6.5,0.0005,0.0005,1.0
40,0.244509523,0.230270397,4.3,6.5,0.0018,0.001,0.5555555555555556
41,0.244509523,0.230270397,4.5,6.5,0.0015,0.0015,1.0
42,0.244509523,0.230270397,4.9,6.5,0.0012,0.0012,1.0
43,0.282126373,0.265696612,0.1,7.5,0.382,0.016,0.041884816753926704
44,0.282126373,0.265696612,0.3,7.5,0.354,0.009,0.02542372881355932
45,0.282126373,0.265696612,0.5,7.5,0.328,0.008,0.024390243902439025
46,0.282126373,0.265696612,0.7,7.5,0.28,0.007,0.024999999999999998
47,0.282126373,0.265696612,0.9,7.5,0.221,0.007,0.03167420814479638
48,0.282126373,0.265696612,1.1,7.5,0.17,0.006,0.03529411764705882
49,0.282126373,0.265696612,1.3,7.5,0.125,0.005,0.04
50,0.282126373,0.265696612,1.5,7.5,0.086,0.004,0.04651162790697675
51,0.282126373,0.265696612,1.7,7.5,0.055,0.003,0.05454545454545455
52,0.282126373,0.265696612,1.9,7.5,0.047,0.003,0.06382978723404255
53,0.282126373,0.265696612,2.1,7.5,0.027,0.002,0.07407407407407407
54,0.282126373,0.265696612,2.3,7.5,0.02,0.002,0.1
55,0.282126373,0.265696612,2.5,7.5,0.014,0.002,0.14285714285714285
56,0.282126373,0.265696612,2.7,7.5,0.0077,0.0012,0.1558441558441558
57,0.282126373,0.265696612,2.9,7.5,0.0058,0.0011,0.18965517241379312
58,0.282126373,0.265696612,3.1,7.5,0.003,0.0007,0.23333333333333334
59,0.282126373,0.265696612,3.3,7.5,0.0011,0.0004,0.36363636363636365
60,0.282126373,0.265696612,3.5,7.5,0.0024,0.0007,0.2916666666666667
61,0.282126373,0.265696612,3.7,7.5,0.0022,0.0007,0.3181818181818182
62,0.282126373,0.265696612,3.9,7.5,0.00094,0.00047,0.5
63,0.282126373,0.265696612,4.1,7.5,0.00026,0.00027,1.0384615384615385
64,0.282126373,0.265696612,4.3,7.5,0.00026,0.00026,1.0
65,0.282126373,0.265696612,4.5,7.5,0.00028,0.00048,1.7142857142857144
66,0.282126373,0.265696612,4.7,7.5,0.00057,0.0004,0.7017543859649124
67,0.319743222,0.301122827,0.1,8.5,0.158,0.009,0.056962025316455694
68,0.319743222,0.301122827,0.3,8.5,0.138,0.005,0.03623188405797101
69,0.319743222,0.301122827,0.5,8.5,0.122,0.004,0.03278688524590164
70,0.319743222,0.301122827,0.7,8.5,0.112,0.004,0.03571428571428571
71,0.319743222,0.301122827,0.9,8.5,0.083,0.003,0.03614457831325301
72,0.319743222,0.301122827,1.1,8.5,0.063,0.003,0.047619047619047616
73,0.319743222,0.301122827,1.3,8.5,0.047,0.002,0.0425531914893617
74,0.319743222,0.301122827,1.5,8.5,0.039,0.002,0.05128205128205128
75,0.319743222,0.301122827,1.7,8.5,0.023,0.002,0.08695652173913043
76,0.319743222,0.301122827,1.9,8.5,0.0171,0.0012,0.07017543859649122
77,0.319743222,0.301122827,2.1,8.5,0.0095,0.0011,0.11578947368421054
78,0.319743222,0.301122827,2.3,8.5,0.0072,0.0009,0.125
79,0.319743222,0.301122827,2.5,8.5,0.0039,0.0007,0.1794871794871795
80,0.319743222,0.301122827,2.7,8.5,0.0033,0.0006,0.1818181818181818
81,0.319743222,0.301122827,2.9,8.5,0.0016,0.0004,0.25
82,0.319743222,0.301122827,3.1,8.5,0.00084,0.00036,0.4285714285714286
83,0.319743222,0.301122827,3.3,8.5,0.00083,0.00032,0.3855421686746988
84,0.319743222,0.301122827,3.5,8.5,0.00026,0.00018,0.6923076923076924
85,0.319743222,0.301122827,3.7,8.5,0.00063,0.00028,0.44444444444444436
86,0.319743222,0.301122827,4.7,8.5,0.00015,0.00015,1.0
87,0.357360072,0.336549042,0.1,9.5,0.117,0.008,0.06837606837606837
88,0.357360072,0.336549042,0.3,9.5,0.119,0.005,0.04201680672268908
89,0.357360072,0.336549042,0.5,9.5,0.109,0.004,0.03669724770642202
90,0.357360072,0.336549042,0.7,9.5,0.094,0.003,0.031914893617021274
91,0.357360072,0.336549042,0.9,9.5,0.078,0.003,0.038461538461538464
92,0.357360072,0.336549042,1.1,9.5,0.05,0.002,0.04
93,0.357360072,0.336549042,1.3,9.5,0.044,0.002,0.045454545454545456
94,0.357360072,0.336549042,1.5,9.5,0.033,0.002,0.06060606060606061
95,0.357360072,0.336549042,1.7,9.5,0.023,0.002,0.08695652173913043
96,0.357360072,0.336549042,1.9,9.5,0.0151,0.0012,0.07947019867549668
97,0.357360072,0.336549042,2.1,9.5,0.0122,0.0011,0.09016393442622951
98,0.357360072,0.336549042,2.3,9.5,0.0078,0.0009,0.11538461538461539
99,0.357360072,0.336549042,2.5,9.5,0.0056,0.0007,0.125
100,0.357360072,0.336549042,2.7,9.5,0.0044,0.0006,0.13636363636363635
101,0.357360072,0.336549042,2.9,9.5,0.0029,0.0005,0.1724137931034483
102,0.357360072,0.336549042,3.1,9.5,0.00155,0.00036,0.23225806451612904
103,0.357360072,0.336549042,3.3,9.5,0.00138,0.00036,0.26086956521739135
104,0.357360072,0.336549042,3.5,9.5,0.00105,0.00032,0.3047619047619048
105,0.357360072,0.336549042,3.7,9.5,0.00071,0.00025,0.352112676056338
106,0.357360072,0.336549042,3.9,9.5,0.00044,0.0002,0.45454545454545453
107,0.357360072,0.336549042,4.1,9.5,0.00051,0.00021,0.4117647058823529
108,0.357360072,0.336549042,4.3,9.5,0.00021,0.00015,0.7142857142857142
109,0.357360072,0.336549042,4.5,9.5,0.00038,0.00019,0.5
110,0.394976922,0.371975257,0.1,10.5,0.0365,0.0042,0.11506849315068493
111,0.394976922,0.371975257,0.3,10.5,0.0378,0.0025,0.06613756613756613
112,0.394976922,0.371975257,0.5,10.5,0.0323,0.0019,0.0588235294117647
113,0.394976922,0.371975257,0.7,10.5,0.0257,0.0016,0.0622568093385214
114,0.394976922,0.371975257,0.9,10.5,0.0232,0.0014,0.0603448275862069
115,0.394976922,0.371975257,1.1,10.5,0.0199,0.0013,0.06532663316582914
116,0.394976922,0.371975257,1.3,10.5,0.0128,0.001,0.078125
117,0.394976922,0.371975257,1.5,10.5,0.0082,0.0008,0.0975609756097561
118,0.394976922,0.371975257,1.7,10.5,0.006,0.0006,0.09999999999999999
119,0.394976922,0.371975257,1.9,10.5,0.0048,0.0006,0.125
120,0.394976922,0.371975257,2.1,10.5,0.0032,0.0005,0.15625
121,0.394976922,0.371975257,2.3,10.5,0.0025,0.0004,0.16
122,0.394976922,0.371975257,2.5,10.5,0.0014,0.0003,0.21428571428571427
123,0.394976922,0.371975257,2.7,10.5,0.001,0.0003,0.3
124,0.394976922,0.371975257,2.9,10.5,0.001,0.0003,0.3
125,0.394976922,0.371975257,3.1,10.5,0.00028,0.00014,0.5
126,0.394976922,0.371975257,3.3,10.5,0.00058,0.00022,0.37931034482758624
127,0.394976922,0.371975257,3.5,10.5,0.00035,0.00016,0.4571428571428572
128,0.394976922,0.371975257,3.7,10.5,6e-05,6e-05,1.0
129,0.394976922,0.371975257,4.1,10.5,8e-05,8e-05,1.0
130,0.394976922,0.371975257,4.3,10.5,0.00016,0.00016,1.0
131,0.394976922,0.371975257,4.5,10.5,7e-05,7e-05,1.0
132,0.432593771,0.407401471,0.1,11.5,0.00993,0.00214,0.21550855991943607
133,0.432593771,0.407401471,0.3,11.5,0.00699,0.00097,0.13876967095851217
134,0.432593771,0.407401471,0.5,11.5,0.00753,0.00086,0.11420982735723771
135,0.432593771,0.407401471,0.7,11.5,0.00509,0.0006,0.11787819253438113
136,0.432593771,0.407401471,0.9,11.5,0.00377,0.00047,0.1246684350132626
137,0.432593771,0.407401471,1.1,11.5,0.00334,0.00043,0.12874251497005987
138,0.432593771,0.407401471,1.3,11.5,0.00289,0.0004,0.13840830449826988
139,0.432593771,0.407401471,1.5,11.5,0.00231,0.00037,0.16017316017316016
140,0.432593771,0.407401471,1.7,11.5,0.0012,0.00025,0.20833333333333334
141,0.432593771,0.407401471,1.9,11.5,0.00091,0.00022,0.24175824175824176
142,0.432593771,0.407401471,2.1,11.5,0.00052,0.00016,0.30769230769230776
143,0.432593771,0.407401471,2.3,11.5,0.00032,0.00013,0.40624999999999994
144,0.432593771,0.407401471,2.5,11.5,0.00031,0.00012,0.3870967741935484
145,0.432593771,0.407401471,2.7,11.5,0.00016,0.0001,0.625
146,0.432593771,0.407401471,2.9,11.5,0.00021,0.00011,0.5238095238095238
147,0.432593771,0.407401471,3.1,11.5,5e-05,5e-05,1.0
148,0.432593771,0.407401471,3.3,11.5,4.9e-05,4.9e-05,1.0
149,0.432593771,0.407401471,3.5,11.5,4.6e-05,4.6e-05,1.0
150,0.470210621,0.442827686,0.1,12.5,0.00225,0.00085,0.37777777777777777
151,0.470210621,0.442827686,0.3,12.5,0.00259,0.00054,0.20849420849420852
152,0.470210621,0.442827686,0.5,12.5,0.00157,0.00035,0.2229299363057325
153,0.470210621,0.442827686,0.7,12.5,0.00207,0.00034,0.16425120772946863
154,0.470210621,0.442827686,0.9,12.5,0.00154,0.00027,0.17532467532467533
155,0.470210621,0.442827686,1.1,12.5,0.00129,0.00024,0.186046511627907
156,0.470210621,0.442827686,1.3,12.5,0.00097,0.0002,0.20618556701030927
157,0.470210621,0.442827686,1.5,12.5,0.00085,0.00018,0.21176470588235297
158,0.470210621,0.442827686,1.7,12.5,0.00052,0.00014,0.2692307692307692
159,0.470210621,0.442827686,1.9,12.5,0.00016,8e-05,0.5
160,0.470210621,0.442827686,2.1,12.5,0.00024,0.0001,0.4166666666666667
161,0.470210621,0.442827686,2.3,12.5,0.00013,8e-05,0.6153846153846155
162,0.470210621,0.442827686,2.7,12.5,0.00012,7e-05,0.5833333333333333
163,0.470210621,0.442827686,2.9,12.5,3.7e-05,3.7e-05,1.0
164,0.470210621,0.442827686,3.1,12.5,3.9e-05,3.9e-05,1.0
165,0.507827471,0.478253901,0.1,13.5,0.00087,0.00051,0.5862068965517242
166,0.507827471,0.478253901,0.3,13.5,0.00057,0.00023,0.4035087719298246
167,0.507827471,0.478253901,0.5,13.5,0.00062,0.0002,0.3225806451612903
168,0.507827471,0.478253901,0.7,13.5,0.00085,0.00021,0.24705882352941178
169,0.507827471,0.478253901,0.9,13.5,0.00038,0.00013,0.3421052631578947
170,0.507827471,0.478253901,1.1,13.5,0.00035,0.00011,0.3142857142857143
171,0.507827471,0.478253901,1.3,13.5,0.00029,0.0001,0.3448275862068966
172,0.507827471,0.478253901,1.5,13.5,0.00019,8e-05,0.4210526315789474
173,0.507827471,0.478253901,1.7,13.5,9e-05,5e-05,0.5555555555555556
174,0.507827471,0.478253901,1.9,13.5,0.00011,7e-05,0.6363636363636362
175,0.507827471,0.478253901,2.3,13.5,5.7e-05,4.1e-05,0.7192982456140351
176,0.507827471,0.478253901,2.5,13.5,3e-05,3e-05,1.0
