,kperp,fu,fuErr,fubar,fubarErr,fd,fdErr,fdbar,fdbarErr,fs,fsErr,fsbar,fsbarErr
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.01,0.002531197536807289,0.0006601941475008677,2.97542914733128e-05,0.00017512864339066259,-0.0028804320236284855,0.001199465512615439,-0.002235258194944621,0.0026360738511554964,0.00035847808173111473,0.0006208041417066107,0.001957194316883793,0.00263290727362583
2,0.02,0.005055932542137572,0.0013187044215769669,5.9432444341684164e-05,0.0003498099906297631,-0.00575351002982319,0.0023958673753880586,-0.0044648122569965025,0.005265420737908709,0.0007160399652324297,0.0012400242102425952,0.00390939119071716,0.005259090167611037
3,0.03,0.0075677699789982004,0.0019738541157087114,8.895864469420842e-05,0.0005235986495178683,-0.008611911287863705,0.003586154987400254,-0.006682982308620578,0.007881342304637544,0.0010717733542133945,0.0018560828681884666,0.005851614440718539,0.007871852923077724
4,0.04,0.010060329635632847,0.0026239808144268135,0.00011825772606966239,0.0006960530244142954,-0.01144837545414325,0.004767303767728973,-0.008884136838632414,0.010477197242955488,0.0014247737330016655,0.002467416209534187,0.007778930284025266,0.010464556852142681
5,0.05,0.012527313130062135,0.0032674434322657393,0.00014725548835025598,0.0008667371862396326,-0.014255735301368746,0.00593632797140093,-0.011062716525566122,0.013046429390820914,0.0017741481988797325,0.0030724803754586002,0.009686468219075105,0.013030648448394008
6,0.06,0.014962530428428983,0.0039026291257476657,0.0001758790108995864,0.0010352227087885974,-0.017026946894513242,0.0070902932741650935,-0.013213257632355811,0.015582595325874532,0.002119019225351962,0.003669758051054647,0.011569441532999176,0.015563686990988316
7,0.07,0.017359925720878168,0.0045279600375921734,0.00020405695809498048,0.0012010904605251926,-0.019755119035697984,0.00822632905178421,-0.015330414834541183,0.018079391290441154,0.0024585283341429206,0.004257764804733924,0.013423167312177508,0.0180573714796142
8,0.08,0.01971360250359663,0.005141899833629979,0.00023171987546252376,0.00136393234137169,-0.022433541805754662,0.009341640281882065,-0.01740898334852359,0.020530679290725922,0.0027918396544241693,0.00483505523324281,0.01524308583889557,0.020505566742671705
9,0.09,0.022017847721676226,0.0057429599944802115,0.00025880047469471106,0.0015233529544215203,-0.025055714037085362,0.010433518999260122,-0.019443920231716927,0.02293051221901243,0.0031181433486249925,0.005400228876699567,0.017024779261706948,0.022902328567306524
10,0.1,0.024267154834578156,0.006329705825915291,0.00028523390591510993,0.001678971202999653,-0.027615369560536025,0.01149935523899021,-0.021430364732710133,0.025273157855072465,0.003436658885194542,0.005951935869803901,0.018763989432610973,0.02524192770735558
11,0.11,0.026456245674110576,0.0069007621539678545,0.00031095801565095423,0.001830421804058052,-0.030106502078255392,0.012536647405466606,-0.023363657576725073,0.027553121611457555,0.0037466381398394235,0.006488882297361281,0.020456634810443824,0.02751887263373586
12,0.12,0.02858009097390672,0.007454818673211028,0.00033591358908226357,0.0019773567095230093,-0.032523388524835654,0.013543012009926182,-0.025239359079650473,0.029765167896780124,0.004047368308051054,0.007009835224485433,0.02209882633689843,0.029727930901265454
13,0.13,0.0306339294593217,0.007990634919244207,0.00036004457525392973,0.0021194464278998766,-0.03486061079033392,0.01451619272367852,-0.027053265992686242,0.03190433998142342,0.004338174613149381,0.007513627374273599,0.023686882199269503,0.03186414901625546
14,0.14,0.032613285397365854,0.00850704483921811,0.00038329829406414783,0.002256381239182505,-0.037113075690947454,0.015454068699386543,-0.028801426989060856,0.033965978261247316,0.004618422795590768,0.007999161428368049,0.025217341402293154,0.03392287070036109
15,0.15,0.03451398451766168,0.009002960937209054,0.0004056256239774575,0.002387872296903054,-0.03927603308605358,0.016354662118155068,-0.030480156714304044,0.035945736826682825,0.004887521370904287,0.008465413928600335,0.026686976080242824,0.035899753458026804
16,0.16,0.03633216822734773,0.00947737797437691,0.0004269811695522284,0.0025136526119853616,-0.04134509205390666,0.017216144925871268,-0.03208604833207859,0.037839598257023495,0.005144923645317842,0.008911438760836634,0.02809280248967375,0.037790783367298776
17,0.17,0.038064306055249665,0.009929376207085035,0.0004473234080194722,0.0026334779139245592,-0.04331623505239156,0.01803684472814602,-0.03361598450849908,0.039643886572616235,0.0053901294798977175,0.009336370205177096,0.029432090632794568,0.039592288026694844
18,0.18,0.03970720627338696,0.01035812414949593,0.0004666148143010328,0.002747127385699376,-0.045185830005739384,0.0188152498192763,-0.03506714678910319,0.04135527829091389,0.0056226867958377,0.00973942553978296,0.030702372471303283,0.04130094760410449
19,0.19,0.04125802465686954,0.010762880850552797,0.00048482196400918175,0.002854404269723834,-0.0469506402728879,0.019550013326831966,-0.03643702333408606,0.042970811545859196,0.005842192815379676,0.010119907188784024,0.03190144870056734,0.04291380394722239
20,0.2,0.04271427135635176,0.011142997678686048,0.0005019156141250931,0.0029551363430539465,-0.04860783246808951,0.020239956459712872,-0.03772341498896756,0.04448789324370877,0.006048295034711523,0.010477204407929128,0.033027394064166944,0.04442826772867904
