,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,1.29,0.036,0.702,0.336,0.486,0.028810265,0.007608219,x
1,pi+,1.64,0.056,0.567,0.356,0.408,0.027449425,0.006286554,x
2,pi+,1.98,0.074,0.516,0.366,0.375,0.0500692,0.008591261,x
3,pi+,2.34,0.093,0.489,0.374,0.358,0.04566248,0.0046200007,x
4,pi+,2.34,0.093,0.489,0.374,0.358,0.04566248,0.0046200007,x
5,pi+,2.87,0.118,0.469,0.379,0.348,0.034309436,0.00719179,x
6,pi+,3.69,0.157,0.456,0.379,0.342,0.04017684,0.006911812,x
7,pi+,5.71,0.254,0.437,0.375,0.343,0.057074275,0.010183381,x
8,pi+,2.44,0.087,0.594,0.229,0.344,0.024932759,0.0048328093,z
9,pi+,2.46,0.094,0.556,0.289,0.371,0.038613457,0.0040249997,z
10,pi+,2.45,0.098,0.533,0.349,0.394,0.04521982,0.0057561756,z
11,pi+,2.45,0.1,0.52,0.413,0.418,0.03693712,0.0067417645,z
12,pi+,2.44,0.101,0.508,0.483,0.441,0.038065273,0.005494085,z
13,pi+,2.44,0.101,0.508,0.483,0.441,0.038065273,0.005494085,z
14,pi+,2.43,0.102,0.499,0.558,0.46,0.058525603,0.007742302,z
15,pi+,2.41,0.104,0.481,0.647,0.466,0.07721455,0.011354077,z
16,pi+,2.41,0.107,0.457,0.729,0.453,0.08865441,0.018993326,z
17,pi+,2.35,0.108,0.434,0.798,0.433,0.071670525,0.01514107,z
18,pi+,2.31,0.116,0.394,0.916,0.376,0.037224937,0.017343119,z
19,pi+,2.56,0.11,0.46,0.341,0.11,0.0030618776,0.0061769704,phT
20,pi+,2.56,0.108,0.489,0.35,0.211,0.021361237,0.006374605,phT
21,pi+,2.52,0.103,0.514,0.354,0.28,0.035147317,0.00537924,phT
22,pi+,2.46,0.097,0.54,0.355,0.345,0.04330488,0.0052071284,phT
23,pi+,2.46,0.097,0.54,0.355,0.345,0.04330488,0.0052071284,phT
24,pi+,2.39,0.09,0.57,0.356,0.446,0.060184162,0.008719467,phT
25,pi+,2.34,0.084,0.601,0.373,0.594,0.059549328,0.0125088785,phT
26,pi+,2.3,0.076,0.642,0.429,0.849,0.069890365,0.010871786,phT
27,pi-,1.29,0.036,0.704,0.33,0.481,0.009456642,0.009309688,x
28,pi-,1.64,0.056,0.568,0.35,0.402,0.011023761,0.0079831295,x
29,pi-,1.98,0.074,0.515,0.359,0.369,0.0010322848,0.01048777,x
30,pi-,2.33,0.093,0.487,0.366,0.354,-0.0023509013,0.0050993054,x
31,pi-,2.33,0.093,0.487,0.366,0.354,-0.0023509013,0.0050993054,x
32,pi-,2.86,0.118,0.468,0.369,0.348,-0.0019201029,0.009739831,x
33,pi-,3.66,0.156,0.454,0.369,0.342,0.020226272,0.008289248,x
34,pi-,5.66,0.253,0.434,0.364,0.349,-0.006141208,0.012367526,x
