,kperp,fu,fuErr,fubar,fubarErr,fd,fdErr,fdbar,fdbarErr,fs,fsErr,fsbar,fsbarErr
26,0.26,0.06626009426896108,0.020454688754249415,0.03479440584538565,0.015456095434592886,-0.16744556424298426,0.05637513089654138,-0.1586858554710822,0.07606376117689115,-0.024238961268324512,0.013409265375539037,-0.024893270131906935,0.018485163217343753
27,0.27,0.06816359494656939,0.02104231575146039,0.035793968930456485,0.015900118986697874,-0.17225588781120624,0.05799468297540466,-0.16324453815441992,0.07824891680609194,-0.02493529214842381,0.013794491328067201,-0.025608399481376765,0.019016202308539707
28,0.28,0.07000070869025293,0.02160944989460713,0.03675867096064014,0.016328657352548574,-0.17689844492689574,0.05955775421184712,-0.16764423137002002,0.08035786474652198,-0.025607337765999563,0.014166283132950253,-0.02629858816218205,0.019528721102621806
29,0.29,0.07177013236957029,0.02215568890352864,0.037687827637957555,0.0167414065586611,-0.18136994245553154,0.0610632358820158,-0.17188181425946963,0.08238910906025407,-0.026254621415851772,0.01452437707130227,-0.026963346600838583,0.020022356053800677
30,0.3,0.07347067147808425,0.022680664027457165,0.03858081170505042,0.01713808796803258,-0.185667361766925,0.06251011167401947,-0.17595442610675666,0.08434127849972944,-0.02687670612879297,0.014868531404290071,-0.027602226032020737,0.02049677391927992
31,0.31,0.075101241150041,0.02318404035888936,0.03943705347905707,0.0175184485173058,-0.18978796130445547,0.0638974585529792,-0.1798594687731091,0.08621312767489461,-0.02747319504356711,0.015198526578898577,-0.02821481888052324,0.020951672042892937
32,0.32,0.07666086693412574,0.023665517072476792,0.040256041257924514,0.017882260897274002,-0.19372927854041405,0.06522444741941882,-0.18359460855006263,0.08800353794148975,-0.028043731689904306,0.015514165384543407,-0.028800759051961954,0.021386778570972015
33,0.33,0.07814868532491391,0.024124827589126582,0.0410373215994818,0.018229323676869878,-0.1974891313190169,0.06649034356152257,-0.18715777743223827,0.08971151801119985,-0.02858800018293855,0.01581527306065575,-0.029359722132445903,0.02180185260062228
34,0.34,0.0795639440533163,0.024561739665712432,0.04178049947395541,0.01855946137094138,-0.20106561859036756,0.06769450690236134,-0.19054717381293265,0.09133620428515726,-0.029105725329461925,0.016101697355501963,-0.02989142549770792,0.022196684260762368
35,0.35,0.08090600213798116,0.024976055411002125,0.04248523829095932,0.01887252445227245,-0.20445712054033463,0.06883639204376074,-0.19376126260723248,0.09287686091304972,-0.029596672646734767,0.016373308536635097,-0.030395628332432284,0.0225710947264798
36,0.36,0.0821743297002716,0.02536761122860929,0.043151259802332614,0.01916838930845885,-0.2076622981229548,0.06991554810903478,-0.19679877480891525,0.09433287958083846,-0.030060648294808673,0.016629999353507934,-0.03087213156076163,0.022924936167431145
