,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
40,pi-,3.11,0.0499,0.24,0.564,0.55,-0.0077605424,0.0064842235,z
41,pi-,2.77,0.0491,0.21,0.716,0.53,-0.014046343,0.008933808,z
42,pi-,2.43,0.0473,0.19,0.879,0.43,-0.03117011,0.0097549865,z
43,pi-,3.38,0.0487,0.28,0.346,0.15,-0.00081906456,0.001363085,phT
44,pi-,3.32,0.0477,0.29,0.344,0.25,0.00066770974,0.0031237553,phT
45,pi-,3.29,0.0464,0.29,0.342,0.35,-0.0020212561,0.002148608,phT
46,pi-,3.36,0.0464,0.3,0.34,0.45,-0.0025150168,0.0027472489,phT
47,pi-,3.46,0.0464,0.31,0.342,0.55,-0.003212672,0.0033817275,phT
48,pi-,3.53,0.0461,0.32,0.351,0.67,-0.0035536839,0.0038887756,phT
49,pi-,3.65,0.0458,0.33,0.366,0.82,-0.0062019182,0.00443187,phT
50,pi-,3.83,0.0452,0.34,0.386,1.04,-0.008820736,0.0066428613,phT
51,pi-,4.34,0.0442,0.4,0.4,1.56,-0.0071888645,0.017950619,phT
52,k+,1.23,0.0065,0.64,0.299,0.64,-0.035870936,0.024640048,x
53,k+,1.47,0.0106,0.47,0.35,0.6,0.012535024,0.014155214,x
54,k+,1.83,0.0163,0.38,0.391,0.58,0.026387628,0.013822643,x
55,k+,2.45,0.0255,0.33,0.433,0.57,0.014388124,0.012313604,x
56,k+,3.56,0.0399,0.3,0.458,0.57,0.040277604,0.014798175,x
57,k+,5.48,0.0629,0.29,0.463,0.57,0.049843643,0.015779098,x
58,k+,8.54,0.1009,0.29,0.468,0.57,0.10091784,0.016553389,x
59,k+,13.6,0.1623,0.28,0.473,0.57,0.07770303,0.024327813,x
60,k+,26.24,0.2959,0.29,0.468,0.61,0.049675226,0.032226205,x
61,k+,4.51,0.0324,0.5,0.225,0.55,-0.0027165604,0.015924364,z
62,k+,4.49,0.0372,0.45,0.275,0.56,0.0012594772,0.014465992,z
63,k+,4.46,0.0417,0.4,0.324,0.57,0.038671922,0.015854057,z
64,k+,4.36,0.0454,0.36,0.374,0.57,0.010233022,0.00967073,z
65,k+,4.18,0.0499,0.31,0.447,0.58,0.042460747,0.013986919,z
66,k+,3.89,0.0558,0.26,0.567,0.6,0.04892769,0.013456768,z
67,k+,3.77,0.0616,0.22,0.715,0.64,0.074957006,0.019736497,z
68,k+,3.55,0.063,0.2,0.874,0.63,0.09038614,0.030296698,z
69,k+,4.15,0.0455,0.34,0.41,0.15,0.004002803,0.0022152034,phT
70,k+,4.26,0.0467,0.35,0.405,0.25,0.012609412,0.004806431,phT
71,k+,4.24,0.0465,0.36,0.404,0.35,0.016130636,0.0055189873,phT
72,k+,4.21,0.0463,0.36,0.408,0.45,0.018826963,0.005247007,phT
73,k+,4.19,0.046,0.36,0.415,0.55,0.0193808,0.004681222,phT
74,k+,4.16,0.0459,0.36,0.425,0.67,0.023229778,0.006073816,phT
75,k+,4.18,0.046,0.36,0.437,0.82,0.032078456,0.0072137183,phT
76,k+,4.3,0.046,0.37,0.448,1.06,0.043015447,0.009577995,phT
77,k+,4.81,0.0459,0.41,0.438,1.59,0.05731844,0.015421104,phT
78,k-,1.24,0.0065,0.65,0.296,0.64,-0.037983056,0.031549618,x
79,k-,1.49,0.0105,0.48,0.341,0.59,0.036604866,0.019458266,x
80,k-,1.88,0.0163,0.39,0.375,0.57,-0.0011947432,0.017099682,x
81,k-,2.57,0.0253,0.34,0.405,0.56,-0.0097537795,0.017021745,x
82,k-,3.83,0.0398,0.33,0.42,0.56,-0.0002797276,0.0127804205,x
83,k-,5.91,0.0626,0.32,0.418,0.56,0.022376904,0.024311204,x
84,k-,9.32,0.1002,0.31,0.418,0.56,0.024545014,0.032107335,x
85,k-,15.09,0.1613,0.31,0.411,0.56,-0.0019650997,0.043225523,x
86,k-,29.47,0.2984,0.33,0.4,0.61,0.026392102,0.05554937,x
87,k-,4.12,0.0292,0.51,0.225,0.55,0.018365894,0.017969461,z
88,k-,3.97,0.0323,0.46,0.274,0.56,-0.0006190112,0.01644502,z
89,k-,3.85,0.035,0.41,0.324,0.57,0.013775588,0.011500459,z
90,k-,3.69,0.0372,0.37,0.374,0.58,0.011143515,0.018715994,z
91,k-,3.45,0.0397,0.33,0.446,0.58,-0.00036114606,0.01363372,z
92,k-,3.14,0.0428,0.28,0.564,0.58,-0.015482587,0.019134544,z
93,k-,3.04,0.0462,0.24,0.712,0.62,0.012903066,0.03549012,z
94,k-,2.92,0.0459,0.24,0.869,0.56,0.034352474,0.0581805,z
95,k-,3.55,0.0364,0.36,0.394,0.15,0.0018085185,0.0022117845,phT
96,k-,3.68,0.0371,0.38,0.381,0.25,0.004313247,0.007258969,phT
97,k-,3.67,0.0367,0.39,0.376,0.35,0.0036642412,0.0065000784,phT
98,k-,3.66,0.0364,0.39,0.375,0.45,0.0049533425,0.0064342897,phT
99,k-,3.68,0.0363,0.39,0.376,0.55,0.006000586,0.007416354,phT
100,k-,3.67,0.0361,0.4,0.382,0.67,0.006851306,0.00851315,phT
101,k-,3.69,0.0359,0.4,0.39,0.82,0.008033478,0.010888997,phT
102,k-,3.75,0.0356,0.41,0.398,1.06,0.009888464,0.017546639,phT
103,k-,4.03,0.0349,0.45,0.402,1.59,0.050912064,0.037113465,phT
