,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,1.24,0.0065,0.65,0.285,0.54,0.006798558,0.011393811,x
1,pi+,1.47,0.0106,0.47,0.321,0.52,0.009831305,0.0065402715,x
2,pi+,1.72,0.0164,0.36,0.347,0.51,0.01192191,0.0065161744,x
3,pi+,2.05,0.0257,0.27,0.363,0.49,0.017177152,0.005206303,x
4,pi+,2.71,0.0399,0.23,0.37,0.48,0.026176644,0.0055115744,x
5,pi+,4.22,0.0628,0.23,0.367,0.48,0.033085324,0.0068474156,x
6,pi+,6.68,0.1009,0.22,0.365,0.48,0.035447646,0.0055350377,x
7,pi+,10.54,0.1621,0.22,0.362,0.48,0.036736887,0.009213868,x
8,pi+,21.02,0.2881,0.24,0.361,0.52,0.030153798,0.012054754,x
9,pi+,3.75,0.0467,0.33,0.223,0.45,0.0154629825,0.0043012993,z
10,pi+,3.75,0.0483,0.32,0.274,0.47,0.013878129,0.003671154,z
11,pi+,3.72,0.0498,0.31,0.324,0.5,0.015309013,0.0035549717,z
12,pi+,3.68,0.0511,0.29,0.374,0.52,0.019900754,0.006169436,z
13,pi+,3.58,0.0527,0.27,0.445,0.54,0.025792824,0.006575488,z
14,pi+,3.4,0.0545,0.24,0.565,0.57,0.03078438,0.0072138244,z
15,pi+,3.1,0.0548,0.21,0.716,0.56,0.03920441,0.008305975,z
16,pi+,2.71,0.0527,0.19,0.878,0.47,0.02539279,0.009961106,z
17,pi+,3.57,0.052,0.28,0.346,0.15,0.006244994,0.0024569542,phT
18,pi+,3.52,0.051,0.28,0.344,0.25,0.009064846,0.002814017,phT
19,pi+,3.48,0.0497,0.29,0.344,0.35,0.011700622,0.0022893625,phT
20,pi+,3.55,0.0495,0.3,0.344,0.45,0.015714526,0.002818207,phT
21,pi+,3.62,0.0493,0.3,0.35,0.55,0.019260157,0.0029623853,phT
22,pi+,3.71,0.0489,0.31,0.363,0.67,0.022636976,0.0029934035,phT
23,pi+,3.84,0.0487,0.32,0.382,0.82,0.028163383,0.004782823,phT
24,pi+,4.06,0.0486,0.34,0.404,1.04,0.037743997,0.007209577,phT
25,pi+,4.77,0.0492,0.39,0.415,1.56,0.06373557,0.008651114,phT
26,pi-,1.24,0.0064,0.65,0.285,0.54,0.0023482724,0.010012516,x
27,pi-,1.48,0.0106,0.48,0.32,0.52,-0.0039346665,0.0067886435,x
28,pi-,1.73,0.0164,0.36,0.344,0.5,-0.011856019,0.0064758495,x
29,pi-,2.05,0.0257,0.27,0.358,0.49,-0.0067013646,0.0056283,x
30,pi-,2.72,0.0398,0.23,0.365,0.48,-0.0036024507,0.005509044,x
31,pi-,4.22,0.0627,0.23,0.359,0.48,-0.0053130644,0.006484408,x
32,pi-,6.66,0.1007,0.22,0.353,0.48,-0.007468045,0.0069444026,x
33,pi-,10.54,0.1619,0.22,0.349,0.48,-0.0037829236,0.009315193,x
34,pi-,20.85,0.2873,0.24,0.345,0.51,0.04450512,0.015252843,x
35,pi-,3.61,0.0447,0.34,0.223,0.45,0.002208069,0.003741671,z
36,pi-,3.58,0.0458,0.33,0.273,0.48,0.00072510674,0.0027004164,z
37,pi-,3.52,0.0468,0.31,0.323,0.5,-0.0031263588,0.0045867087,z
38,pi-,3.45,0.0475,0.3,0.373,0.52,-0.00033087638,0.0060381843,z
39,pi-,3.34,0.0488,0.27,0.444,0.54,-0.0052085775,0.0053395284,z
