,hadron,Q2,x,z,phT,Siv,tot_err,1D_dependence
0,pi+,5.738888888888889,0.0065,0.349,0.5,-0.008796236,0.008522839,x
1,pi+,5.738888888888889,0.0093444444444444,0.349,0.5,-0.0035790845,0.0073177544,x
2,pi+,5.738888888888889,0.0121888888888888,0.349,0.5,0.0004968654,0.0068901903,x
3,pi+,5.738888888888889,0.0150333333333333,0.349,0.5,0.0034452504,0.0064976974,x
4,pi+,5.738888888888889,0.0178777777777777,0.349,0.5,0.0058878707,0.00626837,x
5,pi+,5.738888888888889,0.0207222222222222,0.349,0.5,0.007994323,0.006114364,x
6,pi+,5.738888888888889,0.0235666666666666,0.349,0.5,0.009865762,0.0060094134,x
7,pi+,5.738888888888889,0.0264111111111111,0.349,0.5,0.011601313,0.005967652,x
8,pi+,5.738888888888889,0.0292555555555555,0.349,0.5,0.013236336,0.006065816,x
9,pi+,5.738888888888889,0.0321,0.349,0.5,0.014516162,0.0062025683,x
10,pi+,5.738888888888889,0.0349444444444444,0.349,0.5,0.015127376,0.006067043,x
11,pi+,5.738888888888889,0.0377888888888888,0.349,0.5,0.014833235,0.005324026,x
12,pi+,5.738888888888889,0.0406333333333333,0.349,0.5,0.014101312,0.004372919,x
13,pi+,5.738888888888889,0.0434777777777777,0.349,0.5,0.013303436,0.0036497556,x
14,pi+,5.738888888888889,0.0463222222222222,0.349,0.5,0.012792762,0.0034559148,x
15,pi+,5.738888888888889,0.0491666666666666,0.349,0.5,0.013536142,0.0034713338,x
16,pi+,5.738888888888889,0.0520111111111111,0.349,0.5,0.015671965,0.0035664763,x
17,pi+,5.738888888888889,0.0548555555555555,0.349,0.5,0.018131435,0.003985411,x
18,pi+,5.738888888888889,0.0577,0.349,0.5,0.020085666,0.004222487,x
19,pi+,5.738888888888889,0.0605444444444444,0.349,0.5,0.021702738,0.004360991,x
20,pi+,5.738888888888889,0.0633888888888889,0.349,0.5,0.023214776,0.0045806393,x
21,pi+,5.738888888888889,0.0662333333333333,0.349,0.5,0.024805596,0.004831307,x
22,pi+,5.738888888888889,0.0690777777777778,0.349,0.5,0.026665946,0.005024669,x
23,pi+,5.738888888888889,0.0719222222222222,0.349,0.5,0.029248673,0.004861543,x
24,pi+,5.738888888888889,0.0747666666666666,0.349,0.5,0.03217356,0.0046724263,x
25,pi+,5.738888888888889,0.0776111111111111,0.349,0.5,0.034967784,0.004780965,x
26,pi+,5.738888888888889,0.0804555555555555,0.349,0.5,0.03791893,0.0050543393,x
27,pi+,5.738888888888889,0.0833,0.349,0.5,0.04126812,0.0052705323,x
28,pi+,5.738888888888889,0.0861444444444444,0.349,0.5,0.044867046,0.00529376,x
29,pi+,5.738888888888889,0.0889888888888889,0.349,0.5,0.04817406,0.005162107,x
30,pi+,5.738888888888889,0.0918333333333333,0.349,0.5,0.05121919,0.004850716,x
31,pi+,5.738888888888889,0.0946777777777777,0.349,0.5,0.054105468,0.0046467073,x
32,pi+,5.738888888888889,0.0975222222222222,0.349,0.5,0.056662623,0.004670816,x
33,pi+,5.738888888888889,0.1003666666666666,0.349,0.5,0.059464086,0.0049583563,x
34,pi+,5.738888888888889,0.1032111111111111,0.349,0.5,0.06368597,0.0057921465,x
35,pi+,5.738888888888889,0.1060555555555555,0.349,0.5,0.06910828,0.0076793525,x
36,pi+,5.738888888888889,0.1089,0.349,0.5,0.0743487,0.0090541905,x
37,pi+,5.738888888888889,0.1117444444444444,0.349,0.5,0.079990745,0.010862297,x
38,pi+,5.738888888888889,0.1145888888888889,0.349,0.5,0.0859235,0.013017584,x
39,pi+,5.738888888888889,0.1174333333333333,0.349,0.5,0.09051423,0.014962353,x
40,pi+,5.738888888888889,0.1202777777777777,0.349,0.5,0.09281213,0.018206134,x
41,pi+,5.738888888888889,0.1231222222222222,0.349,0.5,0.09077569,0.02125299,x
42,pi+,5.738888888888889,0.1259666666666666,0.349,0.5,0.08157709,0.017740985,x
43,pi+,5.738888888888889,0.1288111111111111,0.349,0.5,0.0706244,0.01353772,x
44,pi+,5.738888888888889,0.1316555555555555,0.349,0.5,0.06183222,0.013249265,x
45,pi+,5.738888888888889,0.1345,0.349,0.5,0.05794586,0.012938001,x
46,pi+,5.738888888888889,0.1373444444444444,0.349,0.5,0.05628551,0.012336123,x
47,pi+,5.738888888888889,0.1401888888888889,0.349,0.5,0.055172086,0.011731487,x
48,pi+,5.738888888888889,0.1430333333333333,0.349,0.5,0.05428832,0.011173743,x
49,pi+,5.738888888888889,0.1458777777777778,0.349,0.5,0.05356109,0.010679179,x
50,pi+,5.738888888888889,0.1487222222222222,0.349,0.5,0.05291548,0.010282969,x
51,pi+,5.738888888888889,0.1515666666666666,0.349,0.5,0.052294437,0.009983335,x
52,pi+,5.738888888888889,0.1544111111111111,0.349,0.5,0.051585183,0.009820603,x
53,pi+,5.738888888888889,0.1572555555555555,0.349,0.5,0.050655384,0.009852614,x
54,pi+,5.738888888888889,0.1601,0.349,0.5,0.049632292,0.010310187,x
55,pi+,5.738888888888889,0.1629444444444444,0.349,0.5,0.049180288,0.01082922,x
56,pi+,5.738888888888889,0.1657888888888889,0.349,0.5,0.050029427,0.0108357435,x
57,pi+,5.738888888888889,0.1686333333333333,0.349,0.5,0.05169822,0.010556211,x
58,pi+,5.738888888888889,0.1714777777777777,0.349,0.5,0.053696718,0.010330872,x
59,pi+,5.738888888888889,0.1743222222222222,0.349,0.5,0.05579713,0.010333374,x
60,pi+,5.738888888888889,0.1771666666666667,0.349,0.5,0.05792337,0.010606078,x
61,pi+,5.738888888888889,0.1800111111111111,0.349,0.5,0.060038842,0.011112675,x
62,pi+,5.738888888888889,0.1828555555555555,0.349,0.5,0.062083118,0.011765659,x
