,Dependence,x1,x2,xF,QT,QM,Siv,tot_err
134,xF,0.461122244488978,0.5,-0.038877755511022016,4.0,6.0,0,0
135,xF,0.4623246492985972,0.5,-0.03767535070140282,4.0,6.0,0,0
136,xF,0.46352705410821643,0.5,-0.03647294589178357,4.0,6.0,0,0
137,xF,0.4647294589178357,0.5,-0.03527054108216432,4.0,6.0,0,0
138,xF,0.46593186372745493,0.5,-0.03406813627254507,4.0,6.0,0,0
139,xF,0.4671342685370742,0.5,-0.03286573146292582,4.0,6.0,0,0
140,xF,0.4683366733466934,0.5,-0.03166332665330662,4.0,6.0,0,0
141,xF,0.46953907815631263,0.5,-0.030460921843687372,4.0,6.0,0,0
142,xF,0.4707414829659319,0.5,-0.02925851703406812,4.0,6.0,0,0
143,xF,0.4719438877755511,0.5,-0.028056112224448926,4.0,6.0,0,0
144,xF,0.4731462925851704,0.5,-0.02685370741482962,4.0,6.0,0,0
145,xF,0.4743486973947896,0.5,-0.025651302605210424,4.0,6.0,0,0
146,xF,0.4755511022044088,0.5,-0.024448897795591173,4.0,6.0,0,0
147,xF,0.4767535070140281,0.5,-0.023246492985971923,4.0,6.0,0,0
148,xF,0.4779559118236473,0.5,-0.022044088176352727,4.0,6.0,0,0
149,xF,0.4791583166332666,0.5,-0.02084168336673342,4.0,6.0,0,0
150,xF,0.4803607214428858,0.5,-0.019639278557114226,4.0,6.0,0,0
151,xF,0.481563126252505,0.5,-0.018436873747494975,4.0,6.0,0,0
152,xF,0.4827655310621243,0.5,-0.017234468937875724,4.0,6.0,0,0
153,xF,0.48396793587174347,0.5,-0.01603206412825653,4.0,6.0,0,0
154,xF,0.4851703406813628,0.5,-0.014829659318637223,4.0,6.0,0,0
155,xF,0.486372745490982,0.5,-0.013627254509018027,4.0,6.0,0,0
156,xF,0.4875751503006012,0.5,-0.012424849699398777,4.0,6.0,0,0
157,xF,0.4887775551102205,0.5,-0.011222444889779526,4.0,6.0,0,0
158,xF,0.48997995991983967,0.5,-0.01002004008016033,4.0,6.0,0,0
159,xF,0.4911823647294589,0.5,-0.00881763527054108,4.0,6.0,0,0
160,xF,0.49238476953907817,0.5,-0.007615230460921829,4.0,6.0,0,0
161,xF,0.4935871743486974,0.5,-0.006412825651302578,4.0,6.0,0,0
162,xF,0.4947895791583167,0.5,-0.0052104208416833275,4.0,6.0,0,0
163,xF,0.49599198396793587,0.5,-0.004008016032064132,4.0,6.0,0,0
164,xF,0.4971943887775551,0.5,-0.0028056112224448815,4.0,6.0,0,0
165,xF,0.49839679358717437,0.5,-0.0016032064128256307,4.0,6.0,0,0
166,xF,0.49959919839679356,0.5,-0.00040080160320643543,4.0,6.0,0,0
167,xF,0.5008016032064129,0.5,0.0008016032064128709,4.0,6.0,0,0
168,xF,0.5020040080160321,0.5,0.002004008016032066,4.0,6.0,0,0
169,xF,0.5032064128256513,0.5,0.0032064128256512614,4.0,6.0,0,0
170,xF,0.5044088176352706,0.5,0.004408817635270568,4.0,6.0,0,0
171,xF,0.5056112224448898,0.5,0.005611222444889763,4.0,6.0,0,0
172,xF,0.5068136272545091,0.5,0.006813627254509069,4.0,6.0,0,0
173,xF,0.5080160320641283,0.5,0.008016032064128265,4.0,6.0,0,0
174,xF,0.5092184368737476,0.5,0.00921843687374757,4.0,6.0,0,0
175,xF,0.5104208416833668,0.5,0.010420841683366766,4.0,6.0,0,0
176,xF,0.511623246492986,0.5,0.011623246492985961,4.0,6.0,0,0
177,xF,0.5128256513026053,0.5,0.012825651302605268,4.0,6.0,0,0
178,xF,0.5140280561122245,0.5,0.014028056112224463,4.0,6.0,0,0
179,xF,0.5152304609218437,0.5,0.015230460921843658,4.0,6.0,0,0
180,xF,0.516432865731463,0.5,0.016432865731462964,4.0,6.0,0,0
181,xF,0.5176352705410822,0.5,0.01763527054108216,4.0,6.0,0,0
182,xF,0.5188376753507014,0.5,0.018837675350701355,4.0,6.0,0,0
183,xF,0.5200400801603207,0.5,0.02004008016032066,4.0,6.0,0,0
184,xF,0.52124248496994,0.5,0.021242484969939968,4.0,6.0,0,0
185,xF,0.5224448897795592,0.5,0.022444889779559163,4.0,6.0,0,0
186,xF,0.5236472945891784,0.5,0.023647294589178358,4.0,6.0,0,0
187,xF,0.5248496993987977,0.5,0.024849699398797664,4.0,6.0,0,0
188,xF,0.5260521042084169,0.5,0.02605210420841686,4.0,6.0,0,0
189,xF,0.527254509018036,0.5,0.027254509018036055,4.0,6.0,0,0
190,xF,0.5284569138276554,0.5,0.02845691382765536,4.0,6.0,0,0
191,xF,0.5296593186372746,0.5,0.029659318637274557,4.0,6.0,0,0
192,xF,0.5308617234468938,0.5,0.030861723446893752,4.0,6.0,0,0
193,xF,0.5320641282565131,0.5,0.03206412825651306,4.0,6.0,0,0
194,xF,0.5332665330661323,0.5,0.03326653306613225,4.0,6.0,0,0
195,xF,0.5344689378757516,0.5,0.03446893787575156,4.0,6.0,0,0
196,xF,0.5356713426853708,0.5,0.035671342685370755,4.0,6.0,0,0
197,xF,0.5368737474949901,0.5,0.03687374749499006,4.0,6.0,0,0
198,xF,0.5380761523046093,0.5,0.038076152304609256,4.0,6.0,0,0
199,xF,0.5392785571142285,0.5,0.03927855711422845,4.0,6.0,0,0
200,xF,0.5404809619238478,0.5,0.04048096192384776,4.0,6.0,0,0
201,xF,0.541683366733467,0.5,0.04168336673346695,4.0,6.0,0,0
202,xF,0.5428857715430861,0.5,0.04288577154308615,4.0,6.0,0,0
203,xF,0.5440881763527055,0.5,0.044088176352705455,4.0,6.0,0,0
204,xF,0.5452905811623247,0.5,0.04529058116232465,4.0,6.0,0,0
205,xF,0.5464929859719438,0.5,0.046492985971943845,4.0,6.0,0,0
206,xF,0.5476953907815632,0.5,0.04769539078156315,4.0,6.0,0,0
207,xF,0.5488977955911823,0.5,0.04889779559118235,4.0,6.0,0,0
208,xF,0.5501002004008015,0.5,0.05010020040080154,4.0,6.0,0,0
209,xF,0.5513026052104208,0.5,0.05130260521042085,4.0,6.0,0,0
210,xF,0.5525050100200402,0.5,0.052505010020040155,4.0,6.0,0,0
211,xF,0.5537074148296594,0.5,0.05370741482965935,4.0,6.0,0,0
212,xF,0.5549098196392785,0.5,0.054909819639278545,4.0,6.0,0,0
213,xF,0.5561122244488979,0.5,0.05611222444889785,4.0,6.0,0,0
214,xF,0.557314629258517,0.5,0.05731462925851705,4.0,6.0,0,0
215,xF,0.5585170340681362,0.5,0.05851703406813624,4.0,6.0,0,0
216,xF,0.5597194388777555,0.5,0.05971943887775555,4.0,6.0,0,0
217,xF,0.5609218436873749,0.5,0.060921843687374855,4.0,6.0,0,0
218,xF,0.5621242484969939,0.5,0.06212424849699394,4.0,6.0,0,0
219,xF,0.5633266533066132,0.5,0.06332665330661325,4.0,6.0,0,0
220,xF,0.5645290581162326,0.5,0.06452905811623255,4.0,6.0,0,0
221,xF,0.5657314629258517,0.5,0.06573146292585175,4.0,6.0,0,0
222,xF,0.5669338677354709,0.5,0.06693386773547094,4.0,6.0,0,0
223,xF,0.5681362725450902,0.5,0.06813627254509025,4.0,6.0,0,0
224,xF,0.5693386773547094,0.5,0.06933867735470944,4.0,6.0,0,0
225,xF,0.5705410821643286,0.5,0.07054108216432864,4.0,6.0,0,0
226,xF,0.571743486973948,0.5,0.07174348697394795,4.0,6.0,0,0
227,xF,0.5729458917835671,0.5,0.07294589178356714,4.0,6.0,0,0
228,xF,0.5741482965931863,0.5,0.07414829659318634,4.0,6.0,0,0
229,xF,0.5753507014028056,0.5,0.07535070140280564,4.0,6.0,0,0
230,xF,0.576553106212425,0.5,0.07655310621242495,4.0,6.0,0,0
231,xF,0.577755511022044,0.5,0.07775551102204403,4.0,6.0,0,0
232,xF,0.5789579158316633,0.5,0.07895791583166334,4.0,6.0,0,0
233,xF,0.5801603206412826,0.5,0.08016032064128265,4.0,6.0,0,0
234,xF,0.5813627254509018,0.5,0.08136272545090184,4.0,6.0,0,0
235,xF,0.582565130260521,0.5,0.08256513026052104,4.0,6.0,0,0
236,xF,0.5837675350701403,0.5,0.08376753507014034,4.0,6.0,0,0
237,xF,0.5849699398797595,0.5,0.08496993987975954,4.0,6.0,0,0
238,xF,0.5861723446893787,0.5,0.08617234468937873,4.0,6.0,0,0
239,xF,0.587374749498998,0.5,0.08737474949899804,4.0,6.0,0,0
240,xF,0.5885771543086173,0.5,0.08857715430861735,4.0,6.0,0,0
241,xF,0.5897795591182364,0.5,0.08977955911823643,4.0,6.0,0,0
242,xF,0.5909819639278557,0.5,0.09098196392785574,4.0,6.0,0,0
243,xF,0.592184368737475,0.5,0.09218436873747504,4.0,6.0,0,0
244,xF,0.5933867735470942,0.5,0.09338677354709424,4.0,6.0,0,0
245,xF,0.5945891783567134,0.5,0.09458917835671343,4.0,6.0,0,0
246,xF,0.5957915831663327,0.5,0.09579158316633274,4.0,6.0,0,0
247,xF,0.5969939879759519,0.5,0.09699398797595193,4.0,6.0,0,0
248,xF,0.5981963927855711,0.5,0.09819639278557113,4.0,6.0,0,0
249,xF,0.5993987975951904,0.5,0.09939879759519044,4.0,6.0,0,0
250,xF,0.6006012024048096,0.5,0.10060120240480963,4.0,6.0,0,0
251,xF,0.6018036072144288,0.5,0.10180360721442883,4.0,6.0,0,0
252,xF,0.6030060120240481,0.5,0.10300601202404813,4.0,6.0,0,0
253,xF,0.6042084168336674,0.5,0.10420841683366744,4.0,6.0,0,0
254,xF,0.6054108216432865,0.5,0.10541082164328652,4.0,6.0,0,0
255,xF,0.6066132264529058,0.5,0.10661322645290583,4.0,6.0,0,0
256,xF,0.6078156312625251,0.5,0.10781563126252514,4.0,6.0,0,0
257,xF,0.6090180360721443,0.5,0.10901803607214433,4.0,6.0,0,0
258,xF,0.6102204408817635,0.5,0.11022044088176353,4.0,6.0,0,0
259,xF,0.6114228456913828,0.5,0.11142284569138283,4.0,6.0,0,0
260,xF,0.612625250501002,0.5,0.11262525050100203,4.0,6.0,0,0
261,xF,0.6138276553106212,0.5,0.11382765531062122,4.0,6.0,0,0
262,xF,0.6150300601202405,0.5,0.11503006012024053,4.0,6.0,0,0
263,xF,0.6162324649298597,0.5,0.11623246492985972,4.0,6.0,0,0
264,xF,0.6174348697394789,0.5,0.11743486973947892,4.0,6.0,0,0
265,xF,0.6186372745490982,0.5,0.11863727454909823,4.0,6.0,0,0
266,xF,0.6198396793587175,0.5,0.11983967935871753,4.0,6.0,0,0
267,xF,0.6210420841683367,0.5,0.12104208416833673,4.0,6.0,0,0
268,xF,0.6222444889779559,0.5,0.12224448897795592,4.0,6.0,0,0
269,xF,0.6234468937875752,0.5,0.12344689378757523,4.0,6.0,0,0
270,xF,0.6246492985971944,0.5,0.12464929859719442,4.0,6.0,0,0
271,xF,0.6258517034068136,0.5,0.12585170340681362,4.0,6.0,0,0
272,xF,0.6270541082164329,0.5,0.12705410821643293,4.0,6.0,0,0
273,xF,0.6282565130260521,0.5,0.12825651302605212,4.0,6.0,0,0
274,xF,0.6294589178356713,0.5,0.12945891783567132,4.0,6.0,0,0
275,xF,0.6306613226452906,0.5,0.13066132264529062,4.0,6.0,0,0
276,xF,0.6318637274549099,0.5,0.13186372745490993,4.0,6.0,0,0
277,xF,0.633066132264529,0.5,0.133066132264529,4.0,6.0,0,0
278,xF,0.6342685370741483,0.5,0.13426853707414832,4.0,6.0,0,0
279,xF,0.6354709418837676,0.5,0.13547094188376763,4.0,6.0,0,0
280,xF,0.6366733466933868,0.5,0.13667334669338682,4.0,6.0,0,0
281,xF,0.637875751503006,0.5,0.13787575150300602,4.0,6.0,0,0
282,xF,0.6390781563126253,0.5,0.13907815631262532,4.0,6.0,0,0
283,xF,0.6402805611222445,0.5,0.14028056112224452,4.0,6.0,0,0
284,xF,0.6414829659318637,0.5,0.1414829659318637,4.0,6.0,0,0
285,xF,0.642685370741483,0.5,0.14268537074148302,4.0,6.0,0,0
286,xF,0.6438877755511022,0.5,0.14388777555110221,4.0,6.0,0,0
287,xF,0.6450901803607214,0.5,0.1450901803607214,4.0,6.0,0,0
288,xF,0.6462925851703407,0.5,0.14629258517034072,4.0,6.0,0,0
289,xF,0.64749498997996,0.5,0.14749498997996002,4.0,6.0,0,0
290,xF,0.6486973947895792,0.5,0.14869739478957922,4.0,6.0,0,0
291,xF,0.6498997995991984,0.5,0.1498997995991984,4.0,6.0,0,0
292,xF,0.6511022044088177,0.5,0.15110220440881772,4.0,6.0,0,0
293,xF,0.6523046092184369,0.5,0.15230460921843691,4.0,6.0,0,0
294,xF,0.6535070140280561,0.5,0.1535070140280561,4.0,6.0,0,0
295,xF,0.6547094188376754,0.5,0.15470941883767542,4.0,6.0,0,0
296,xF,0.6559118236472946,0.5,0.1559118236472946,4.0,6.0,0,0
297,xF,0.6571142284569138,0.5,0.1571142284569138,4.0,6.0,0,0
298,xF,0.6583166332665331,0.5,0.1583166332665331,4.0,6.0,0,0
299,xF,0.6595190380761524,0.5,0.15951903807615242,4.0,6.0,0,0
300,xF,0.6607214428857715,0.5,0.1607214428857715,4.0,6.0,0,0
301,xF,0.6619238476953908,0.5,0.1619238476953908,4.0,6.0,0,0
302,xF,0.6631262525050101,0.5,0.16312625250501012,4.0,6.0,0,0
303,xF,0.6643286573146293,0.5,0.1643286573146293,4.0,6.0,0,0
304,xF,0.6655310621242485,0.5,0.1655310621242485,4.0,6.0,0,0
305,xF,0.6667334669338678,0.5,0.1667334669338678,4.0,6.0,0,0
306,xF,0.667935871743487,0.5,0.167935871743487,4.0,6.0,0,0
307,xF,0.6691382765531062,0.5,0.1691382765531062,4.0,6.0,0,0
308,xF,0.6703406813627255,0.5,0.1703406813627255,4.0,6.0,0,0
309,xF,0.6715430861723447,0.5,0.1715430861723447,4.0,6.0,0,0
310,xF,0.6727454909819639,0.5,0.1727454909819639,4.0,6.0,0,0
311,xF,0.6739478957915832,0.5,0.1739478957915832,4.0,6.0,0,0
312,xF,0.6751503006012025,0.5,0.1751503006012025,4.0,6.0,0,0
313,xF,0.6763527054108217,0.5,0.1763527054108217,4.0,6.0,0,0
314,xF,0.6775551102204409,0.5,0.1775551102204409,4.0,6.0,0,0
315,xF,0.6787575150300602,0.5,0.1787575150300602,4.0,6.0,0,0
316,xF,0.6799599198396794,0.5,0.1799599198396794,4.0,6.0,0,0
317,xF,0.6811623246492986,0.5,0.1811623246492986,4.0,6.0,0,0
318,xF,0.6823647294589179,0.5,0.1823647294589179,4.0,6.0,0,0
319,xF,0.6835671342685371,0.5,0.1835671342685371,4.0,6.0,0,0
320,xF,0.6847695390781563,0.5,0.1847695390781563,4.0,6.0,0,0
321,xF,0.6859719438877756,0.5,0.1859719438877756,4.0,6.0,0,0
322,xF,0.6871743486973949,0.5,0.1871743486973949,4.0,6.0,0,0
323,xF,0.688376753507014,0.5,0.188376753507014,4.0,6.0,0,0
324,xF,0.6895791583166333,0.5,0.1895791583166333,4.0,6.0,0,0
325,xF,0.6907815631262526,0.5,0.1907815631262526,4.0,6.0,0,0
326,xF,0.6919839679358718,0.5,0.1919839679358718,4.0,6.0,0,0
327,xF,0.693186372745491,0.5,0.193186372745491,4.0,6.0,0,0
328,xF,0.6943887775551103,0.5,0.1943887775551103,4.0,6.0,0,0
329,xF,0.6955911823647295,0.5,0.1955911823647295,4.0,6.0,0,0
330,xF,0.6967935871743487,0.5,0.1967935871743487,4.0,6.0,0,0
331,xF,0.697995991983968,0.5,0.197995991983968,4.0,6.0,0,0
332,xF,0.6991983967935872,0.5,0.1991983967935872,4.0,6.0,0,0
333,xF,0.7004008016032064,0.5,0.2004008016032064,4.0,6.0,0,0
334,xF,0.7016032064128257,0.5,0.2016032064128257,4.0,6.0,0,0
335,xF,0.702805611222445,0.5,0.202805611222445,4.0,6.0,0,0
336,xF,0.7040080160320641,0.5,0.2040080160320641,4.0,6.0,0,0
337,xF,0.7052104208416834,0.5,0.2052104208416834,4.0,6.0,0,0
338,xF,0.7064128256513027,0.5,0.2064128256513027,4.0,6.0,0,0
339,xF,0.7076152304609219,0.5,0.2076152304609219,4.0,6.0,0,0
340,xF,0.7088176352705411,0.5,0.2088176352705411,4.0,6.0,0,0
341,xF,0.7100200400801604,0.5,0.2100200400801604,4.0,6.0,0,0
342,xF,0.7112224448897796,0.5,0.2112224448897796,4.0,6.0,0,0
343,xF,0.7124248496993988,0.5,0.2124248496993988,4.0,6.0,0,0
344,xF,0.7136272545090181,0.5,0.2136272545090181,4.0,6.0,0,0
345,xF,0.7148296593186374,0.5,0.2148296593186374,4.0,6.0,0,0
346,xF,0.7160320641282565,0.5,0.21603206412825648,4.0,6.0,0,0
347,xF,0.7172344689378758,0.5,0.2172344689378758,4.0,6.0,0,0
348,xF,0.7184368737474951,0.5,0.2184368737474951,4.0,6.0,0,0
349,xF,0.7196392785571143,0.5,0.2196392785571143,4.0,6.0,0,0
350,xF,0.7208416833667335,0.5,0.2208416833667335,4.0,6.0,0,0
351,xF,0.7220440881763528,0.5,0.2220440881763528,4.0,6.0,0,0
352,xF,0.723246492985972,0.5,0.223246492985972,4.0,6.0,0,0
353,xF,0.7244488977955912,0.5,0.22444889779559118,4.0,6.0,0,0
