,hadron,Q2,x,z,phT,Siv,tot_err,1D_dependence
0,pi+,5.738888888888889,0.0065,0.349,0.5,-0.0071024154,0.013449007,x
1,pi+,5.738888888888889,0.0093444444444444,0.349,0.5,0.0004095684,0.009358921,x
2,pi+,5.738888888888889,0.0121888888888888,0.349,0.5,0.004464058,0.008907776,x
3,pi+,5.738888888888889,0.0150333333333333,0.349,0.5,0.0048275213,0.008113906,x
4,pi+,5.738888888888889,0.0178777777777777,0.349,0.5,0.006406671,0.00746396,x
5,pi+,5.738888888888889,0.0207222222222222,0.349,0.5,0.007977586,0.0061573,x
6,pi+,5.738888888888889,0.0235666666666666,0.349,0.5,0.010036177,0.0053935465,x
7,pi+,5.738888888888889,0.0264111111111111,0.349,0.5,0.013965807,0.0058227926,x
8,pi+,5.738888888888889,0.0292555555555555,0.349,0.5,0.024243737,0.014990341,x
9,pi+,5.738888888888889,0.0321,0.349,0.5,0.021479951,0.016639473,x
10,pi+,5.738888888888889,0.0349444444444444,0.349,0.5,0.03226775,0.016092792,x
11,pi+,5.738888888888889,0.0377888888888888,0.349,0.5,0.022987481,0.009283695,x
12,pi+,5.738888888888889,0.0406333333333333,0.349,0.5,0.027948413,0.0062631196,x
13,pi+,5.738888888888889,0.0434777777777777,0.349,0.5,0.035061076,0.010336083,x
14,pi+,5.738888888888889,0.0463222222222222,0.349,0.5,0.030347893,0.008713896,x
15,pi+,5.738888888888889,0.0491666666666666,0.349,0.5,0.016908016,0.0024111206,x
16,pi+,5.738888888888889,0.0520111111111111,0.349,0.5,0.021177914,0.0085056815,x
17,pi+,5.738888888888889,0.0548555555555555,0.349,0.5,0.027167939,0.0068298276,x
18,pi+,5.738888888888889,0.0577,0.349,0.5,0.03483997,0.008360265,x
19,pi+,5.738888888888889,0.0605444444444444,0.349,0.5,0.03512355,0.007591538,x
20,pi+,5.738888888888889,0.0633888888888889,0.349,0.5,0.033094544,0.007170626,x
21,pi+,5.738888888888889,0.0662333333333333,0.349,0.5,0.038238015,0.011766944,x
22,pi+,5.738888888888889,0.0690777777777778,0.349,0.5,0.043395862,0.01627556,x
23,pi+,5.738888888888889,0.0719222222222222,0.349,0.5,0.050037675,0.015727889,x
24,pi+,5.738888888888889,0.0747666666666666,0.349,0.5,0.055331476,0.008247132,x
25,pi+,5.738888888888889,0.0776111111111111,0.349,0.5,0.032486733,0.019188393,x
26,pi+,5.738888888888889,0.0804555555555555,0.349,0.5,0.036080256,0.016683728,x
27,pi+,5.738888888888889,0.0833,0.349,0.5,0.047025144,0.010719875,x
28,pi+,5.738888888888889,0.0861444444444444,0.349,0.5,0.04862576,0.010103011,x
29,pi+,5.738888888888889,0.0889888888888889,0.349,0.5,0.063180305,0.010526931,x
30,pi+,5.738888888888889,0.0918333333333333,0.349,0.5,0.06433004,0.0073776385,x
31,pi+,5.738888888888889,0.0946777777777777,0.349,0.5,0.0656841,0.008133391,x
32,pi+,5.738888888888889,0.0975222222222222,0.349,0.5,0.060901728,0.006720434,x
33,pi+,5.738888888888889,0.1003666666666666,0.349,0.5,0.036052395,0.0070056203,x
34,pi+,5.738888888888889,0.1032111111111111,0.349,0.5,0.06527063,0.009807742,x
35,pi+,5.738888888888889,0.1060555555555555,0.349,0.5,0.08783279,0.024192784,x
36,pi+,5.738888888888889,0.1089,0.349,0.5,0.03696191,0.01903944,x
37,pi+,5.738888888888889,0.1117444444444444,0.349,0.5,0.022834683,0.027708922,x
38,pi+,5.738888888888889,0.1145888888888889,0.349,0.5,0.03322409,0.030438937,x
39,pi+,5.738888888888889,0.1174333333333333,0.349,0.5,0.047194503,0.010871758,x
40,pi+,5.738888888888889,0.1202777777777777,0.349,0.5,0.0713829,0.036141418,x
41,pi+,5.738888888888889,0.1231222222222222,0.349,0.5,0.083712004,0.04910921,x
42,pi+,5.738888888888889,0.1259666666666666,0.349,0.5,0.08721782,0.048433173,x
43,pi+,5.738888888888889,0.1288111111111111,0.349,0.5,0.08942452,0.04708218,x
44,pi+,5.738888888888889,0.1316555555555555,0.349,0.5,0.09048001,0.04492812,x
