,hadron,Q2,x,z,phT,Siv,tot_err,1D_dependence
0,pi+,6.297777777777778,0.006469,0.3566666666666666,0.4833333333333333,-0.009427901,0.017051293,x
1,pi+,6.297777777777778,0.0092127474747474,0.3566666666666666,0.4833333333333333,-0.0024120652,0.013248981,x
2,pi+,6.297777777777778,0.0119564949494949,0.3566666666666666,0.4833333333333333,0.0011627078,0.011470362,x
3,pi+,6.297777777777778,0.0147002424242424,0.3566666666666666,0.4833333333333333,0.0029215876,0.01039502,x
4,pi+,6.297777777777778,0.0174439898989899,0.3566666666666666,0.4833333333333333,0.005000795,0.009386609,x
5,pi+,6.297777777777778,0.0201877373737373,0.3566666666666666,0.4833333333333333,0.006763876,0.0083113825,x
6,pi+,6.297777777777778,0.0229314848484848,0.3566666666666666,0.4833333333333333,0.0087306,0.0072063645,x
7,pi+,6.297777777777778,0.0256752323232323,0.3566666666666666,0.4833333333333333,0.011987841,0.006544541,x
8,pi+,6.297777777777778,0.0284189797979797,0.3566666666666666,0.4833333333333333,0.026434701,0.017948974,x
9,pi+,6.297777777777778,0.0311627272727272,0.3566666666666666,0.4833333333333333,0.025679544,0.021836618,x
10,pi+,6.297777777777778,0.0339064747474747,0.3566666666666666,0.4833333333333333,0.029563695,0.017157838,x
11,pi+,6.297777777777778,0.0366502222222222,0.3566666666666666,0.4833333333333333,0.022581039,0.009789615,x
12,pi+,6.297777777777778,0.0393939696969697,0.3566666666666666,0.4833333333333333,0.022563152,0.0061475034,x
13,pi+,6.297777777777778,0.0421377171717171,0.3566666666666666,0.4833333333333333,0.041076813,0.016885575,x
14,pi+,6.297777777777778,0.0448814646464646,0.3566666666666666,0.4833333333333333,0.028722528,0.010069832,x
15,pi+,6.297777777777778,0.0476252121212121,0.3566666666666666,0.4833333333333333,0.024555659,0.007024802,x
16,pi+,6.297777777777778,0.0503689595959596,0.3566666666666666,0.4833333333333333,0.015951646,0.0049879835,x
17,pi+,6.297777777777778,0.053112707070707,0.3566666666666666,0.4833333333333333,0.02122842,0.006463346,x
18,pi+,6.297777777777778,0.0558564545454545,0.3566666666666666,0.4833333333333333,0.03365978,0.0066237175,x
19,pi+,6.297777777777778,0.058600202020202,0.3566666666666666,0.4833333333333333,0.037806246,0.008779255,x
20,pi+,6.297777777777778,0.0613439494949495,0.3566666666666666,0.4833333333333333,0.036196116,0.009616686,x
21,pi+,6.297777777777778,0.0640876969696969,0.3566666666666666,0.4833333333333333,0.034714475,0.0073729,x
22,pi+,6.297777777777778,0.0668314444444444,0.3566666666666666,0.4833333333333333,0.03979642,0.009823385,x
23,pi+,6.297777777777778,0.0695751919191919,0.3566666666666666,0.4833333333333333,0.045170397,0.011653225,x
24,pi+,6.297777777777778,0.0723189393939394,0.3566666666666666,0.4833333333333333,0.052989632,0.011277666,x
25,pi+,6.297777777777778,0.0750626868686868,0.3566666666666666,0.4833333333333333,0.048351686,0.007958781,x
26,pi+,6.297777777777778,0.0778064343434343,0.3566666666666666,0.4833333333333333,0.027594948,0.017916292,x
27,pi+,6.297777777777778,0.0805501818181818,0.3566666666666666,0.4833333333333333,0.031185897,0.016964309,x
28,pi+,6.297777777777778,0.0832939292929293,0.3566666666666666,0.4833333333333333,0.042639572,0.01071514,x
29,pi+,6.297777777777778,0.0860376767676767,0.3566666666666666,0.4833333333333333,0.047157016,0.01031967,x
30,pi+,6.297777777777778,0.0887814242424242,0.3566666666666666,0.4833333333333333,0.062266707,0.013285385,x
31,pi+,6.297777777777778,0.0915251717171717,0.3566666666666666,0.4833333333333333,0.06799496,0.010627744,x
32,pi+,6.297777777777778,0.0942689191919192,0.3566666666666666,0.4833333333333333,0.06502262,0.006877369,x
