,hadron,1D_dependence,x,z,phT,QQ,sbar,ubar,dbar,d,u,s
0,pi+,z,0.037,0.2237,0.43,3.43,0.09146945962985206,0.1738998607811217,0.2047986391312104,0.39320936200115125,0.4972116513763752,0.09146945962985206
1,pi+,z,0.039,0.2737,0.45,3.37,0.08931496381174132,0.17067795558771154,0.20218782177318495,0.3955108579214522,0.5032099770196603,0.08931496381174132
2,pi+,z,0.041,0.3237,0.48,3.33,0.0874074419917277,0.16767892547302068,0.19976123405452118,0.3978962626283244,0.5093460540712331,0.0874074419917277
3,pi+,z,0.042,0.3737,0.49,3.28,0.08625884796519438,0.16604074017985526,0.1983905882711101,0.3987749859864614,0.5119523381621551,0.08625884796519438
4,pi+,z,0.044,0.4448,0.52,3.19,0.084108596139446,0.16289893890748744,0.19576631941285821,0.40056140810601915,0.5172011155871896,0.084108596139446
5,pi+,z,0.046,0.5646,0.54,3.03,0.08152495797816114,0.15947432194350888,0.19282753166449024,0.4016449852604257,0.5213390619678231,0.08152495797816114
6,pi+,z,0.046,0.7164,0.54,2.74,0.07915870291382796,0.15776729965145156,0.19106821849394806,0.3988245738533256,0.5169008049392764,0.07915870291382796
7,pi+,z,0.045,0.8787,0.47,2.4,0.07635993201940405,0.15644280744378405,0.18940128406774753,0.39334847574109666,0.5072754153571549,0.07635993201940405
8,pi+,x,0.006469,0.29,0.53,1.24,0.05223590019563523,0.15106220539173998,0.15910802972348434,0.21535753057101265,0.24601501507918272,0.05223590019563523
9,pi+,x,0.01059,0.33,0.52,1.45,0.061710974660594865,0.1618879928650903,0.1749062192471353,0.2572098897904127,0.2989841379316276,0.061710974660594865
10,pi+,x,0.01643,0.35,0.49,1.67,0.07078256813364302,0.16868143846603317,0.18752243294667062,0.2990851241961784,0.3538202818845069,0.07078256813364302
11,pi+,x,0.02556,0.37,0.46,1.99,0.078466854403738,0.17033286510640125,0.19568730432900922,0.34321508164720604,0.4170362488413052,0.078466854403738
12,pi+,x,0.03967,0.39,0.45,2.79,0.0836415993960041,0.16574268430124503,0.19731264621013286,0.3901751429818253,0.4963404842169092,0.0836415993960041
13,pi+,x,0.06255,0.38,0.46,4.54,0.07685588242169518,0.14227771765938002,0.17916776861689068,0.422975431587314,0.5793478699027778,0.07685588242169518
14,pi+,x,0.1005,0.37,0.46,7.4,0.05677565375150782,0.09737317069755232,0.1387688621170907,0.4252684394267276,0.6461519719358363,0.05677565375150782
15,pi+,x,0.1609,0.37,0.47,11.8,0.0324164526184904,0.050343098577139686,0.08330014710252415,0.3769597725128174,0.6666941512559701,0.0324164526184904
16,pi+,x,0.2781,0.36,0.51,23.8,0.01002561953992793,0.017382955166303567,0.020900476748309454,0.23182478735684436,0.5413590022166653,0.01002561953992793
17,pi+,phT,0.043,0.35,0.1547,3.18,0.08475612331058378,0.16414660789905003,0.19674823551639015,0.3991779493976825,0.5138324434690642,0.08475612331058378
18,pi+,phT,0.042,0.35,0.2519,3.14,0.08517096921743932,0.1652169769823991,0.19753995993741014,0.3974592152465266,0.509978577116672,0.08517096921743932
19,pi+,phT,0.041,0.35,0.3496,3.14,0.08590565144248435,0.16652784760869718,0.19857187147991626,0.396072807468565,0.5066445061054088,0.08590565144248435
20,pi+,phT,0.041,0.35,0.4482,3.23,0.0866324942654728,0.1670852448110443,0.1991478911068237,0.396955927682601,0.507952206691649,0.0866324942654728
21,pi+,phT,0.041,0.36,0.5475,3.29,0.08710140423810793,0.16744454576652767,0.19951911234633132,0.3975250577900647,0.5087956502659111,0.08710140423810793
22,pi+,phT,0.04,0.37,0.6681,3.36,0.08842825077180785,0.16922728276395407,0.201030195543622,0.39681156240702514,0.5064335571851768,0.08842825077180785
23,pi+,phT,0.04,0.39,0.817,3.46,0.08918175947536099,0.16981066222139188,0.20163303783179043,0.3977275744330016,0.507776499939598,0.08918175947536099
24,pi+,phT,0.039,0.41,1.042,3.61,0.09111267282663622,0.17208474954663924,0.20364203996099461,0.3977008655445531,0.506384569248592,0.09111267282663622
25,pi+,phT,0.038,0.43,1.549,4.08,0.09513282560286607,0.17602792220919913,0.2073638446497858,0.40016252761212207,0.5085396419772514,0.09513282560286607
26,pi-,z,0.036,0.2236,0.44,3.31,0.09130362123456681,0.17451275520584178,0.20505230567164873,0.3904334261785828,0.4919507356014805,0.09130362123456681
27,pi-,z,0.038,0.2736,0.46,3.25,0.0891393682603119,0.17129214780836297,0.20246783460431333,0.392855043499419,0.49805681332758256,0.0891393682603119
28,pi-,z,0.039,0.3236,0.48,3.19,0.08783928031954698,0.16952049877928768,0.20099054004254283,0.39370746951747093,0.5006019886194534,0.08783928031954698
29,pi-,z,0.04,0.3736,0.5,3.13,0.08656647679752331,0.16778323572735993,0.19953720144897102,0.3945427977511435,0.5031135036836752,0.08656647679752331
30,pi-,z,0.041,0.4446,0.52,3.02,0.08488889128424507,0.16574715608157534,0.1977648161880884,0.3948354288658249,0.5048145080978681,0.08488889128424507
31,pi-,z,0.042,0.5643,0.54,2.81,0.08230464317957603,0.1630397396378309,0.1952896949709177,0.39397803582408264,0.5047729097490937,0.08230464317957603
32,pi-,z,0.042,0.7171,0.52,2.51,0.0792217745750701,0.16068630675824144,0.19285370628794682,0.39020797084052455,0.4991637265011903,0.0792217745750701
33,pi-,z,0.041,0.8794,0.43,2.21,0.07595296014244235,0.15883252766068362,0.1906000097713675,0.38384222285504854,0.4886847199265689,0.07595296014244235
34,pi-,x,0.006453,0.29,0.54,1.24,0.052240230080403634,0.1510958431600698,0.1591252719802859,0.21528879637880752,0.24591179852066936,0.052240230080403634
35,pi-,x,0.01057,0.32,0.52,1.46,0.06216495044095435,0.1625583718758692,0.17559286091737375,0.2580211789236441,0.2998770365846643,0.06216495044095435
36,pi-,x,0.01641,0.35,0.49,1.68,0.071171453532548,0.16906985135128272,0.18791011578537145,0.299492305450553,0.3542639107697138,0.071171453532548
37,pi-,x,0.02552,0.37,0.46,2.02,0.07923761267197955,0.17104260065213742,0.19640311770818297,0.3440395042289917,0.4180111096331282,0.07923761267197955
38,pi-,x,0.03964,0.38,0.45,2.82,0.083964192391778,0.16601656293219133,0.197585935341113,0.39049945774517547,0.49677356857039684,0.083964192391778
39,pi-,x,0.06247,0.38,0.45,4.59,0.07704433482840656,0.14244687895869443,0.17931886699050023,0.42304900319857836,0.5794280327645283,0.07704433482840656
40,pi-,x,0.1004,0.36,0.46,7.42,0.056837555614923964,0.09747346061499788,0.13885710290277947,0.4252748555030845,0.6460446484735937,0.056837555614923964
41,pi-,x,0.1607,0.36,0.47,11.9,0.03247767180616142,0.05042721186013695,0.0833973384425578,0.3769647916062611,0.6665095536030679,0.03247767180616142
42,pi-,x,0.2781,0.35,0.51,23.9,0.010023928314534539,0.01737800339884318,0.02089056370018037,0.23173000226701454,0.5411782002409511,0.010023928314534539
43,pi-,phT,0.041,0.35,0.1545,3.05,0.0851484779962884,0.16594658180814112,0.19797100870509524,0.3951515711489275,0.5052818023159331,0.0851484779962884
44,pi-,phT,0.04,0.35,0.252,3.0,0.0854259921660607,0.166896945569377,0.1986203825712446,0.39314951376942703,0.5010785554563475,0.0854259921660607
45,pi-,phT,0.039,0.35,0.3497,3.01,0.08624131712139842,0.16826490926976748,0.19969112014539822,0.39175013148960736,0.4977764626860003,0.08624131712139842
46,pi-,phT,0.039,0.35,0.4483,3.08,0.08687859262075606,0.16876593081420627,0.20020971495197437,0.39253132270162105,0.49890349614959956,0.08687859262075606
47,pi-,phT,0.038,0.35,0.5475,3.15,0.08826683377876797,0.17059965596660145,0.2017509915176966,0.3917847412750743,0.4965284373728813,0.08826683377876797
48,pi-,phT,0.038,0.36,0.668,3.23,0.08896789445909815,0.1711561062188214,0.202327022954394,0.39264480320505524,0.49775648127281574,0.08896789445909815
49,pi-,phT,0.037,0.38,0.8168,3.29,0.09029571952315993,0.1729596084214234,0.20382519412653638,0.3917687401050575,0.4951755331714275,0.09029571952315993
50,pi-,phT,0.036,0.4,1.042,3.42,0.09225064473984301,0.17527928247945437,0.20584626257415037,0.391598054040383,0.493577861696475,0.09225064473984301
51,pi-,phT,0.035,0.42,1.554,3.83,0.09639175154325423,0.17939997583150977,0.20971956327116514,0.39404261003718,0.4955781741218434,0.09639175154325423
52,k-,z,0.51,0.2248,0.51,3.65,0.0008196005757513536,0.0022393144596400604,0.0006140651465653388,0.07757636553162814,0.2798628136388109,0.0008196005757513536
