,hadron,Q2,x,z,phT,Siv,tot_err,1D_dependence
0,pi+,2.7325,0.036,0.367375,0.37725,-0.0031843216,0.002012345,x
1,pi+,2.7325,0.0382020202020202,0.367375,0.37725,-0.003118774,0.002038568,x
2,pi+,2.7325,0.0404040404040404,0.367375,0.37725,-0.0030564377,0.0020656264,x
3,pi+,2.7325,0.0426060606060606,0.367375,0.37725,-0.0029973413,0.0020934732,x
4,pi+,2.7325,0.0448080808080808,0.367375,0.37725,-0.002941605,0.0021220888,x
5,pi+,2.7325,0.047010101010101,0.367375,0.37725,-0.0028891372,0.002151385,x
6,pi+,2.7325,0.0492121212121212,0.367375,0.37725,-0.0028399422,0.0021813104,x
7,pi+,2.7325,0.0514141414141414,0.367375,0.37725,-0.0027940797,0.002211811,x
8,pi+,2.7325,0.0536161616161616,0.367375,0.37725,-0.0027511062,0.0022430208,x
9,pi+,2.7325,0.0558181818181818,0.367375,0.37725,-0.0027105177,0.0022750539,x
10,pi+,2.7325,0.058020202020202,0.367375,0.37725,-0.0026721507,0.0023079263,x
11,pi+,2.7325,0.0602222222222222,0.367375,0.37725,-0.0026358424,0.0023416202,x
12,pi+,2.7325,0.0624242424242424,0.367375,0.37725,-0.00260146,0.002376153,x
13,pi+,2.7325,0.0646262626262626,0.367375,0.37725,-0.002568856,0.0024115238,x
14,pi+,2.7325,0.0668282828282828,0.367375,0.37725,-0.0025379173,0.0024477185,x
15,pi+,2.7325,0.069030303030303,0.367375,0.37725,-0.002508496,0.0024847062,x
16,pi+,2.7325,0.0712323232323232,0.367375,0.37725,-0.002480551,0.0025224276,x
17,pi+,2.7325,0.0734343434343434,0.367375,0.37725,-0.0024540152,0.0025608595,x
18,pi+,2.7325,0.0756363636363636,0.367375,0.37725,-0.0024286967,0.0025999942,x
19,pi+,2.7325,0.0778383838383838,0.367375,0.37725,-0.0024044877,0.0026398117,x
20,pi+,2.7325,0.080040404040404,0.367375,0.37725,-0.0023814265,0.0026802965,x
21,pi+,2.7325,0.0822424242424242,0.367375,0.37725,-0.0023595232,0.0027214028,x
22,pi+,2.7325,0.0844444444444444,0.367375,0.37725,-0.0023387542,0.0027630846,x
23,pi+,2.7325,0.0866464646464646,0.367375,0.37725,-0.002318991,0.0028053655,x
24,pi+,2.7325,0.0888484848484848,0.367375,0.37725,-0.0023001076,0.002848243,x
25,pi+,2.7325,0.091050505050505,0.367375,0.37725,-0.0022821587,0.0028916572,x
26,pi+,2.7325,0.0932525252525252,0.367375,0.37725,-0.0022651295,0.0029355471,x
27,pi+,2.7325,0.0954545454545454,0.367375,0.37725,-0.002249076,0.002979912,x
28,pi+,2.7325,0.0976565656565656,0.367375,0.37725,-0.0022340158,0.003024723,x
29,pi+,2.7325,0.0998585858585858,0.367375,0.37725,-0.0022197275,0.003070022,x
30,pi+,2.7325,0.102060606060606,0.367375,0.37725,-0.0022061737,0.0031157534,x
31,pi+,2.7325,0.1042626262626262,0.367375,0.37725,-0.0021934176,0.0031618837,x
32,pi+,2.7325,0.1064646464646464,0.367375,0.37725,-0.0021815146,0.0032084063,x
33,pi+,2.7325,0.1086666666666666,0.367375,0.37725,-0.002170476,0.0032552867,x
34,pi+,2.7325,0.1108686868686868,0.367375,0.37725,-0.0021602726,0.0033025315,x
35,pi+,2.7325,0.113070707070707,0.367375,0.37725,-0.0021507163,0.0033501682,x
36,pi+,2.7325,0.1152727272727272,0.367375,0.37725,-0.0021418396,0.003398149,x
37,pi+,2.7325,0.1174747474747474,0.367375,0.37725,-0.0021336728,0.003446418,x
38,pi+,2.7325,0.1196767676767676,0.367375,0.37725,-0.0021262297,0.0034949447,x
39,pi+,2.7325,0.1218787878787878,0.367375,0.37725,-0.0021195367,0.0035437401,x
40,pi+,2.7325,0.124080808080808,0.367375,0.37725,-0.002113575,0.003592752,x
41,pi+,2.7325,0.1262828282828282,0.367375,0.37725,-0.0021081888,0.0036420247,x
42,pi+,2.7325,0.1284848484848484,0.367375,0.37725,-0.00210339,0.0036915347,x
43,pi+,2.7325,0.1306868686868686,0.367375,0.37725,-0.0020992162,0.0037412802,x
44,pi+,2.7325,0.1328888888888889,0.367375,0.37725,-0.0020956853,0.0037912366,x
45,pi+,2.7325,0.1350909090909091,0.367375,0.37725,-0.002092789,0.0038413883,x
46,pi+,2.7325,0.1372929292929293,0.367375,0.37725,-0.002090537,0.0038917114,x
47,pi+,2.7325,0.1394949494949495,0.367375,0.37725,-0.0020889128,0.003942209,x
48,pi+,2.7325,0.1416969696969697,0.367375,0.37725,-0.0020878052,0.003992891,x
49,pi+,2.7325,0.1438989898989899,0.367375,0.37725,-0.0020872054,0.0040437155,x
50,pi+,2.7325,0.1461010101010101,0.367375,0.37725,-0.002087175,0.004094662,x
51,pi+,2.7325,0.1483030303030303,0.367375,0.37725,-0.0020876944,0.0041457126,x
52,pi+,2.7325,0.1505050505050505,0.367375,0.37725,-0.0020887565,0.004196853,x
53,pi+,2.7325,0.1527070707070707,0.367375,0.37725,-0.0020903572,0.004248067,x
54,pi+,2.7325,0.1549090909090909,0.367375,0.37725,-0.0020924392,0.004299369,x
55,pi+,2.7325,0.1571111111111111,0.367375,0.37725,-0.0020949703,0.0043507568,x
56,pi+,2.7325,0.1593131313131313,0.367375,0.37725,-0.0020979329,0.004402212,x
57,pi+,2.7325,0.1615151515151515,0.367375,0.37725,-0.002101323,0.004453687,x
58,pi+,2.7325,0.1637171717171717,0.367375,0.37725,-0.0021051343,0.004505168,x
59,pi+,2.7325,0.1659191919191919,0.367375,0.37725,-0.0021093967,0.004556657,x
60,pi+,2.7325,0.1681212121212121,0.367375,0.37725,-0.0021140946,0.0046080826,x
61,pi+,2.7325,0.1703232323232323,0.367375,0.37725,-0.002119209,0.004659481,x
62,pi+,2.7325,0.1725252525252525,0.367375,0.37725,-0.002124719,0.0047109043,x
63,pi+,2.7325,0.1747272727272727,0.367375,0.37725,-0.0021306,0.0047623613,x
64,pi+,2.7325,0.1769292929292929,0.367375,0.37725,-0.002136856,0.0048138266,x
65,pi+,2.7325,0.1791313131313131,0.367375,0.37725,-0.002143503,0.0048653185,x
