,hadron,1D_dependence,z,QQ,sbar,ubar,dbar,d,u,s
0,pi+,z,0.2237,3.43,0.40776239152307464,0.3332619429582319,0.5005061000947254,0.33327771301364995,0.4983826242317617,0.40776239152307464
1,pi+,z,0.2737,3.37,0.3167314327909456,0.26504744029984256,0.42773269342394005,0.265045613182866,0.42588803802426545,0.3167314327909456
2,pi+,z,0.3237,3.33,0.2366055568394734,0.20228875605878957,0.3655575317483812,0.202287001075521,0.36400803272076787,0.2366055568394734
3,pi+,z,0.3737,3.28,0.1761735453190468,0.15328114407854782,0.30939681267708274,0.1532795913029227,0.3081028588990053,0.1761735453190468
4,pi+,z,0.4448,3.19,0.11914777036013126,0.10577602727471978,0.23854545261912177,0.10578266504038578,0.2375246851119933,0.11914777036013126
5,pi+,z,0.5646,3.03,0.06605800024190958,0.060436796361428013,0.1583141758599906,0.06044334432335085,0.15762474798114326,0.06605800024190958
6,pi+,z,0.7164,2.74,0.02364316678065909,0.022506709563025796,0.10880876157048676,0.02250712208224952,0.1083804118393351,0.02364316678065909
7,pi+,z,0.8787,2.4,0.0020202700960182864,0.001997766894250894,0.05650709580428051,0.0019978041648688843,0.056312431476269714,0.0020202700960182864
8,pi+,x,0.29,1.24,0.2954554653400364,0.23829216702094075,0.41185096625308704,0.2382924634307805,0.4098023743012573,0.2954554653400364
9,pi+,x,0.33,1.45,0.23855091605712744,0.19870472844340048,0.37464810647074764,0.1987031124730924,0.3729494190551303,0.23855091605712744
10,pi+,x,0.35,1.67,0.21180175657714645,0.1792132299440265,0.35185081482624836,0.17921424951883305,0.35027857944923335,0.21180175657714645
11,pi+,x,0.37,1.99,0.18758794435500356,0.16099157235773753,0.327473074412823,0.1609895538827505,0.3260512140966343,0.18758794435500356
12,pi+,x,0.39,2.79,0.16296646385242272,0.14211498919975565,0.29673831224969,0.14212892397334007,0.2954588385277975,0.16296646385242272
13,pi+,x,0.38,4.54,0.1643052226845989,0.14399997226149627,0.29296668943770643,0.14400255367540785,0.29177692383023957,0.1643052226845989
14,pi+,x,0.37,7.4,0.16570630709117457,0.14568783070988955,0.29010175079072315,0.1457100143947246,0.28889303470927147,0.16570630709117457
15,pi+,x,0.37,11.8,0.15775601926195051,0.1393054621165167,0.2776497464478626,0.1393345614305675,0.27650486995474516,0.15775601926195051
16,pi+,x,0.36,23.8,0.15647380490045362,0.13848727851937342,0.27153772802378656,0.1385118674042146,0.2704427482421443,0.15647380490045362
17,pi+,phT,0.35,3.18,0.20272150986119644,0.17484556302191093,0.33608611462621524,0.17484517690561913,0.3346414909992804,0.20272150986119644
18,pi+,phT,0.35,3.14,0.20293541298171297,0.17498164485044426,0.33642707303258146,0.17498123619000472,0.3349794722341134,0.20293541298171297
19,pi+,phT,0.35,3.14,0.20293541298171297,0.17498164485044426,0.33642707303258146,0.17498123619000472,0.3349794722341134,0.20293541298171297
20,pi+,phT,0.35,3.23,0.20245788328698278,0.17467784789517113,0.33566589772576133,0.1746774896409768,0.33422494340223696,0.20245788328698278
21,pi+,phT,0.36,3.29,0.19061302557728454,0.16509105946365799,0.3240742728989175,0.16509103700356284,0.3226976026830307,0.19061302557728454
22,pi+,phT,0.37,3.36,0.17955981958552567,0.15610930375425844,0.3126588400850559,0.15610764722500334,0.3113543566161529,0.17955981958552567
23,pi+,phT,0.39,3.46,0.15934717512004337,0.13947301515227545,0.2901627654771504,0.13948604855170346,0.28892653867935075,0.15934717512004337
24,pi+,phT,0.41,3.61,0.14146977833496593,0.12466487890805995,0.26787042943398226,0.12467417087724425,0.26669572716431394,0.14146977833496593
25,pi+,phT,0.43,4.08,0.12478448237679607,0.11075286614445702,0.24461923606687555,0.11076403921256261,0.24355403246909582,0.12478448237679607
