,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
68,pi+,3.62,0.0493,0.3,0.35,0.55,0.014625329053334676,0.0066,phT
69,pi+,3.71,0.0489,0.31,0.363,0.67,0.027815262296775653,0.0066,phT
70,pi+,3.84,0.0487,0.32,0.382,0.82,0.03141437208104444,0.0087,phT
71,pi+,4.06,0.0486,0.34,0.404,1.04,0.02839224807222675,0.0091,phT
72,pi+,4.77,0.0492,0.39,0.415,1.56,0.040253089691984885,0.0186,phT
73,pi0,2.361,0.072,0.671,0.236,0.39,0.021954650094668585,0.02556345,z
74,pi0,2.414,0.081,0.623,0.304,0.42,0.002268216930603079,0.019649936,z
75,pi0,2.447,0.087,0.587,0.374,0.446,-0.010679044934683753,0.019405412,z
76,pi0,2.486,0.093,0.558,0.448,0.464,0.04450807093153844,0.019577794,z
77,pi0,2.531,0.098,0.531,0.523,0.472,0.026949098932279987,0.023482973,z
78,pi0,2.552,0.102,0.511,0.593,0.488,0.020987169001865313,0.026705243,z
79,pi0,2.583,0.106,0.495,0.663,0.495,0.052641770415676734,0.0314,z
80,pi0,1.293,0.035,0.717,0.351,0.54,-0.02350890638769816,0.037302145,x
81,pi0,1.712,0.055,0.599,0.386,0.451,0.017909953077270717,0.030805844,x
82,pi0,2.184,0.076,0.557,0.406,0.416,0.01046870294493141,0.029516944,x
83,pi0,2.705,0.098,0.531,0.414,0.392,0.035389841369413845,0.023913594,x
84,pi0,3.549,0.133,0.514,0.421,0.372,0.06913235529997466,0.020248457,x
85,pi0,4.716,0.185,0.491,0.428,0.364,0.033860687698933856,0.028715327,x
86,pi0,6.631,0.273,0.47,0.432,0.378,-0.08180866651341573,0.049445323,x
87,pi0,2.731,0.111,0.475,0.391,0.113,-0.005827728532698645,0.031852943,phT
88,pi0,2.649,0.103,0.517,0.384,0.212,0.016704320089771404,0.031795912,phT
89,pi0,2.553,0.095,0.553,0.381,0.29,0.011217386389347826,0.030509834,phT
90,pi0,2.456,0.087,0.587,0.381,0.369,-0.018654480052022093,0.029224989,phT
91,pi0,2.367,0.08,0.623,0.382,0.49,0.004525974537268593,0.022333159,phT
92,pi0,2.28,0.073,0.655,0.404,0.673,0.048904678708268236,0.02268149,phT
93,pi0,2.263,0.07,0.677,0.463,0.959,0.05540984825544545,0.027060118,phT
94,pi-,2.373,0.084,0.596,0.233,0.352,-0.0004872675787824521,0.006441273,z
95,pi-,2.356,0.091,0.553,0.303,0.385,0.0019155690327016552,0.00820061,z
96,pi-,2.338,0.094,0.53,0.373,0.411,-0.0055069591477545365,0.010555094,z
97,pi-,2.332,0.096,0.515,0.447,0.43,0.02265457223912546,0.012798828,z
98,pi-,2.315,0.097,0.504,0.523,0.444,0.014119117815245538,0.016268989,z
99,pi-,2.263,0.096,0.494,0.593,0.447,0.014019958751267795,0.019246298,z
100,pi-,2.247,0.098,0.475,0.663,0.435,0.028388308414440795,0.02251444,z
101,pi-,3.31,0.036,0.37,0.2236,0.44,0.002722781102559452,0.0071,z
102,pi-,3.25,0.038,0.35,0.2736,0.46,-0.006751788537303224,0.0084,z
103,pi-,3.19,0.039,0.33,0.3236,0.48,-0.022681997090489077,0.01,z
104,pi-,3.13,0.04,0.31,0.3736,0.5,-0.012741331678171437,0.0118,z
105,pi-,3.02,0.041,0.28,0.4446,0.52,0.005709298009071134,0.0109,z
106,pi-,2.81,0.042,0.25,0.5643,0.54,0.003301327506585373,0.013,z
107,pi-,2.51,0.042,0.22,0.7171,0.52,-0.002804218209867636,0.019,z
108,pi-,2.21,0.041,0.19,0.8794,0.43,0.0029664719984477134,0.0247,z
109,pi-,3.61,0.0447,0.34,0.223,0.45,-0.0049479570467468965,0.0045,z
110,pi-,3.58,0.0458,0.33,0.273,0.48,0.006649693418330996,0.0054,z
111,pi-,3.52,0.0468,0.31,0.323,0.5,-0.017268082132308626,0.0065,z
112,pi-,3.45,0.0475,0.3,0.373,0.52,0.005249755770704339,0.0078,z
113,pi-,3.34,0.0488,0.27,0.444,0.54,-0.003312943083331384,0.0071,z
114,pi-,3.11,0.0499,0.24,0.564,0.55,-0.0011186766342039106,0.0086,z
115,pi-,2.77,0.0491,0.21,0.716,0.53,-0.04188764661091003,0.0127,z
116,pi-,2.43,0.0473,0.19,0.879,0.43,-0.004585206589636265,0.0168,z
117,pi-,1.278,0.035,0.708,0.33,0.484,0.011186062692102323,0.01034698,x
118,pi-,1.629,0.055,0.57,0.35,0.403,0.019838610227130443,0.008856636,x
119,pi-,2.011,0.076,0.512,0.36,0.367,0.011043669496059706,0.009527329,x
120,pi-,2.451,0.098,0.481,0.367,0.352,-0.0006475294113028718,0.008766413,x
121,pi-,3.192,0.133,0.462,0.369,0.344,-0.0007679914888626314,0.008286133,x
122,pi-,4.291,0.186,0.447,0.367,0.34,-0.018240047262080807,0.010917875,x
123,pi-,6.125,0.275,0.43,0.363,0.354,-0.01755020247848835,0.015411684,x
124,pi-,1.24,0.006453,0.65,0.29,0.54,0.020684857735393004,0.0159,x
125,pi-,1.46,0.01057,0.47,0.32,0.52,-0.009063000437133867,0.0104,x
126,pi-,1.68,0.01641,0.35,0.35,0.49,-0.0018413742028477841,0.0088,x
127,pi-,2.02,0.02552,0.27,0.37,0.46,-0.014729779779228309,0.0079,x
128,pi-,2.82,0.03964,0.24,0.38,0.45,-0.00879969866664321,0.0089,x
129,pi-,4.59,0.06247,0.25,0.38,0.45,-0.009081177771281694,0.0113,x
130,pi-,7.42,0.1004,0.25,0.36,0.46,-0.012883150547086334,0.0153,x
131,pi-,11.9,0.1607,0.25,0.36,0.47,-0.0074708313577641905,0.0232,x
132,pi-,23.9,0.2781,0.28,0.35,0.51,0.01634956262530943,0.0411,x
133,pi-,1.24,0.0064,0.65,0.285,0.54,0.010226908933558418,0.0115,x
134,pi-,1.48,0.0106,0.48,0.32,0.52,0.0027063146250294184,0.0075,x
135,pi-,1.73,0.0164,0.36,0.344,0.5,-0.007934217380407184,0.0063,x
136,pi-,2.05,0.0257,0.27,0.358,0.49,-0.0024076877297659663,0.0054,x
137,pi-,2.72,0.0398,0.23,0.365,0.48,-0.0068675187150506216,0.0057,x
138,pi-,4.22,0.0627,0.23,0.359,0.48,-0.007692038762800293,0.0068,x
139,pi-,6.66,0.1007,0.22,0.353,0.48,0.009570752522873363,0.0083,x
140,pi-,10.54,0.1619,0.22,0.349,0.48,0.006140092478579497,0.0109,x
141,pi-,20.85,0.2873,0.24,0.345,0.51,-0.004924652235697003,0.0147,x
142,pi-,2.454,0.106,0.462,0.337,0.11,0.015813130534901746,0.009709789,phT
143,pi-,2.445,0.102,0.493,0.346,0.211,-0.0032335895977086567,0.009708244,phT
144,pi-,2.393,0.096,0.525,0.35,0.29,0.013635235263319619,0.009176056,phT
145,pi-,2.314,0.089,0.556,0.348,0.369,-0.0010461516248461353,0.008998889,phT
146,pi-,2.269,0.083,0.586,0.349,0.488,-0.005678317606345664,0.006760178,phT
147,pi-,2.265,0.079,0.619,0.371,0.67,0.003097249080642526,0.008683317,phT
148,pi-,2.224,0.072,0.658,0.433,0.951,0.009057711483023957,0.014616429,phT
149,pi-,3.05,0.041,0.29,0.35,0.1545,-0.01141318406919822,0.0112,phT
150,pi-,3.0,0.04,0.3,0.35,0.252,-0.01804042490867352,0.0092,phT
151,pi-,3.01,0.039,0.31,0.35,0.3497,0.0044534254795106625,0.0089,phT
152,pi-,3.08,0.039,0.32,0.35,0.4483,-0.03335701726064766,0.0095,phT
153,pi-,3.15,0.038,0.33,0.35,0.5475,-0.012360787425003022,0.0109,phT
154,pi-,3.23,0.038,0.34,0.36,0.668,0.004372589824268725,0.0109,phT
155,pi-,3.29,0.037,0.35,0.38,0.8168,-0.03405350913380157,0.0149,phT
156,pi-,3.42,0.036,0.38,0.4,1.042,-0.008766454844178284,0.0159,phT
157,pi-,3.83,0.035,0.43,0.42,1.554,-0.018363683847261947,0.0349,phT
158,pi-,3.38,0.0487,0.28,0.346,0.15,0.006268620357736898,0.0075,phT
159,pi-,3.32,0.0477,0.29,0.344,0.25,-0.006166286545177025,0.0062,phT
160,pi-,3.29,0.0464,0.29,0.342,0.35,-0.00444005073658644,0.0058,phT
161,pi-,3.36,0.0464,0.3,0.34,0.45,-0.0006074220370833902,0.0062,phT
162,pi-,3.46,0.0464,0.31,0.342,0.55,-0.002812820956466241,0.0069,phT
163,pi-,3.53,0.0461,0.32,0.351,0.67,-0.0006721037119100637,0.0069,phT
164,pi-,3.65,0.0458,0.33,0.366,0.82,-0.011888448276566231,0.0092,phT
165,pi-,3.83,0.0452,0.34,0.386,1.04,-0.00712739217090343,0.0096,phT
166,pi-,4.34,0.0442,0.4,0.4,1.56,-0.016862671536290966,0.0197,phT
167,k+,2.429,0.083,0.606,0.236,0.354,0.020858629883769592,0.017661823,z
168,k+,2.474,0.092,0.568,0.305,0.385,0.04218825666710282,0.017803651,z
169,k+,2.528,0.097,0.545,0.374,0.415,0.040759319339795416,0.018788294,z
170,k+,2.521,0.099,0.531,0.448,0.443,0.058364557146558055,0.020465825,z
171,k+,2.511,0.102,0.515,0.524,0.47,0.056665693765013604,0.024382371,z
172,k+,2.552,0.103,0.515,0.593,0.497,0.04211482528201069,0.028487541,z
173,k+,2.562,0.106,0.495,0.663,0.512,0.0006512046307304096,0.032743854,z
174,k+,3.97,0.028,0.5,0.2249,0.52,-0.0061875344602655155,0.0203,z
175,k+,4.0,0.032,0.46,0.2747,0.52,-0.018828908507727088,0.021,z
176,k+,3.92,0.035,0.42,0.3245,0.54,-0.009979909165232696,0.022,z
177,k+,3.87,0.038,0.38,0.3742,0.55,0.019604419054227624,0.0241,z
178,k+,3.74,0.042,0.33,0.4463,0.56,-0.020193184521193557,0.0196,z
179,k+,3.44,0.046,0.27,0.5659,0.58,0.01909065289587719,0.0216,z
180,k+,3.25,0.051,0.23,0.7142,0.62,0.06683482992620951,0.032,z
181,k+,2.93,0.052,0.2,0.8732,0.61,0.06962606176564079,0.05,z
182,k+,4.51,0.0324,0.5,0.225,0.55,-0.016980355716892322,0.0155,z
183,k+,4.49,0.0372,0.45,0.275,0.56,0.010955130369942636,0.0156,z
184,k+,4.46,0.0417,0.4,0.324,0.57,0.014277032265050239,0.0164,z
185,k+,4.36,0.0454,0.36,0.374,0.57,0.007751331962642973,0.0175,z
186,k+,4.18,0.0499,0.31,0.447,0.58,0.018656225522071006,0.0139,z
187,k+,3.89,0.0558,0.26,0.567,0.6,0.0608061965570765,0.0143,z
188,k+,3.77,0.0616,0.22,0.715,0.64,0.0725168772068929,0.0209,z
189,k+,3.55,0.063,0.2,0.874,0.63,0.06791894591189579,0.0317,z
190,k+,1.285,0.036,0.709,0.364,0.53,0.007328171644164334,0.028715501,x
191,k+,1.646,0.056,0.574,0.386,0.439,0.06103390047301774,0.024443609,x
192,k+,2.061,0.076,0.524,0.398,0.399,0.029136491375166225,0.025741018,x
193,k+,2.523,0.099,0.495,0.406,0.375,0.07066484919170361,0.023620542,x
194,k+,3.3,0.134,0.477,0.412,0.363,0.08300143662215691,0.022129844,x
195,k+,4.461,0.186,0.464,0.413,0.355,0.08607181673980956,0.025210315,x
196,k+,6.374,0.274,0.45,0.416,0.355,0.11136073575104016,0.029977492,x
197,k+,1.24,0.006452,0.65,0.3,0.57,0.03793052675016387,0.03,x
198,k+,1.49,0.01054,0.48,0.35,0.56,0.008197534059311028,0.0199,x
199,k+,1.82,0.01628,0.38,0.39,0.56,-0.04856406044810338,0.0184,x
200,k+,2.39,0.02533,0.32,0.44,0.55,0.027536618855427745,0.0186,x
201,k+,3.61,0.0398,0.3,0.46,0.54,0.012968034928552268,0.0221,x
202,k+,5.74,0.06279,0.3,0.45,0.54,-0.00925327919250446,0.0258,x
203,k+,9.1,0.1008,0.3,0.45,0.53,0.015781220918097104,0.0325,x
204,k+,14.5,0.1608,0.3,0.45,0.54,0.15806606782717228,0.0465,x
205,k+,28.7,0.2847,0.33,0.44,0.56,0.010716523406259958,0.0762,x
206,k+,1.23,0.0065,0.64,0.299,0.64,0.029541677548617362,0.0271,x
207,k+,1.47,0.0106,0.47,0.35,0.6,0.011481289276932238,0.0161,x
208,k+,1.83,0.0163,0.38,0.391,0.58,0.005058708836504364,0.0141,x
209,k+,2.45,0.0255,0.33,0.433,0.57,0.025410667309602238,0.0133,x
210,k+,3.56,0.0399,0.3,0.458,0.57,0.028987082222381798,0.0151,x
211,k+,5.48,0.0629,0.29,0.463,0.57,0.05174802329934654,0.0172,x
212,k+,8.54,0.1009,0.29,0.468,0.57,0.05082538351798723,0.0203,x
213,k+,13.6,0.1623,0.28,0.473,0.57,0.08591557657624446,0.0261,x
214,k+,26.24,0.2959,0.29,0.468,0.61,0.056955288147988725,0.0319,x
215,k+,2.655,0.111,0.47,0.367,0.111,0.07000800858574491,0.037161808,phT
216,k+,2.619,0.107,0.496,0.376,0.211,-0.01812819418855715,0.033420054,phT
217,k+,2.597,0.103,0.525,0.38,0.29,0.044981379085050684,0.030143988,phT
218,k+,2.52,0.096,0.55,0.387,0.369,0.0382863489546749,0.027170756,phT
219,k+,2.44,0.089,0.576,0.393,0.489,0.06715240867844592,0.018999474,phT
220,k+,2.339,0.081,0.611,0.418,0.673,0.08966790138268094,0.018133395,phT
221,k+,2.253,0.072,0.661,0.471,0.972,0.12732468411806358,0.030081556,phT
222,k+,3.75,0.039,0.38,0.39,0.1543,-0.015579512780175633,0.0266,phT
223,k+,3.75,0.039,0.38,0.39,0.2519,-0.0137699414034978,0.0226,phT
224,k+,3.77,0.039,0.37,0.39,0.3503,0.06074006930309109,0.0215,phT
225,k+,3.77,0.039,0.37,0.4,0.4491,0.0006304208148070825,0.0221,phT
226,k+,3.76,0.039,0.37,0.41,0.5486,0.030626675740126667,0.0236,phT
227,k+,3.68,0.038,0.37,0.42,0.6703,0.0657367914914943,0.0218,phT
228,k+,3.71,0.038,0.37,0.43,0.8192,0.0534520873782339,0.0273,phT
229,k+,3.75,0.037,0.39,0.44,1.051,0.015270331665534483,0.0266,phT
230,k+,4.12,0.036,0.44,0.44,1.57,0.08154390288677665,0.0504,phT
231,k+,4.15,0.0455,0.34,0.41,0.15,-0.02269010849971628,0.0199,phT
232,k+,4.26,0.0467,0.35,0.405,0.25,0.01856303863420649,0.0171,phT
233,k+,4.24,0.0465,0.36,0.404,0.35,0.01876425124617908,0.016,phT
234,k+,4.21,0.0463,0.36,0.408,0.45,0.0008312678992560343,0.0161,phT
235,k+,4.19,0.046,0.36,0.415,0.55,0.014048816369895762,0.0168,phT
236,k+,4.16,0.0459,0.36,0.425,0.67,0.05133068836748901,0.0155,phT
237,k+,4.18,0.046,0.36,0.437,0.82,0.02647437415680505,0.0188,phT
238,k+,4.3,0.046,0.37,0.448,1.06,0.09581132324947063,0.0174,phT
239,k+,4.81,0.0459,0.41,0.438,1.59,0.06289598645604591,0.0312,phT
240,k-,2.393,0.081,0.617,0.234,0.366,0.019764621929183292,0.022734335,z
241,k-,2.38,0.086,0.58,0.303,0.401,-0.026620372737906343,0.024957764,z
242,k-,2.385,0.091,0.553,0.373,0.429,-0.0018136202840605183,0.02862953,z
243,k-,2.32,0.091,0.536,0.448,0.45,-0.0038411312788461504,0.032163644,z
244,k-,2.294,0.091,0.534,0.523,0.463,0.04950467541248235,0.041671093,z
245,k-,2.325,0.092,0.53,0.591,0.479,0.010166367977878508,0.050789369,z
246,k-,2.329,0.094,0.513,0.662,0.493,-0.1416118694081155,0.068919228,z
247,k-,3.65,0.51,0.026,0.2248,0.51,0.021709150454989053,0.023,z
248,k-,3.51,0.46,0.028,0.2743,0.53,-0.015744621539683017,0.0242,z
249,k-,3.49,0.43,0.03,0.3242,0.54,-0.055103530182375446,0.0256,z
250,k-,3.35,0.4,0.032,0.3742,0.56,0.022370395947543215,0.0297,z
251,k-,3.13,0.35,0.034,0.4454,0.56,-0.003491137387918495,0.0251,z
252,k-,2.85,0.29,0.037,0.5641,0.57,-0.014500617300444458,0.0291,z
253,k-,2.68,0.25,0.04,0.7111,0.6,0.037283727638931057,0.0487,z
254,k-,2.45,0.23,0.039,0.8679,0.55,0.24646824215031365,0.0868,z
255,k-,4.12,0.0292,0.51,0.225,0.55,-0.010008431340156549,0.0175,z
256,k-,3.97,0.0323,0.46,0.274,0.56,-0.030225640363480688,0.0184,z
257,k-,3.85,0.035,0.41,0.324,0.57,-0.015485017488602608,0.02,z
258,k-,3.69,0.0372,0.37,0.374,0.58,0.000918684894271141,0.0222,z
259,k-,3.45,0.0397,0.33,0.446,0.58,-0.023107207809050144,0.0185,z
260,k-,3.14,0.0428,0.28,0.564,0.58,-0.0005386872133968292,0.0205,z
261,k-,3.04,0.0462,0.24,0.712,0.62,0.011886038991605074,0.0347,z
262,k-,2.92,0.0459,0.24,0.869,0.56,0.06435445892472774,0.0596,z
263,k-,1.289,0.035,0.715,0.339,0.507,0.04753745460531341,0.0352881,x
264,k-,1.666,0.055,0.582,0.358,0.421,-0.006821044062885176,0.029841247,x
265,k-,2.088,0.076,0.532,0.363,0.381,0.00917697055802329,0.032048869,x
266,k-,2.585,0.098,0.508,0.37,0.366,0.021117161817724238,0.029274562,x
267,k-,3.375,0.133,0.489,0.37,0.363,0.027386203630563,0.028507017,x
268,k-,4.551,0.186,0.474,0.369,0.351,-0.024995700480642882,0.04048827,x
269,k-,6.301,0.275,0.444,0.37,0.364,0.013702419739404241,0.064611145,x
270,k-,1.25,0.006431,0.66,0.3,0.57,-0.1117806804424781,0.0319,x
271,k-,1.51,0.01051,0.48,0.34,0.56,-0.008739334783827402,0.0226,x
272,k-,1.87,0.01621,0.39,0.37,0.54,0.031049977471972842,0.0222,x
273,k-,2.53,0.0252,0.34,0.41,0.54,-0.023510392035197197,0.0231,x
274,k-,3.87,0.03966,0.33,0.42,0.53,0.010619071472466891,0.0282,x
275,k-,6.13,0.06254,0.33,0.41,0.53,0.017041676353218745,0.0357,x
276,k-,9.68,0.09993,0.32,0.41,0.53,0.11499929464489005,0.0464,x
277,k-,15.8,0.1599,0.33,0.4,0.54,0.04792275940434136,0.0719,x
278,k-,31.4,0.2852,0.36,0.37,0.54,0.2537378274021749,0.1281,x
279,k-,1.24,0.0065,0.65,0.296,0.64,0.014437934870023508,0.0295,x
280,k-,1.49,0.0105,0.48,0.341,0.59,-0.00016464929190630057,0.0183,x
281,k-,1.88,0.0163,0.39,0.375,0.57,0.0008362423465520935,0.0168,x
282,k-,2.57,0.0253,0.34,0.405,0.56,-0.025160923886399574,0.0169,x
283,k-,3.83,0.0398,0.33,0.42,0.56,-0.034705485998474506,0.0202,x
284,k-,5.91,0.0626,0.32,0.418,0.56,-0.030834719316998063,0.0245,x
285,k-,9.32,0.1002,0.31,0.418,0.56,0.022994509946826745,0.0315,x
286,k-,15.09,0.1613,0.31,0.411,0.56,-0.0518126249270225,0.0439,x
287,k-,29.47,0.2984,0.33,0.4,0.61,0.008258864644378298,0.0571,x
288,k-,2.467,0.102,0.478,0.342,0.111,0.007033238568479826,0.030782625,phT
289,k-,2.452,0.098,0.516,0.348,0.21,0.06155358148428905,0.032697401,phT
290,k-,2.457,0.094,0.545,0.351,0.29,-0.014070678891841472,0.032869439,phT
291,k-,2.361,0.086,0.576,0.354,0.37,0.024221320274609,0.032076471,phT
292,k-,2.293,0.081,0.604,0.352,0.489,0.05261378584499283,0.023522755,phT
293,k-,2.275,0.076,0.636,0.372,0.673,-0.016137941268166783,0.026974247,phT
294,k-,2.24,0.07,0.678,0.429,0.955,-0.02228460187368592,0.039752862,phT
295,k-,3.27,0.032,0.39,0.38,0.154,0.03741405590539964,0.0331,phT
296,k-,3.27,0.032,0.4,0.37,0.2516,-0.02744278949519711,0.0276,phT
297,k-,3.29,0.031,0.4,0.37,0.3501,-0.05671494763706115,0.0272,phT
298,k-,3.34,0.032,0.4,0.37,0.4491,0.04199488695806479,0.0275,phT
299,k-,3.35,0.032,0.4,0.38,0.5485,-0.028959833942403385,0.0294,phT
300,k-,3.3,0.031,0.41,0.38,0.6699,-0.023695367665649773,0.0269,phT
301,k-,3.3,0.031,0.41,0.39,0.8183,-0.005059128785572114,0.0333,phT
302,k-,3.34,0.03,0.42,0.4,1.052,0.0140120155882769,0.0322,phT
303,k-,3.5,0.028,0.47,0.41,1.57,-0.04281559679606998,0.0577,phT
304,k-,3.55,0.0364,0.36,0.394,0.15,-0.005493324293934775,0.0249,phT
305,k-,3.68,0.0371,0.38,0.381,0.25,-0.022864851925928888,0.0217,phT
306,k-,3.67,0.0367,0.39,0.376,0.35,0.005877111242188112,0.0206,phT
307,k-,3.66,0.0364,0.39,0.375,0.45,-0.018776990265456574,0.0207,phT
308,k-,3.68,0.0363,0.39,0.376,0.55,-0.06905238905288213,0.0218,phT
309,k-,3.67,0.0361,0.4,0.382,0.67,-0.02193296142417918,0.0201,phT
310,k-,3.69,0.0359,0.4,0.39,0.82,-0.04239384347216685,0.0247,phT
311,k-,3.75,0.0356,0.41,0.398,1.06,-0.01844045266411782,0.0231,phT
312,k-,4.03,0.0349,0.45,0.402,1.59,-0.03099446268944802,0.0409,phT
