,Dependence,x1,x2,xF,QT,QM,Siv,tot_err
0,x2,0.1,0.5,-0.4,1.0,4.0,0,0
1,x2,0.1076923076923077,0.5025641025641026,-0.39487179487179486,1.0,4.0,0,0
2,x2,0.11538461538461539,0.5051282051282051,-0.3897435897435897,1.0,4.0,0,0
3,x2,0.12307692307692308,0.5076923076923077,-0.3846153846153846,1.0,4.0,0,0
4,x2,0.13076923076923078,0.5102564102564102,-0.37948717948717947,1.0,4.0,0,0
5,x2,0.13846153846153847,0.5128205128205128,-0.3743589743589743,1.0,4.0,0,0
6,x2,0.14615384615384616,0.5153846153846153,-0.36923076923076914,1.0,4.0,0,0
7,x2,0.15384615384615385,0.517948717948718,-0.36410256410256414,1.0,4.0,0,0
8,x2,0.16153846153846155,0.5205128205128206,-0.35897435897435903,1.0,4.0,0,0
9,x2,0.16923076923076924,0.5230769230769231,-0.35384615384615387,1.0,4.0,0,0
10,x2,0.17692307692307696,0.5256410256410257,-0.3487179487179487,1.0,4.0,0,0
11,x2,0.18461538461538463,0.5282051282051282,-0.3435897435897436,1.0,4.0,0,0
12,x2,0.19230769230769235,0.5307692307692308,-0.3384615384615384,1.0,4.0,0,0
13,x2,0.2,0.5333333333333333,-0.3333333333333333,1.0,4.0,0,0
14,x2,0.20769230769230773,0.5358974358974359,-0.32820512820512815,1.0,4.0,0,0
15,x2,0.2153846153846154,0.5384615384615384,-0.32307692307692304,1.0,4.0,0,0
16,x2,0.22307692307692312,0.541025641025641,-0.3179487179487179,1.0,4.0,0,0
17,x2,0.2307692307692308,0.5435897435897435,-0.3128205128205127,1.0,4.0,0,0
18,x2,0.2384615384615385,0.5461538461538461,-0.3076923076923076,1.0,4.0,0,0
19,x2,0.2461538461538462,0.5487179487179488,-0.3025641025641026,1.0,4.0,0,0
20,x2,0.2538461538461539,0.5512820512820513,-0.29743589743589743,1.0,4.0,0,0
21,x2,0.2615384615384616,0.5538461538461539,-0.29230769230769227,1.0,4.0,0,0
22,x2,0.2692307692307693,0.5564102564102564,-0.28717948717948716,1.0,4.0,0,0
23,x2,0.27692307692307694,0.558974358974359,-0.28205128205128205,1.0,4.0,0,0
24,x2,0.28461538461538466,0.5615384615384615,-0.2769230769230769,1.0,4.0,0,0
25,x2,0.2923076923076924,0.5641025641025641,-0.2717948717948717,1.0,4.0,0,0
26,x2,0.30000000000000004,0.5666666666666667,-0.2666666666666666,1.0,4.0,0,0
27,x2,0.3076923076923077,0.5692307692307692,-0.2615384615384615,1.0,4.0,0,0
28,x2,0.31538461538461543,0.5717948717948718,-0.25641025641025633,1.0,4.0,0,0
29,x2,0.32307692307692315,0.5743589743589743,-0.25128205128205117,1.0,4.0,0,0
30,x2,0.3307692307692308,0.5769230769230769,-0.24615384615384606,1.0,4.0,0,0
31,x2,0.3384615384615385,0.5794871794871794,-0.24102564102564095,1.0,4.0,0,0
32,x2,0.3461538461538462,0.582051282051282,-0.23589743589743578,1.0,4.0,0,0
33,x2,0.3538461538461539,0.5846153846153846,-0.23076923076923073,1.0,4.0,0,0
34,x2,0.3615384615384616,0.5871794871794872,-0.22564102564102562,1.0,4.0,0,0
35,x2,0.36923076923076925,0.5897435897435898,-0.2205128205128205,1.0,4.0,0,0
36,x2,0.376923076923077,0.5923076923076923,-0.21538461538461529,1.0,4.0,0,0
37,x2,0.3846153846153847,0.5948717948717949,-0.21025641025641018,1.0,4.0,0,0
38,x2,0.39230769230769236,0.5974358974358974,-0.20512820512820507,1.0,4.0,0,0
39,x2,0.4,0.6,-0.19999999999999996,1.0,4.0,0,0
