,Dependence,x1,x2,xF,QT,QM,Siv,tot_err
0,x2,0.3,0.5,-0.2,2.0,4.0,0,0
1,x2,0.3153846153846154,0.5,-0.18461538461538463,2.0,4.0,0,0
2,x2,0.33076923076923076,0.5,-0.16923076923076924,2.0,4.0,0,0
3,x2,0.34615384615384615,0.5,-0.15384615384615385,2.0,4.0,0,0
4,x2,0.36153846153846153,0.5,-0.13846153846153847,2.0,4.0,0,0
5,x2,0.3769230769230769,0.5,-0.12307692307692308,2.0,4.0,0,0
6,x2,0.3923076923076923,0.5,-0.1076923076923077,2.0,4.0,0,0
7,x2,0.4076923076923077,0.5,-0.09230769230769231,2.0,4.0,0,0
8,x2,0.4230769230769231,0.5,-0.07692307692307693,2.0,4.0,0,0
9,x2,0.43846153846153846,0.5,-0.06153846153846154,2.0,4.0,0,0
10,x2,0.4538461538461539,0.5,-0.0461538461538461,2.0,4.0,0,0
11,x2,0.46923076923076923,0.5,-0.03076923076923077,2.0,4.0,0,0
12,x2,0.48461538461538467,0.5,-0.01538461538461533,2.0,4.0,0,0
13,x2,0.5,0.5,0.0,2.0,4.0,0,0
14,x2,0.5153846153846154,0.5,0.015384615384615441,2.0,4.0,0,0
15,x2,0.5307692307692308,0.5,0.03076923076923077,2.0,4.0,0,0
16,x2,0.5461538461538462,0.5,0.04615384615384621,2.0,4.0,0,0
17,x2,0.5615384615384615,0.5,0.06153846153846154,2.0,4.0,0,0
18,x2,0.576923076923077,0.5,0.07692307692307698,2.0,4.0,0,0
19,x2,0.5923076923076924,0.5,0.09230769230769242,2.0,4.0,0,0
20,x2,0.6076923076923078,0.5,0.10769230769230775,2.0,4.0,0,0
21,x2,0.6230769230769231,0.5,0.12307692307692308,2.0,4.0,0,0
22,x2,0.6384615384615385,0.5,0.13846153846153852,2.0,4.0,0,0
23,x2,0.653846153846154,0.5,0.15384615384615397,2.0,4.0,0,0
24,x2,0.6692307692307693,0.5,0.1692307692307693,2.0,4.0,0,0
25,x2,0.6846153846153846,0.5,0.18461538461538463,2.0,4.0,0,0
26,x2,0.7000000000000001,0.5,0.20000000000000007,2.0,4.0,0,0
27,x2,0.7153846153846155,0.5,0.2153846153846155,2.0,4.0,0,0
28,x2,0.7307692307692308,0.5,0.23076923076923084,2.0,4.0,0,0
29,x2,0.7461538461538462,0.5,0.24615384615384617,2.0,4.0,0,0
30,x2,0.7615384615384616,0.5,0.2615384615384616,2.0,4.0,0,0
31,x2,0.776923076923077,0.5,0.27692307692307705,2.0,4.0,0,0
32,x2,0.7923076923076924,0.5,0.2923076923076924,2.0,4.0,0,0
33,x2,0.8076923076923077,0.5,0.3076923076923077,2.0,4.0,0,0
34,x2,0.8230769230769233,0.5,0.32307692307692326,2.0,4.0,0,0
35,x2,0.8384615384615386,0.5,0.3384615384615386,2.0,4.0,0,0
36,x2,0.8538461538461539,0.5,0.3538461538461539,2.0,4.0,0,0
37,x2,0.8692307692307693,0.5,0.36923076923076925,2.0,4.0,0,0
38,x2,0.8846153846153848,0.5,0.3846153846153848,2.0,4.0,0,0
39,x2,0.9,0.5,0.4,2.0,4.0,0,0
