,m1,Nu,au,bu,Nub,Nd,ad,bd,Ndb,Ns,aS,bS,Nsb
0,7.035786713584951,0.9090543327511041,3.0473332694973023,21.3936625783493,-0.02669615253805349,-2.394676088297664,2.705152781333809,15.852202762336224,-0.049885066260701716,-12.422953651288651,7.762605749862383,6.4989558845327595,0.0032400721847295035
1,7.4678378147730715,0.95500707652476,2.8620367156383995,19.27128544218242,-0.10827867667262386,-2.42207490256796,2.332599430214756,12.86940293114947,-0.3680055081652677,-14.268321515711653,5.239953937074279,5.297992103510756,-0.016490954375126234
2,6.98185791349487,0.8887980004707373,2.823937004031178,19.31920535880188,-0.14632000723438843,-1.9434441870099084,2.442153904583659,15.074499955407136,-0.32025701837738624,-5.740139678984857,5.438370689166219,6.163149886814349,0.02658884440575978
3,7.70498488560071,0.9408094082278592,2.7313907209708264,18.0656482588723,-0.12511350388657977,-2.6184891089067177,2.517581381771794,13.339894314291485,-0.138760143422291,-6.197093785420654,4.331567021721589,3.55411545002291,0.13973234074995286
4,6.724328170109141,0.9145594352486652,2.6637698567457373,17.67980231926724,-0.08436384834544003,-2.408930380007642,2.354573222220156,12.418496150927194,-0.2529660725823696,-4.235369420818184,6.536020011044467,4.307575292492434,-0.3870246976181403
5,7.3807929428973775,0.9086833957632638,2.941060226623791,20.799253050551183,-0.12203552587923913,-2.4132525994780956,2.4071655626668487,12.604598404859082,-0.1740444314616551,-29.51334108211372,9.95829614761741,1.8828537264845138,0.16167245379456413
6,6.643213234823254,1.0043100349206906,2.916309497872756,17.361008717001642,-0.08401466234265632,-2.522653060496238,2.795385934941565,13.592184479071184,-0.3168386049646591,-16.696110182268484,6.481326850806443,5.197698297534917,0.360467741656458
7,7.358226392184364,0.941411396632416,2.9491197912014555,20.59166346636904,-0.08337645588717524,-2.3092840842012925,2.434090213423707,13.703590631955018,-0.41734517632185075,-2.27989149086841,5.008346210263324,5.074366683964245,-0.02278834017294912
8,6.478548846334178,0.8740899209785251,2.8490120988468854,21.160510288373928,-0.04009613816561603,-2.197002471937911,2.712260369196058,19.749854504862107,-0.3071701128794313,-19.141366848328154,2.227594800727742,4.650523394525878,0.052955184068757
9,6.49254407929564,0.8298570043549995,2.7585730116280374,19.074934049631896,-0.08066600992335625,-2.510943879335232,2.9218881450728578,16.598346934883473,-0.06448153451243988,-12.775877950692076,3.9040075490056747,3.096848330059218,0.02480257973930408
10,7.164174902498467,0.9119633866497674,2.6703502596405846,19.979276625063235,-0.09554056126506784,-2.2573996494004716,2.6503369568912474,17.366602038969972,-0.6080938622708186,-2.6645070332147274,2.557134864670027,3.3351342145738143,-0.1997088416554058
11,6.217684326775557,0.8806571246019899,2.550314146450993,17.284858213735568,-0.06530651457800268,-2.433117587822376,3.110161785283865,20.934894486102955,-0.4221993816672751,-14.937540492852687,1.3312987978316593,0.346044949470933,0.07319219616099644
12,6.72041255968345,0.8628781756143606,2.7488046564780606,16.922956533466657,-0.04395462536021706,-2.220399079790879,2.6747256722693935,14.289565359569053,-0.30606802318778736,-27.67994181950208,8.199090878422966,2.1858527466020723,-0.06337335290650785
13,7.898683301495446,1.0048491581453103,2.708286144088983,20.02773380267501,-0.0570124289112498,-2.557807063176005,2.01342773547065,14.55246066537065,-0.26755555741536796,-7.588012363972149,3.6472434803153027,3.0841577224707497,0.027354758407654885
14,6.989419759940453,0.97253171492212,2.783065873023659,18.97425856461646,-0.08718983166497084,-2.4233692434125786,3.174246874446628,19.645579290249785,-0.3662850313412863,-14.010732966017306,1.1174861977826844,3.2198667489731796,0.3275631061272766
15,7.6271963495723565,0.9258197918027942,2.8633814662032555,19.439723853420645,-0.0816983393953565,-2.0341527504099175,2.3604751305341316,14.252387473864744,-0.2359818289012055,-5.829020482224358,1.8948798625174397,1.123564780093721,-0.31052740935731993
16,7.069522312496341,0.9007812719241979,2.658895413516542,18.3501554172933,-0.1055968797319898,-2.174149162702395,3.064236578969194,20.215631740074745,-0.30732208316084325,-0.7876345856118121,2.7762854484371156,3.561539290634233,-0.12913451427061753
17,7.121623496089316,0.8908310942765438,2.8224122454181058,18.82387889162879,-0.07293750363530936,-1.9881826902318775,2.2636614939838404,12.47772007569835,-0.37027933467716506,-6.056928145724905,11.760813884991805,5.482978181960366,0.22270798479300255
18,7.096738395220822,0.8900796951110729,2.6288121671600604,17.739842942848433,-0.08330049994197619,-2.4446733638163773,3.080623690887111,17.861985429047763,-0.26001519118005556,4.3203892426377735,6.313293606125774,2.4871824037843724,-0.17643956778081699
19,6.8470900154870895,0.8984559352256993,2.7654186570254566,20.081330190573254,-0.09861581941899189,-2.277418371770039,2.337415069575533,16.98583666746911,-0.11802820830245944,-17.488173074827277,4.077301262052762,2.396751503992633,0.36284121349690485
20,7.393884419660329,0.9269639530568695,2.777784777090741,19.846446644961773,-0.07669288184411717,-2.2382712186097504,2.7958084047072016,16.99299158405782,-0.3613030908036142,-12.058582288011646,7.978530777018243,2.874025450066106,0.3341509307628101
21,6.452830968391462,0.8495997680135315,2.7789198629603282,18.352054154772656,-0.05590272847336009,-2.726728681733328,3.173029190044987,16.186563544011353,-0.7189179895090025,-13.994251879863208,1.3906906994247583,2.487627906702828,0.20201195798598146
