,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
58,pi-,2.393,0.096,0.525,0.35,0.29,0.003818355885722172,0.009176056,phT
59,pi-,2.314,0.089,0.556,0.348,0.369,0.004062795270954651,0.008998889,phT
60,pi-,2.269,0.083,0.586,0.349,0.488,0.004177143322648475,0.006760178,phT
61,pi-,2.265,0.079,0.619,0.371,0.67,0.0024928911555028464,0.008683317,phT
62,pi-,2.224,0.072,0.658,0.433,0.951,-0.005187209693583496,0.014616429,phT
63,k+,2.429,0.083,0.606,0.236,0.354,0.0173179707049694,0.017661823,z
64,k+,2.474,0.092,0.568,0.305,0.385,0.03406400812700375,0.017803651,z
65,k+,2.528,0.097,0.545,0.374,0.415,0.04852963006494802,0.018788294,z
66,k+,2.521,0.099,0.531,0.448,0.443,0.05889305635159825,0.020465825,z
67,k+,2.511,0.102,0.515,0.524,0.47,0.061987448177513095,0.024382371,z
68,k+,2.552,0.103,0.515,0.593,0.497,0.04559936466016227,0.028487541,z
69,k+,2.562,0.106,0.495,0.663,0.512,0.01452859795263875,0.032743854,z
70,k+,1.285,0.036,0.709,0.364,0.53,0.030984045768443682,0.028715501,x
71,k+,1.646,0.056,0.574,0.386,0.439,0.04802523929251775,0.024443609,x
72,k+,2.061,0.076,0.524,0.398,0.399,0.061943771555402476,0.025741018,x
73,k+,2.523,0.099,0.495,0.406,0.375,0.07208372923574408,0.023620542,x
74,k+,3.3,0.134,0.477,0.412,0.363,0.08091329585945542,0.022129844,x
75,k+,4.461,0.186,0.464,0.413,0.355,0.08686425175074898,0.025210315,x
76,k+,6.374,0.274,0.45,0.416,0.355,0.08943039144001406,0.029977492,x
77,k+,2.655,0.111,0.47,0.367,0.111,0.017664072396809165,0.037161808,phT
78,k+,2.619,0.107,0.496,0.376,0.211,0.03346399412427365,0.033420054,phT
79,k+,2.597,0.103,0.525,0.38,0.29,0.0453074551755912,0.030143988,phT
80,k+,2.52,0.096,0.55,0.387,0.369,0.05551384842457217,0.027170756,phT
81,k+,2.44,0.089,0.576,0.393,0.489,0.06968250935313874,0.018999474,phT
82,k+,2.339,0.081,0.611,0.418,0.673,0.08990254954171971,0.018133395,phT
83,k+,2.253,0.072,0.661,0.471,0.972,0.11859549763697025,0.030081556,phT
84,k-,2.393,0.081,0.617,0.234,0.366,-0.00321456849901217,0.022734335,z
85,k-,2.38,0.086,0.58,0.303,0.401,0.0020372291720315403,0.024957764,z
86,k-,2.385,0.091,0.553,0.373,0.429,0.00828294173257167,0.02862953,z
87,k-,2.32,0.091,0.536,0.448,0.45,0.014514686274836952,0.032163644,z
88,k-,2.294,0.091,0.534,0.523,0.463,0.021013377033265834,0.041671093,z
89,k-,2.325,0.092,0.53,0.591,0.479,0.018610787152658195,0.050789369,z
90,k-,2.329,0.094,0.513,0.662,0.493,0.006105040987705202,0.068919228,z
91,k-,1.289,0.035,0.715,0.339,0.507,0.012374357198752989,0.0352881,x
92,k-,1.666,0.055,0.582,0.358,0.421,0.014356251231496895,0.029841247,x
93,k-,2.088,0.076,0.532,0.363,0.381,0.014435038435857073,0.032048869,x
94,k-,2.585,0.098,0.508,0.37,0.366,0.011192158216491162,0.029274562,x
95,k-,3.375,0.133,0.489,0.37,0.363,0.0058220513893197465,0.028507017,x
96,k-,4.551,0.186,0.474,0.369,0.351,-0.00026392580877099183,0.04048827,x
97,k-,6.301,0.275,0.444,0.37,0.364,-0.005220859582626734,0.064611145,x
98,k-,2.467,0.102,0.478,0.342,0.111,0.004912479012206525,0.030782625,phT
99,k-,2.452,0.098,0.516,0.348,0.21,0.008632800886890604,0.032697401,phT
100,k-,2.457,0.094,0.545,0.351,0.29,0.011058593860826709,0.032869439,phT
101,k-,2.361,0.086,0.576,0.354,0.37,0.011687678796152312,0.032076471,phT
102,k-,2.293,0.081,0.604,0.352,0.489,0.013527383645755033,0.023522755,phT
103,k-,2.275,0.076,0.636,0.372,0.673,0.014774703965834333,0.026974247,phT
104,k-,2.24,0.07,0.678,0.429,0.955,0.011840573394733517,0.039752862,phT
