,hadron,Q2,x,z,phT,Siv,tot_err,1D_dependence
0,pi+,5.738888888888889,0.0065,0.349,0.5,-0.015712133,0.0058049173,x
1,pi+,5.738888888888889,0.0093444444444444,0.349,0.5,-0.014449947,0.005224029,x
2,pi+,5.738888888888889,0.0121888888888888,0.349,0.5,-0.013276277,0.004761666,x
3,pi+,5.738888888888889,0.0150333333333333,0.349,0.5,-0.012167995,0.0043886113,x
4,pi+,5.738888888888889,0.0178777777777777,0.349,0.5,-0.011099947,0.0041041034,x
5,pi+,5.738888888888889,0.0207222222222222,0.349,0.5,-0.010056675,0.0039064386,x
6,pi+,5.738888888888889,0.0235666666666666,0.349,0.5,-0.009021161,0.0037918112,x
7,pi+,5.738888888888889,0.0264111111111111,0.349,0.5,-0.0079866005,0.0037546433,x
8,pi+,5.738888888888889,0.0292555555555555,0.349,0.5,-0.0064791255,0.0035949182,x
9,pi+,5.738888888888889,0.0321,0.349,0.5,-0.0041924827,0.0032958179,x
10,pi+,5.738888888888889,0.0349444444444444,0.349,0.5,-0.0019427354,0.0032027815,x
11,pi+,5.738888888888889,0.0377888888888888,0.349,0.5,1.0733941e-05,0.0031612434,x
12,pi+,5.738888888888889,0.0406333333333333,0.349,0.5,0.0021909086,0.00293576,x
13,pi+,5.738888888888889,0.0434777777777777,0.349,0.5,0.00455904,0.0027168477,x
14,pi+,5.738888888888889,0.0463222222222222,0.349,0.5,0.007061469,0.002588699,x
15,pi+,5.738888888888889,0.0491666666666666,0.349,0.5,0.009921262,0.0024561072,x
16,pi+,5.738888888888889,0.0520111111111111,0.349,0.5,0.012786232,0.0023784111,x
17,pi+,5.738888888888889,0.0548555555555555,0.349,0.5,0.015625447,0.0023529734,x
18,pi+,5.738888888888889,0.0577,0.349,0.5,0.018411824,0.0023528964,x
19,pi+,5.738888888888889,0.0605444444444444,0.349,0.5,0.021175196,0.0023690457,x
20,pi+,5.738888888888889,0.0633888888888889,0.349,0.5,0.023925334,0.0024027359,x
21,pi+,5.738888888888889,0.0662333333333333,0.349,0.5,0.0266647,0.0024553281,x
22,pi+,5.738888888888889,0.0690777777777778,0.349,0.5,0.029402805,0.0025320172,x
23,pi+,5.738888888888889,0.0719222222222222,0.349,0.5,0.032141034,0.0026373302,x
24,pi+,5.738888888888889,0.0747666666666666,0.349,0.5,0.0348754,0.0027678797,x
25,pi+,5.738888888888889,0.0776111111111111,0.349,0.5,0.03760342,0.0029265645,x
26,pi+,5.738888888888889,0.0804555555555555,0.349,0.5,0.04034217,0.0031019303,x
27,pi+,5.738888888888889,0.0833,0.349,0.5,0.04310269,0.003297128,x
28,pi+,5.738888888888889,0.0861444444444444,0.349,0.5,0.045880303,0.003520503,x
29,pi+,5.738888888888889,0.0889888888888889,0.349,0.5,0.048675552,0.0037758704,x
30,pi+,5.738888888888889,0.0918333333333333,0.349,0.5,0.05147504,0.0040616556,x
31,pi+,5.738888888888889,0.0946777777777777,0.349,0.5,0.05416985,0.0043843184,x
32,pi+,5.738888888888889,0.0975222222222222,0.349,0.5,0.056712713,0.004745262,x
33,pi+,5.738888888888889,0.1003666666666666,0.349,0.5,0.059222497,0.0051351,x
34,pi+,5.738888888888889,0.1032111111111111,0.349,0.5,0.061810147,0.0055355993,x
35,pi+,5.738888888888889,0.1060555555555555,0.349,0.5,0.06443393,0.0059453556,x
36,pi+,5.738888888888889,0.1089,0.349,0.5,0.06694825,0.0063122837,x
37,pi+,5.738888888888889,0.1117444444444444,0.349,0.5,0.06934258,0.006763029,x
38,pi+,5.738888888888889,0.1145888888888889,0.349,0.5,0.071421124,0.0073367,x
39,pi+,5.738888888888889,0.1174333333333333,0.349,0.5,0.072540075,0.007955611,x
40,pi+,5.738888888888889,0.1202777777777777,0.349,0.5,0.07216068,0.008244258,x
41,pi+,5.738888888888889,0.1231222222222222,0.349,0.5,0.071170084,0.008087192,x
42,pi+,5.738888888888889,0.1259666666666666,0.349,0.5,0.0700405,0.0075731496,x
43,pi+,5.738888888888889,0.1288111111111111,0.349,0.5,0.06889751,0.0070994115,x
44,pi+,5.738888888888889,0.1316555555555555,0.349,0.5,0.06775266,0.0067267804,x
45,pi+,5.738888888888889,0.1345,0.349,0.5,0.0666074,0.0064818123,x
46,pi+,5.738888888888889,0.1373444444444444,0.349,0.5,0.06546236,0.0063843196,x
47,pi+,5.738888888888889,0.1401888888888889,0.349,0.5,0.06431927,0.006444773,x
48,pi+,5.738888888888889,0.1430333333333333,0.349,0.5,0.063178256,0.0066616777,x
49,pi+,5.738888888888889,0.1458777777777778,0.349,0.5,0.062038384,0.0070222276,x
50,pi+,5.738888888888889,0.1487222222222222,0.349,0.5,0.060898688,0.0075086723,x
51,pi+,5.738888888888889,0.1515666666666666,0.349,0.5,0.059758093,0.0080998065,x
52,pi+,5.738888888888889,0.1544111111111111,0.349,0.5,0.05861659,0.008775951,x
53,pi+,5.738888888888889,0.1572555555555555,0.349,0.5,0.05747535,0.009520746,x
54,pi+,5.738888888888889,0.1601,0.349,0.5,0.056336183,0.010319844,x
55,pi+,5.738888888888889,0.1629444444444444,0.349,0.5,0.055535506,0.010470879,x
56,pi+,5.738888888888889,0.1657888888888889,0.349,0.5,0.054922737,0.010418436,x
57,pi+,5.738888888888889,0.1686333333333333,0.349,0.5,0.054317318,0.010366372,x
58,pi+,5.738888888888889,0.1714777777777777,0.349,0.5,0.05371623,0.010315677,x
59,pi+,5.738888888888889,0.1743222222222222,0.349,0.5,0.053119414,0.010262051,x
60,pi+,5.738888888888889,0.1771666666666667,0.349,0.5,0.052526098,0.010210339,x
61,pi+,5.738888888888889,0.1800111111111111,0.349,0.5,0.051936083,0.010161327,x
62,pi+,5.738888888888889,0.1828555555555555,0.349,0.5,0.05134853,0.01011344,x
63,pi+,5.738888888888889,0.1857,0.349,0.5,0.05076305,0.010067903,x
64,pi+,5.738888888888889,0.1885444444444444,0.349,0.5,0.050180383,0.010025122,x
65,pi+,5.738888888888889,0.1913888888888889,0.349,0.5,0.049600173,0.009984613,x
66,pi+,5.738888888888889,0.1942333333333333,0.349,0.5,0.04902053,0.00994919,x
67,pi+,5.738888888888889,0.1970777777777778,0.349,0.5,0.048442163,0.009918278,x
68,pi+,5.738888888888889,0.1999222222222222,0.349,0.5,0.04786281,0.009894232,x
69,pi+,5.738888888888889,0.2027666666666666,0.349,0.5,0.04728278,0.009876113,x
70,pi+,5.738888888888889,0.2056111111111111,0.349,0.5,0.04670351,0.009865163,x
