,x1,x2,pT,QM,A,frac_error,errA,fsbar_xA,fubar_xA,fdbar_xA,fd_xA,fu_xA,fs_xA,fsbar_xB,fubar_xB,fdbar_xB,fd_xB,fu_xB,fs_xB
0,0.206892673,0.194844182,0.1,5.5,0.004753321231124353,0.041666667000000004,0.00019805505288128847,0.015939191597818647,0.03640490691616693,0.0562577182379866,0.3086404281108721,0.6149291933555341,0.03345090643325897,0.01810429650450187,0.04157951009723496,0.06390387191157021,0.32157177261135705,0.6247963740835255,0.03661341494878534
1,0.206892673,0.194844182,0.3,5.5,0.012778366123568429,0.028985507,0.00037038742072325557,0.015939191597818647,0.03640490691616693,0.0562577182379866,0.3086404281108721,0.6149291933555341,0.03345090643325897,0.01810429650450187,0.04157951009723496,0.06390387191157021,0.32157177261135705,0.6247963740835255,0.03661341494878534
2,0.206892673,0.194844182,0.5,5.5,0.01822011143843761,0.030434782999999997,0.0005545251378646665,0.015939191597818647,0.03640490691616693,0.0562577182379866,0.3086404281108721,0.6149291933555341,0.03345090643325897,0.01810429650450187,0.04157951009723496,0.06390387191157021,0.32157177261135705,0.6247963740835255,0.03661341494878534
3,0.206892673,0.194844182,0.7,5.5,0.021742443423448637,0.033653846,0.0007317168426364532,0.015939191597818647,0.03640490691616693,0.0562577182379866,0.3086404281108721,0.6149291933555341,0.03345090643325897,0.01810429650450187,0.04157951009723496,0.06390387191157021,0.32157177261135705,0.6247963740835255,0.03661341494878534
4,0.206892673,0.194844182,0.9,5.5,0.024136923791326013,0.040540541,0.0009785239485761276,0.015939191597818647,0.03640490691616693,0.0562577182379866,0.3086404281108721,0.6149291933555341,0.03345090643325897,0.01810429650450187,0.04157951009723496,0.06390387191157021,0.32157177261135705,0.6247963740835255,0.03661341494878534
5,0.206892673,0.194844182,1.1,5.5,0.02593468572049093,0.050847458,0.0013187128429158622,0.015939191597818647,0.03640490691616693,0.0562577182379866,0.3086404281108721,0.6149291933555341,0.03345090643325897,0.01810429650450187,0.04157951009723496,0.06390387191157021,0.32157177261135705,0.6247963740835255,0.03661341494878534
6,0.206892673,0.194844182,1.3,5.5,0.02744031761958003,0.05875153,0.0016121606438362847,0.015939191597818647,0.03640490691616693,0.0562577182379866,0.3086404281108721,0.6149291933555341,0.03345090643325897,0.01810429650450187,0.04157951009723496,0.06390387191157021,0.32157177261135705,0.6247963740835255,0.03661341494878534
7,0.206892673,0.194844182,1.5,5.5,0.02881369229943699,0.072881356,0.0020999809661497258,0.015939191597818647,0.03640490691616693,0.0562577182379866,0.3086404281108721,0.6149291933555341,0.03345090643325897,0.01810429650450187,0.04157951009723496,0.06390387191157021,0.32157177261135705,0.6247963740835255,0.03661341494878534
8,0.206892673,0.194844182,1.7,5.5,0.03013351632150652,0.080786026,0.00243436703302065,0.015939191597818647,0.03640490691616693,0.0562577182379866,0.3086404281108721,0.6149291933555341,0.03345090643325897,0.01810429650450187,0.04157951009723496,0.06390387191157021,0.32157177261135705,0.6247963740835255,0.03661341494878534
9,0.206892673,0.194844182,1.9,5.5,0.031436380217593526,0.10031348,0.003153492698229964,0.015939191597818647,0.03640490691616693,0.0562577182379866,0.3086404281108721,0.6149291933555341,0.03345090643325897,0.01810429650450187,0.04157951009723496,0.06390387191157021,0.32157177261135705,0.6247963740835255,0.03661341494878534
