,m1,Nu,au,bu,Nub,Nd,ad,bd,Ndb,Ns,aS,bS,Nsb
0,6.7971050112642475,0.8940876286967975,2.937715108318754,21.682350179758952,-0.11084564829847414,-2.4710593654525783,2.500680114927058,15.898951169613445,-0.07320376699814021,-3.3855765718660766,4.275560046235169,3.87001387611641,-0.06679035109526608
1,7.473108411877703,0.8733298430921549,2.6020505203324484,18.90743203054431,-0.05134788660928846,-2.4752505305837555,2.7360291819975506,19.01411374016847,-0.19696468091735805,-27.846769859473277,6.981958340124608,2.895810471757488,-0.12151388216767264
2,7.627701439798215,0.906131576892818,2.941302946788134,21.155027182412177,-0.14088355746710815,-2.4456075000425312,2.552167931280256,15.647985302978999,-0.14591071217367305,-1.3377573928702908,10.405215179988634,5.4521200368062805,-0.05767432180004122
3,6.939013705649999,0.8223876045517021,2.723228704497958,18.842872680576765,-0.15394192952121805,-2.228889031430328,2.3888101188279904,14.031567270275488,-0.06944201761401289,7.776120083432254,11.011157773926982,3.574092487515025,-0.21502447238286213
4,6.661068733969774,0.8197658685306977,2.7513589579484377,20.677448990450383,-0.055724517337894706,-2.5518970782092354,2.4689266561464684,14.321512123090788,-0.376790413315347,-12.038887094398937,10.05240306885718,3.0223006640373913,-0.11233853167218129
5,6.809529410464131,0.8636595260742665,2.6831941349014223,18.448063809709495,-0.09359000103321052,-2.4285657369798055,2.501823440657973,16.48533731488761,-0.10355779971735632,-19.58820625636699,5.605874753367949,4.466200595930394,-0.02418334083717047
6,6.363918626081089,0.8336055582073759,2.7380886192667906,18.471923425696975,-0.03211138338556228,-2.399039901328074,2.300973334785942,14.394018352655102,-0.15258564426466714,-8.467593952925457,9.202677789684426,5.3858657259029465,-0.15660689559098442
7,7.342668295390605,0.9379471337661235,2.9401362646046625,20.320643247504467,-0.13823411225492552,-1.948995470356803,2.133039539057328,13.933673683632708,-0.23501025032876272,0.19427925408002267,4.295867786798514,4.740397195537482,0.07536171204700019
8,6.591202249894666,0.9207525549112986,2.8295101052233034,19.062711768747974,-0.10058760751745377,-2.519969885741003,2.406462693075317,14.261479135872532,-0.34312439317090165,-22.3159514550665,6.881152063560534,2.477620868188558,-0.1063334915857352
9,7.942085625748794,0.8883945576138884,2.5456408865280844,19.611599985200815,-0.01987645796592736,-2.5275530101775363,2.344736289170907,17.914972228589505,-0.25190884467968033,-9.644391768431312,4.983602223357793,3.5622422019039774,0.05901484891583167
10,7.218731391922308,0.8582454044446837,2.658408479640418,19.219103565309943,0.039803755295494625,-2.4066553935287134,2.4004112888835714,17.2688509164688,-0.2785956240405558,-7.30274746931456,5.349252944425278,3.7534862608531143,-0.41726768467511116
11,6.160274353391289,0.8708452703008082,2.815354342676683,18.037274134643315,-0.14396436865769324,-2.9022513102449086,2.979722373296198,15.049969553101109,-0.08635212166934939,-14.919471920831244,6.966524640900872,2.984622785513362,-0.06190889270531395
