,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
76,k+,6.374,0.274,0.45,0.416,0.355,0.03961733679080503,0.029977492,x
77,k+,2.655,0.111,0.47,0.367,0.111,0.016811137191202103,0.037161808,phT
78,k+,2.619,0.107,0.496,0.376,0.211,0.031207857261200615,0.033420054,phT
79,k+,2.597,0.103,0.525,0.38,0.29,0.041747162604871185,0.030143988,phT
80,k+,2.52,0.096,0.55,0.387,0.369,0.05016713424749783,0.027170756,phT
81,k+,2.44,0.089,0.576,0.393,0.489,0.06188771423883627,0.018999474,phT
82,k+,2.339,0.081,0.611,0.418,0.673,0.07561320222423581,0.018133395,phT
83,k+,2.253,0.072,0.661,0.471,0.972,0.08764012274681425,0.030081556,phT
84,k-,2.393,0.081,0.617,0.234,0.366,-0.003173833500981286,0.022734335,z
85,k-,2.38,0.086,0.58,0.303,0.401,0.0052504884986524815,0.024957764,z
86,k-,2.385,0.091,0.553,0.373,0.429,0.018654433061328277,0.02862953,z
87,k-,2.32,0.091,0.536,0.448,0.45,0.030729891596987073,0.032163644,z
88,k-,2.294,0.091,0.534,0.523,0.463,0.05723128302092859,0.041671093,z
89,k-,2.325,0.092,0.53,0.591,0.479,0.05140869970348762,0.050789369,z
90,k-,2.329,0.094,0.513,0.662,0.493,0.02449536809293108,0.068919228,z
91,k-,1.289,0.035,0.715,0.339,0.507,0.017470682259358345,0.0352881,x
92,k-,1.666,0.055,0.582,0.358,0.421,0.02344668802148028,0.029841247,x
93,k-,2.088,0.076,0.532,0.363,0.381,0.03149826119274772,0.032048869,x
94,k-,2.585,0.098,0.508,0.37,0.366,0.03220804906251204,0.029274562,x
95,k-,3.375,0.133,0.489,0.37,0.363,0.032775755879284524,0.028507017,x
96,k-,4.551,0.186,0.474,0.369,0.351,0.03361192666087863,0.04048827,x
97,k-,6.301,0.275,0.444,0.37,0.364,0.03434544533074288,0.064611145,x
98,k-,2.467,0.102,0.478,0.342,0.111,0.008764856721391358,0.030782625,phT
99,k-,2.452,0.098,0.516,0.348,0.21,0.015459796450907152,0.032697401,phT
100,k-,2.457,0.094,0.545,0.351,0.29,0.0180615116452127,0.032869439,phT
101,k-,2.361,0.086,0.576,0.354,0.37,0.03179608443282617,0.032076471,phT
102,k-,2.293,0.081,0.604,0.352,0.489,0.0326225871212686,0.023522755,phT
103,k-,2.275,0.076,0.636,0.372,0.673,0.03663526835634423,0.026974247,phT
104,k-,2.24,0.07,0.678,0.429,0.955,0.04446654265528992,0.039752862,phT
